batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.7406	0.5837	77.3750	0.0019	0.1911	0.9526	51.5071	0.7395	0.6702	0.5528	0.7096	0.3947	0.4939	79.7801	0.0015	0.0015	0.7853	90.2500	-0.5301	-0.6035	-0.6126	-0.4149	0.3082	-0.1902	0.6707	0.8876	0.6896	0.9010	0.6944	0.9030	0.6193	0.8758	0.2224	0.5443	0.5007	0.8341
850	0.7446	0.6119	77.3230	0.0015	0.1613	0.8972	29.3162	0.7546	0.7158	0.5919	0.7246	0.5004	0.5617	79.7102	0.0019	0.0019	0.1290	66.1371	-0.6951	-0.7950	-0.7846	-0.5783	0.1211	-0.4873	0.6163	0.8520	0.6432	0.8728	0.6540	0.8816	0.5673	0.8423	0.2922	0.6779	0.5782	0.8519
1275	0.7565	0.6034	77.3007	0.0013	0.1522	0.8957	29.4545	0.7619	0.7306	0.6111	0.7412	0.5252	0.5778	79.7222	0.0018	0.0018	0.4728	72.8296	-0.7005	-0.8151	-0.7821	-0.5861	0.2859	-0.3344	0.6485	0.8736	0.6944	0.8910	0.7189	0.9035	0.6083	0.8663	0.2727	0.6464	0.5451	0.8490
1700	0.7605	0.6043	77.3084	0.0015	0.1577	0.9051	36.4949	0.7657	0.7302	0.6276	0.7412	0.5162	0.5775	79.7335	0.0017	0.0018	0.4345	75.5857	-0.6760	-0.7880	-0.7749	-0.5701	0.2544	-0.3739	0.6706	0.8835	0.7011	0.8984	0.7206	0.9051	0.6257	0.8737	0.2805	0.6704	0.5623	0.8560
2125	0.7733	0.6097	77.3256	0.0016	0.1678	0.9270	45.5094	0.7637	0.7357	0.6548	0.7429	0.5245	0.5998	79.7375	0.0017	0.0017	0.6008	83.0887	-0.7248	-0.8048	-0.7754	-0.5948	0.2339	-0.4270	0.6716	0.8794	0.6981	0.8939	0.7182	0.9051	0.6088	0.8644	0.2737	0.6628	0.5862	0.8638
2550	0.7605	0.6163	77.4173	0.0020	0.2034	0.9744	68.5207	0.7609	0.7235	0.6553	0.7422	0.4325	0.5758	79.8015	0.0013	0.0013	0.8800	94.4486	-0.6584	-0.7614	-0.7372	-0.5314	0.2759	-0.3754	0.6761	0.8874	0.7288	0.9036	0.7285	0.9074	0.6369	0.8756	0.2373	0.5910	0.5974	0.8563
2975	0.7668	0.6204	77.5738	0.0029	0.2819	0.9991	98.8312	0.7499	0.6934	0.6212	0.7173	0.2889	0.5254	79.8645	0.0009	0.0009	1.0000	110.7087	-0.6567	-0.7459	-0.7015	-0.5249	0.3443	-0.3925	0.7231	0.8980	0.7339	0.9066	0.7292	0.9106	0.6305	0.8802	0.1938	0.4667	0.5480	0.8437
3400	0.7739	0.6207	77.7993	0.0042	0.3994	0.9997	122.6642	0.7249	0.6029	0.5194	0.6688	0.0804	0.4824	79.9390	0.0004	0.0004	1.0000	126.7923	-0.5752	-0.6638	-0.6304	-0.4269	0.2711	-0.3062	0.7036	0.9018	0.7193	0.9129	0.7056	0.9119	0.6353	0.8844	0.1769	0.4153	0.5619	0.8494
3825	0.7588	0.6212	77.9219	0.0048	0.4342	0.9997	134.9210	0.6948	0.5402	0.4566	0.5874	0.1234	0.3845	79.9790	0.0001	0.0001	1.0000	136.5615	-0.3835	-0.4016	-0.4051	-0.2130	0.0242	-0.1191	0.7325	0.9093	0.7097	0.9016	0.6614	0.8820	0.6074	0.8763	0.2757	0.6409	0.5737	0.8471
4250	0.4074	0.3429	77.9500	0.0026	0.2250	0.9997	140.2457	0.5028	0.3388	0.3184	0.4077	0.1083	0.1634	79.9889	0.0001	0.0001	1.0000	140.5514	-0.1045	-0.1307	-0.2445	-0.0032	0.0159	0.0422	0.4441	0.7708	0.3739	0.7208	0.3496	0.7034	0.3757	0.7307	0.2360	0.5463	0.2641	0.5886
4675	0.2619	0.1932	77.9519	0.0017	0.1480	0.9991	140.3895	0.3572	0.2562	0.2374	0.2093	0.1830	0.1906	79.9894	0.0001	0.0001	1.0000	140.4748	-0.1292	-0.0941	-0.0840	-0.1061	-0.0362	-0.0426	0.2983	0.6565	0.2449	0.5709	0.2339	0.5585	0.2621	0.5910	0.2154	0.5076	0.2199	0.5154
5100	0.1759	0.1063	77.9518	0.0012	0.1031	0.9989	139.7915	0.3599	0.2972	0.2744	0.1622	0.2962	0.2981	79.9892	0.0001	0.0001	1.0000	140.0806	0.1268	0.1133	0.1721	0.0157	0.0906	0.0859	0.3165	0.6508	0.3116	0.6596	0.2946	0.6290	0.2387	0.5336	0.3092	0.6404	0.3133	0.6489
5525	0.2114	0.1295	77.9511	0.0014	0.1180	0.9994	138.8497	0.4315	0.3080	0.3086	0.2197	0.3634	0.3620	79.9891	0.0001	0.0001	1.0000	139.7440	-0.1430	-0.2479	-0.1741	0.0298	-0.1347	-0.1716	0.4347	0.7480	0.4407	0.7525	0.4366	0.7486	0.3200	0.6461	0.4367	0.7554	0.4460	0.7581
5950	0.2128	0.1420	77.9497	0.0014	0.1226	0.9994	136.9685	0.4001	0.2764	0.2727	0.1819	0.3394	0.3519	79.9879	0.0001	0.0001	0.9990	138.2641	-0.1102	-0.2292	-0.2000	0.0346	-0.2180	-0.1957	0.4921	0.7776	0.4727	0.7699	0.4656	0.7623	0.3525	0.6720	0.4928	0.7895	0.4717	0.7855
6375	0.1795	0.1195	77.9480	0.0012	0.1029	0.9997	134.6500	0.4336	0.2845	0.2814	0.1738	0.3669	0.3663	79.9866	0.0001	0.0001	0.9970	136.4597	-0.0718	-0.1905	-0.1785	0.0518	-0.1143	-0.1388	0.4872	0.7615	0.4846	0.7626	0.4652	0.7383	0.3452	0.6756	0.5117	0.7984	0.5013	0.8002
