batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9118	0.0658	16.7971	0.0243	0.2294	0.9982	15.7159	0.4471	-0.2733	-0.3069	0.4471	-0.2733	-0.3069	0.4471	-0.2733	-0.3069	0.4471	-0.2733	-0.3069	16.8785	0.0265	0.1528	0.9977	16.3166	0.0642	-0.1680	-0.4430	0.0642	-0.1680	-0.4430	0.0642	-0.1680	-0.4430	0.0642	-0.1680	-0.4430	0.5703	0.9217	0.5703	0.9217	0.5703	0.9217	0.5703	0.9217
272	0.8910	0.1039	16.6120	0.0131	0.1874	0.9980	9.7713	0.4671	-0.2750	-0.3822	0.4671	-0.2750	-0.3822	0.4671	-0.2750	-0.3822	0.4671	-0.2750	-0.3822	16.7142	0.0152	0.1199	0.9970	12.3370	0.0352	-0.3114	-0.5018	0.0352	-0.3114	-0.5018	0.0352	-0.3114	-0.5018	0.0352	-0.3114	-0.5018	0.7897	0.9552	0.7897	0.9552	0.7897	0.9552	0.7897	0.9552
408	0.8723	0.1432	16.6161	0.0115	0.1464	0.9981	8.5174	0.4638	-0.2677	-0.3958	0.4638	-0.2677	-0.3958	0.4638	-0.2677	-0.3958	0.4638	-0.2677	-0.3958	16.7354	0.0138	0.1187	0.9970	11.5611	0.0168	-0.4101	-0.5241	0.0168	-0.4101	-0.5241	0.0168	-0.4101	-0.5241	0.0168	-0.4101	-0.5241	0.7657	0.9461	0.7657	0.9461	0.7657	0.9461	0.7657	0.9461
544	0.9244	0.1684	16.4777	0.0072	0.1860	0.9967	5.1969	0.5016	-0.2962	-0.4025	0.5016	-0.2962	-0.4025	0.5016	-0.2962	-0.4025	0.5016	-0.2962	-0.4025	16.5665	0.0101	0.1278	0.9966	7.8706	0.0866	-0.2693	-0.5386	0.0866	-0.2693	-0.5386	0.0866	-0.2693	-0.5386	0.0866	-0.2693	-0.5386	0.6782	0.9241	0.6782	0.9241	0.6782	0.9241	0.6782	0.9241
680	0.9231	0.1922	16.4919	0.0077	0.1782	0.9968	5.4161	0.5069	-0.2512	-0.3805	0.5069	-0.2512	-0.3805	0.5069	-0.2512	-0.3805	0.5069	-0.2512	-0.3805	16.5583	0.0095	0.1312	0.9968	7.4255	0.0974	-0.1456	-0.5158	0.0974	-0.1456	-0.5158	0.0974	-0.1456	-0.5158	0.0974	-0.1456	-0.5158	0.6663	0.9238	0.6663	0.9238	0.6663	0.9238	0.6663	0.9238
816	0.9228	0.1956	16.4757	0.0070	0.1869	0.9961	4.8882	0.5138	-0.2203	-0.3563	0.5138	-0.2203	-0.3563	0.5138	-0.2203	-0.3563	0.5138	-0.2203	-0.3563	16.5277	0.0083	0.1447	0.9939	6.3675	0.1119	-0.0772	-0.4996	0.1119	-0.0772	-0.4996	0.1119	-0.0772	-0.4996	0.1119	-0.0772	-0.4996	0.6437	0.9233	0.6437	0.9233	0.6437	0.9233	0.6437	0.9233
952	0.9165	0.2024	16.4896	0.0074	0.1961	0.9954	5.1093	0.5144	-0.2017	-0.3324	0.5144	-0.2017	-0.3324	0.5144	-0.2017	-0.3324	0.5144	-0.2017	-0.3324	16.5315	0.0081	0.1481	0.9936	6.1919	0.1161	-0.0833	-0.4689	0.1161	-0.0833	-0.4689	0.1161	-0.0833	-0.4689	0.1161	-0.0833	-0.4689	0.6106	0.9187	0.6106	0.9187	0.6106	0.9187	0.6106	0.9187
1088	0.9242	0.2299	16.4546	0.0061	0.1967	0.9938	4.3543	0.5284	-0.2044	-0.3211	0.5284	-0.2044	-0.3211	0.5284	-0.2044	-0.3211	0.5284	-0.2044	-0.3211	16.4870	0.0066	0.1563	0.9907	5.2286	0.1464	-0.1184	-0.4649	0.1464	-0.1184	-0.4649	0.1464	-0.1184	-0.4649	0.1464	-0.1184	-0.4649	0.5334	0.9035	0.5334	0.9035	0.5334	0.9035	0.5334	0.9035
1224	0.9245	0.2277	16.4433	0.0056	0.2045	0.9938	4.1048	0.5361	-0.2051	-0.3014	0.5361	-0.2051	-0.3014	0.5361	-0.2051	-0.3014	0.5361	-0.2051	-0.3014	16.4706	0.0061	0.1770	0.9891	4.8442	0.1685	-0.1175	-0.4553	0.1685	-0.1175	-0.4553	0.1685	-0.1175	-0.4553	0.1685	-0.1175	-0.4553	0.4740	0.8887	0.4740	0.8887	0.4740	0.8887	0.4740	0.8887
1360	0.9275	0.2466	16.4192	0.0047	0.2188	0.9921	3.6303	0.5479	-0.2093	-0.2796	0.5479	-0.2093	-0.2796	0.5479	-0.2093	-0.2796	0.5479	-0.2093	-0.2796	16.4406	0.0050	0.1900	0.9868	4.2440	0.1935	-0.1149	-0.4439	0.1935	-0.1149	-0.4439	0.1935	-0.1149	-0.4439	0.1935	-0.1149	-0.4439	0.4091	0.8655	0.4091	0.8655	0.4091	0.8655	0.4091	0.8655
1496	0.9239	0.2396	16.4245	0.0048	0.2199	0.9925	3.7260	0.5474	-0.2045	-0.2651	0.5474	-0.2045	-0.2651	0.5474	-0.2045	-0.2651	0.5474	-0.2045	-0.2651	16.4455	0.0051	0.1912	0.9868	4.2827	0.1966	-0.1421	-0.4325	0.1966	-0.1421	-0.4325	0.1966	-0.1421	-0.4325	0.1966	-0.1421	-0.4325	0.4058	0.8651	0.4058	0.8651	0.4058	0.8651	0.4058	0.8651
1632	0.9132	0.2344	16.4400	0.0052	0.2106	0.9925	3.9874	0.5412	-0.1888	-0.2473	0.5412	-0.1888	-0.2473	0.5412	-0.1888	-0.2473	0.5412	-0.1888	-0.2473	16.4617	0.0054	0.1999	0.9834	4.4949	0.1924	-0.1386	-0.4127	0.1924	-0.1386	-0.4127	0.1924	-0.1386	-0.4127	0.1924	-0.1386	-0.4127	0.4072	0.8659	0.4072	0.8659	0.4072	0.8659	0.4072	0.8659
1768	0.9196	0.2418	16.4124	0.0042	0.2265	0.9903	3.4174	0.5554	-0.1992	-0.2391	0.5554	-0.1992	-0.2391	0.5554	-0.1992	-0.2391	0.5554	-0.1992	-0.2391	16.4316	0.0045	0.1998	0.9791	3.8872	0.2150	-0.1518	-0.3965	0.2150	-0.1518	-0.3965	0.2150	-0.1518	-0.3965	0.2150	-0.1518	-0.3965	0.3793	0.8551	0.3793	0.8551	0.3793	0.8551	0.3793	0.8551
1904	0.9197	0.2467	16.4021	0.0037	0.2372	0.9887	3.1964	0.5649	-0.1979	-0.2251	0.5649	-0.1979	-0.2251	0.5649	-0.1979	-0.2251	0.5649	-0.1979	-0.2251	16.4204	0.0040	0.2196	0.9773	3.6443	0.2311	-0.1456	-0.3829	0.2311	-0.1456	-0.3829	0.2311	-0.1456	-0.3829	0.2311	-0.1456	-0.3829	0.3734	0.8527	0.3734	0.8527	0.3734	0.8527	0.3734	0.8527
2040	0.9216	0.2469	16.3891	0.0032	0.2514	0.9866	2.9378	0.5757	-0.1990	-0.2116	0.5757	-0.1990	-0.2116	0.5757	-0.1990	-0.2116	0.5757	-0.1990	-0.2116	16.4058	0.0034	0.2245	0.9759	3.3564	0.2480	-0.1338	-0.3763	0.2480	-0.1338	-0.3763	0.2480	-0.1338	-0.3763	0.2480	-0.1338	-0.3763	0.3590	0.8462	0.3590	0.8462	0.3590	0.8462	0.3590	0.8462
2176	0.9214	0.2421	16.3859	0.0031	0.2596	0.9857	2.8554	0.5806	-0.1973	-0.2020	0.5806	-0.1973	-0.2020	0.5806	-0.1973	-0.2020	0.5806	-0.1973	-0.2020	16.4030	0.0032	0.2426	0.9752	3.2704	0.2549	-0.1338	-0.3689	0.2549	-0.1338	-0.3689	0.2549	-0.1338	-0.3689	0.2549	-0.1338	-0.3689	0.3634	0.8489	0.3634	0.8489	0.3634	0.8489	0.3634	0.8489
2312	0.9173	0.2391	16.3911	0.0032	0.2538	0.9855	2.9227	0.5802	-0.1937	-0.1932	0.5802	-0.1937	-0.1932	0.5802	-0.1937	-0.1932	0.5802	-0.1937	-0.1932	16.4087	0.0034	0.2380	0.9748	3.3466	0.2561	-0.1289	-0.3539	0.2561	-0.1289	-0.3539	0.2561	-0.1289	-0.3539	0.2561	-0.1289	-0.3539	0.3678	0.8514	0.3678	0.8514	0.3678	0.8514	0.3678	0.8514
2448	0.9163	0.2419	16.3892	0.0030	0.2635	0.9848	2.8751	0.5829	-0.1925	-0.1878	0.5829	-0.1925	-0.1878	0.5829	-0.1925	-0.1878	0.5829	-0.1925	-0.1878	16.4063	0.0033	0.2450	0.9736	3.2868	0.2597	-0.1325	-0.3496	0.2597	-0.1325	-0.3496	0.2597	-0.1325	-0.3496	0.2597	-0.1325	-0.3496	0.3616	0.8479	0.3616	0.8479	0.3616	0.8479	0.3616	0.8479
2584	0.9160	0.2415	16.3879	0.0030	0.2590	0.9842	2.8384	0.5849	-0.1911	-0.1848	0.5849	-0.1911	-0.1848	0.5849	-0.1911	-0.1848	0.5849	-0.1911	-0.1848	16.4050	0.0032	0.2544	0.9729	3.2561	0.2634	-0.1263	-0.3452	0.2634	-0.1263	-0.3452	0.2634	-0.1263	-0.3452	0.2634	-0.1263	-0.3452	0.3606	0.8473	0.3606	0.8473	0.3606	0.8473	0.3606	0.8473
