batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9125	0.0752	16.8062	0.0247	0.2174	0.9971	15.9076	0.4419	-0.2367	-0.3616	0.4419	-0.2367	-0.3616	0.4419	-0.2367	-0.3616	0.4419	-0.2367	-0.3616	16.8825	0.0279	0.1603	0.9959	16.5265	0.0917	-0.1018	-0.3829	0.0917	-0.1018	-0.3829	0.0917	-0.1018	-0.3829	0.0917	-0.1018	-0.3829	0.7095	0.9446	0.7095	0.9446	0.7095	0.9446	0.7095	0.9446
272	0.8963	0.1028	16.6286	0.0142	0.1795	0.9982	10.2228	0.4779	-0.2408	-0.3873	0.4779	-0.2408	-0.3873	0.4779	-0.2408	-0.3873	0.4779	-0.2408	-0.3873	16.7187	0.0168	0.1223	0.9970	12.4637	0.0622	-0.2197	-0.4772	0.0622	-0.2197	-0.4772	0.0622	-0.2197	-0.4772	0.0622	-0.2197	-0.4772	0.7865	0.9549	0.7865	0.9549	0.7865	0.9549	0.7865	0.9549
408	0.9034	0.1382	16.5547	0.0103	0.1637	0.9976	7.3229	0.4951	-0.2821	-0.3998	0.4951	-0.2821	-0.3998	0.4951	-0.2821	-0.3998	0.4951	-0.2821	-0.3998	16.6503	0.0128	0.1272	0.9964	10.0136	0.0784	-0.3443	-0.5079	0.0784	-0.3443	-0.5079	0.0784	-0.3443	-0.5079	0.0784	-0.3443	-0.5079	0.6830	0.9256	0.6830	0.9256	0.6830	0.9256	0.6830	0.9256
544	0.8985	0.1618	16.5375	0.0090	0.1598	0.9969	6.7557	0.5008	-0.2681	-0.3979	0.5008	-0.2681	-0.3979	0.5008	-0.2681	-0.3979	0.5008	-0.2681	-0.3979	16.6141	0.0110	0.1304	0.9952	8.9743	0.0921	-0.2408	-0.5066	0.0921	-0.2408	-0.5066	0.0921	-0.2408	-0.5066	0.0921	-0.2408	-0.5066	0.6620	0.9177	0.6620	0.9177	0.6620	0.9177	0.6620	0.9177
680	0.9264	0.1767	16.4421	0.0059	0.2227	0.9930	4.3673	0.5276	-0.2682	-0.3715	0.5276	-0.2682	-0.3715	0.5276	-0.2682	-0.3715	0.5276	-0.2682	-0.3715	16.4932	0.0072	0.1704	0.9918	5.8915	0.1506	-0.0386	-0.4969	0.1506	-0.0386	-0.4969	0.1506	-0.0386	-0.4969	0.1506	-0.0386	-0.4969	0.5314	0.8949	0.5314	0.8949	0.5314	0.8949	0.5314	0.8949
816	0.9126	0.1811	16.4753	0.0068	0.2092	0.9935	4.9719	0.5251	-0.2353	-0.3488	0.5251	-0.2353	-0.3488	0.5251	-0.2353	-0.3488	0.5251	-0.2353	-0.3488	16.5154	0.0073	0.1674	0.9916	6.1087	0.1485	0.0408	-0.4544	0.1485	0.0408	-0.4544	0.1485	0.0408	-0.4544	0.1485	0.0408	-0.4544	0.5155	0.8926	0.5155	0.8926	0.5155	0.8926	0.5155	0.8926
952	0.9062	0.1840	16.4769	0.0068	0.2269	0.9923	4.9305	0.5274	-0.2202	-0.3189	0.5274	-0.2202	-0.3189	0.5274	-0.2202	-0.3189	0.5274	-0.2202	-0.3189	16.5072	0.0070	0.1773	0.9889	5.7219	0.1618	-0.0022	-0.4189	0.1618	-0.0022	-0.4189	0.1618	-0.0022	-0.4189	0.1618	-0.0022	-0.4189	0.4443	0.8750	0.4443	0.8750	0.4443	0.8750	0.4443	0.8750
1088	0.9261	0.2003	16.3972	0.0040	0.2683	0.9860	3.2083	0.5543	-0.2225	-0.3026	0.5543	-0.2225	-0.3026	0.5543	-0.2225	-0.3026	0.5543	-0.2225	-0.3026	16.4160	0.0043	0.2067	0.9816	3.7328	0.2070	-0.0320	-0.4232	0.2070	-0.0320	-0.4232	0.2070	-0.0320	-0.4232	0.2070	-0.0320	-0.4232	0.3485	0.8397	0.3485	0.8397	0.3485	0.8397	0.3485	0.8397
1224	0.9153	0.1988	16.4188	0.0046	0.2701	0.9862	3.5844	0.5503	-0.2092	-0.2782	0.5503	-0.2092	-0.2782	0.5503	-0.2092	-0.2782	0.5503	-0.2092	-0.2782	16.4367	0.0049	0.2261	0.9800	4.0407	0.2121	-0.0636	-0.3754	0.2121	-0.0636	-0.3754	0.2121	-0.0636	-0.3754	0.2121	-0.0636	-0.3754	0.3409	0.8355	0.3409	0.8355	0.3409	0.8355	0.3409	0.8355
1360	0.9119	0.1981	16.4136	0.0043	0.2828	0.9835	3.4158	0.5550	-0.2061	-0.2545	0.5550	-0.2061	-0.2545	0.5550	-0.2061	-0.2545	0.5550	-0.2061	-0.2545	16.4294	0.0046	0.2245	0.9786	3.7969	0.2285	-0.1140	-0.3430	0.2285	-0.1140	-0.3430	0.2285	-0.1140	-0.3430	0.2285	-0.1140	-0.3430	0.3129	0.8178	0.3129	0.8178	0.3129	0.8178	0.3129	0.8178
1496	0.9189	0.2028	16.3839	0.0032	0.2914	0.9793	2.7858	0.5713	-0.2072	-0.2454	0.5713	-0.2072	-0.2454	0.5713	-0.2072	-0.2454	0.5713	-0.2072	-0.2454	16.3961	0.0034	0.2600	0.9736	3.1044	0.2561	-0.1377	-0.3254	0.2561	-0.1377	-0.3254	0.2561	-0.1377	-0.3254	0.2561	-0.1377	-0.3254	0.2916	0.8009	0.2916	0.8009	0.2916	0.8009	0.2916	0.8009
1632	0.9101	0.2006	16.3956	0.0034	0.2927	0.9796	2.9532	0.5682	-0.2022	-0.2237	0.5682	-0.2022	-0.2237	0.5682	-0.2022	-0.2237	0.5682	-0.2022	-0.2237	16.4088	0.0038	0.2548	0.9729	3.2609	0.2629	-0.1465	-0.2680	0.2629	-0.1465	-0.2680	0.2629	-0.1465	-0.2680	0.2629	-0.1465	-0.2680	0.2840	0.7942	0.2840	0.7942	0.2840	0.7942	0.2840	0.7942
1768	0.9126	0.2017	16.3793	0.0027	0.2978	0.9761	2.6014	0.5789	-0.2028	-0.2134	0.5789	-0.2028	-0.2134	0.5789	-0.2028	-0.2134	0.5789	-0.2028	-0.2134	16.3911	0.0030	0.2681	0.9695	2.8826	0.2832	-0.1404	-0.2588	0.2832	-0.1404	-0.2588	0.2832	-0.1404	-0.2588	0.2832	-0.1404	-0.2588	0.2762	0.7861	0.2762	0.7861	0.2762	0.7861	0.2762	0.7861
1904	0.9119	0.1879	16.3725	0.0024	0.3174	0.9734	2.4480	0.5844	-0.2034	-0.2030	0.5844	-0.2034	-0.2030	0.5844	-0.2034	-0.2030	0.5844	-0.2034	-0.2030	16.3842	0.0026	0.2851	0.9679	2.7089	0.2958	-0.1371	-0.2364	0.2958	-0.1371	-0.2364	0.2958	-0.1371	-0.2364	0.2958	-0.1371	-0.2364	0.2744	0.7838	0.2744	0.7838	0.2744	0.7838	0.2744	0.7838
2040	0.9088	0.1861	16.3753	0.0025	0.3144	0.9725	2.4613	0.5848	-0.2004	-0.1870	0.5848	-0.2004	-0.1870	0.5848	-0.2004	-0.1870	0.5848	-0.2004	-0.1870	16.3871	0.0028	0.2820	0.9677	2.7237	0.3022	-0.1390	-0.2057	0.3022	-0.1390	-0.2057	0.3022	-0.1390	-0.2057	0.3022	-0.1390	-0.2057	0.2691	0.7777	0.2691	0.7777	0.2691	0.7777	0.2691	0.7777
2176	0.9110	0.1882	16.3672	0.0022	0.3192	0.9712	2.3106	0.5913	-0.2019	-0.1838	0.5913	-0.2019	-0.1838	0.5913	-0.2019	-0.1838	0.5913	-0.2019	-0.1838	16.3786	0.0024	0.2821	0.9650	2.5615	0.3130	-0.1439	-0.1882	0.3130	-0.1439	-0.1882	0.3130	-0.1439	-0.1882	0.3130	-0.1439	-0.1882	0.2691	0.7780	0.2691	0.7780	0.2691	0.7780	0.2691	0.7780
2312	0.9090	0.1865	16.3678	0.0022	0.3191	0.9709	2.2981	0.5921	-0.1991	-0.1759	0.5921	-0.1991	-0.1759	0.5921	-0.1991	-0.1759	0.5921	-0.1991	-0.1759	16.3795	0.0024	0.2847	0.9638	2.5481	0.3179	-0.1390	-0.1667	0.3179	-0.1390	-0.1667	0.3179	-0.1390	-0.1667	0.3179	-0.1390	-0.1667	0.2677	0.7759	0.2677	0.7759	0.2677	0.7759	0.2677	0.7759
2448	0.9087	0.1866	16.3655	0.0021	0.3190	0.9702	2.2506	0.5943	-0.1990	-0.1712	0.5943	-0.1990	-0.1712	0.5943	-0.1990	-0.1712	0.5943	-0.1990	-0.1712	16.3767	0.0023	0.2912	0.9632	2.4892	0.3225	-0.1368	-0.1632	0.3225	-0.1368	-0.1632	0.3225	-0.1368	-0.1632	0.3225	-0.1368	-0.1632	0.2649	0.7725	0.2649	0.7725	0.2649	0.7725	0.2649	0.7725
