	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
0	[CLS] to kendte russiske historikere andronik mirganjan og igor klamkin tror ikke, at rusland kan udvikles uden en'jernnæve '. [SEP] [PAD] [PAD]	-100 18 18 1 18 9 -100 -100 16 -100 -100 -100 18 9 -100 16 -100 18 18 18 18 0 -100 18 18 18 18 18 18 -100 18 18 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 0 0 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0000 0.0003 0.0021 0.2757 0.0048 0.0021 0.0014 0.0047 0.0945 0.0684 0.3273 0.5216 0.0094 0.0933 0.4872 0.3009 0.0173 0.0004 0.0000 0.0000 0.0000 0.0091 0.0083 0.0007 0.0083 0.0001 0.0000 0.0000 0.0133 0.0064 0.0001 0.0001 0.0708 0.0026 0.0006	0.0006 0.0028 0.0185 0.9657 0.0400 0.0197 0.0132 0.0387 0.4693 0.3185 0.8111 1.2159 0.0677 0.3813 0.8658 1.0414 0.1156 0.0043 0.0001 -0.0000 0.0004 0.0612 0.0599 0.0068 0.0596 0.0008 0.0001 0.0002 0.0801 0.0447 0.0010 0.0007 0.3247 0.0229 0.0057	0.0000 0.0001 0.0005 0.0512 0.0021 0.0012 0.0007 0.0019 0.0207 0.0133 0.0270 0.0584 0.0019 0.0062 0.0148 0.0467 0.0045 0.0002 0.0000 0.0000 0.0000 0.0006 0.0014 0.0001 0.0013 0.0000 0.0000 0.0000 0.0004 0.0006 0.0000 0.0000 0.0067 0.0009 0.0002	0.0001 0.0003 0.0026 0.3091 0.0059 0.0023 0.0016 0.0058 0.1001 0.0696 0.3335 0.5553 0.0120 0.0965 0.4980 0.3705 0.0252 0.0005 0.0000 0.0000 0.0001 0.0157 0.0123 0.0010 0.0108 0.0001 0.0000 0.0000 0.0237 0.0108 0.0001 0.0001 0.0752 0.0032 0.0007
1	[CLS] de hævder, at ruslands vej til demokrati gar gennem diktatur. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 0 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0004 0.0746 0.0824 0.0000 0.0024 0.2348 0.0211 0.1127 0.0002 0.2658 0.0037 0.0076 0.0003 0.0000 0.0535 0.0048 0.0021 0.0009 0.0012 0.0050 0.0247 0.0658 0.1087 0.1471 0.1798 0.2008 0.2042 0.1915 0.1700 0.1475 0.1290 0.1163 0.1095 0.1079 0.1106	0.0039 0.3139 0.3977 0.0003 0.0207 1.0153 0.1502 0.5303 0.0025 0.6483 0.0254 0.0501 0.0027 0.0002 0.2726 0.0372 0.0174 0.0079 0.0104 0.0360 0.1308 0.2761 0.3994 0.4927 0.5609 0.6015 0.6114 0.5931 0.5553 0.5097 0.4672 0.4352 0.4165 0.4105 0.4153	0.0001 0.0054 0.0159 0.0000 0.0007 0.0611 0.0119 0.0255 0.0001 0.0027 0.0001 0.0007 0.0001 0.0000 0.0025 0.0006 0.0003 0.0001 0.0002 0.0003 0.0009 0.0018 0.0028 0.0037 0.0045 0.0052 0.0057 0.0059 0.0059 0.0056 0.0053 0.0049 0.0046 0.0044 0.0043	0.0004 0.0786 0.1284 0.0000 0.0032 0.2726 0.0236 0.1186 0.0003 0.2647 0.0037 0.0077 0.0003 0.0000 0.0695 0.0067 0.0033 0.0016 0.0019 0.0064 0.0281 0.0713 0.1153 0.1543 0.1890 0.2113 0.2157 0.2034 0.1817 0.1582 0.1384 0.1244 0.1170 0.1155 0.1182
2	[CLS] i en af deres artikler hedder det :'i et autoritært regime lagdeles samfundet og forskellige interesser modnes. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0005 0.0194 0.0026 0.0003 0.0014 0.0044 0.0111 0.0005 0.0003 0.0000 0.0008 0.0026 0.0002 0.0002 0.0070 0.0035 0.0056 0.0944 0.0002 0.0065 0.0643 0.0246 0.0237 0.0004 0.2585 0.0316 0.0167 0.0092 0.0100 0.0136 0.0202 0.0316 0.0518 0.0841 0.1243	0.0052 0.1162 0.0211 0.0035 0.0128 0.0325 0.0600 0.0046 0.0030 0.0003 0.0072 0.0212 0.0026 0.0023 0.0552 0.0307 0.0429 0.4109 0.0017 0.0478 0.3547 0.1667 0.1627 0.0038 1.0688 0.2006 0.1164 0.0667 0.0691 0.0887 0.1213 0.1721 0.2488 0.3496 0.4516	0.0002 0.0019 0.0005 0.0001 0.0004 0.0008 0.0002 0.0001 0.0000 0.0000 0.0001 0.0006 0.0001 0.0001 0.0033 0.0022 0.0020 0.0157 0.0001 0.0016 0.0179 0.0105 0.0107 0.0002 0.0856 0.0108 0.0054 0.0023 0.0018 0.0020 0.0026 0.0033 0.0042 0.0050 0.0056	0.0006 0.0199 0.0028 0.0004 0.0015 0.0045 0.0107 0.0005 0.0004 0.0000 0.0009 0.0030 0.0003 0.0003 0.0097 0.0044 0.0059 0.0965 0.0002 0.0069 0.0791 0.0321 0.0290 0.0004 0.3251 0.0387 0.0197 0.0110 0.0117 0.0156 0.0227 0.0349 0.0561 0.0895 0.1317
3	[CLS] og nar deres repræsentanter er parate til at ga i struben pa hinanden, sa stopper en jernnæve'det. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 3 18 18 18	0.0007 0.0003 0.0036 0.0010 0.0003 0.0001 0.0002 0.0000 0.0000 0.0009 0.0059 0.0000 0.0032 0.0008 0.1108 0.0001 0.0026 0.0017 0.0000 0.0008 0.0003 0.0000 0.0001 0.0000 0.0038 0.0002 0.0002 0.0007 0.0166 0.1825 0.4541 0.5131 0.4832 0.3984 0.3083	0.0068 0.0027 0.0283 0.0083 0.0028 0.0008 0.0015 0.0000 0.0001 0.0076 0.0433 0.0004 0.0226 0.0065 0.3495 0.0006 0.0181 0.0124 0.0003 0.0071 0.0026 0.0000 0.0011 0.0001 0.0292 0.0017 0.0017 0.0067 0.0893 0.4981 0.7576 0.8616 0.9603 0.9554 0.8606	0.0002 0.0001 0.0009 0.0003 0.0001 0.0000 0.0000 0.0000 0.0000 0.0001 0.0012 0.0000 0.0001 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0003 0.0000 0.0001 0.0001 0.0004 0.0015 0.0031 0.0050 0.0073 0.0091 0.0097	0.0008 0.0003 0.0037 0.0010 0.0004 0.0001 0.0002 0.0000 0.0000 0.0009 0.0059 0.0000 0.0032 0.0008 0.1110 0.0001 0.0026 0.0017 0.0000 0.0011 0.0004 0.0000 0.0002 0.0000 0.0052 0.0002 0.0002 0.0008 0.0171 0.1840 0.4615 0.5467 0.5570 0.4842 0.3759
4	[CLS] pa den made skabes hele tiden betingelserne for en harmonisering af interesser og følgelig for demokratiske reformer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 -100 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0004 0.0307 0.0096 0.0724 0.3786 0.0162 0.0465 0.0397 0.0381 0.0000 0.0000 0.0006 0.0001 0.0000 0.0788 0.0000 0.0011 0.0009 0.0002 0.0080 0.0102 0.0001 0.0000 0.0400 0.0012 0.0005 0.0003 0.0008 0.0080 0.0714 0.2069 0.2640 0.2345 0.1828 0.1430	0.0045 0.1863 0.0632 0.2872 1.2077 0.1139 0.2745 0.2168 0.1993 0.0005 0.0002 0.0054 0.0011 0.0005 0.3696 0.0003 0.0104 0.0088 0.0023 0.0515 0.0598 0.0010 0.0003 0.1969 0.0098 0.0049 0.0030 0.0075 0.0514 0.2730 0.5503 0.6634 0.6663 0.5981 0.5173	0.0001 0.0056 0.0011 0.0030 0.0594 0.0078 0.0187 0.0098 0.0054 0.0000 0.0000 0.0001 0.0000 0.0000 0.0070 0.0000 0.0005 0.0004 0.0001 0.0006 0.0004 0.0000 0.0000 0.0025 0.0002 0.0001 0.0000 0.0001 0.0004 0.0012 0.0025 0.0040 0.0052 0.0058 0.0058	0.0005 0.0351 0.0171 0.1411 0.5973 0.0201 0.0518 0.0411 0.0389 0.0000 0.0000 0.0010 0.0002 0.0001 0.1153 0.0000 0.0012 0.0010 0.0002 0.0080 0.0102 0.0001 0.0000 0.0408 0.0012 0.0007 0.0005 0.0011 0.0087 0.0730 0.2102 0.2773 0.2588 0.2075 0.1614
5	[CLS] og de tilføjede :'netop fordi vi end ikke har et kim af civilt samfund, var vi imod folkekongressen. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 16 16 18 18 18 18 18 18 18	0.0011 0.0003 0.0119 0.0006 0.0002 0.0000 0.0019 0.0017 0.0007 0.0005 0.0001 0.0001 0.0000 0.0121 0.0013 0.0000 0.0001 0.0005 0.0000 0.0063 0.2499 0.1141 0.1425 0.1196 0.1965 0.0033 0.6070 0.4162 0.1444 0.0679 0.1772 0.3702 0.4823 0.4867 0.4333	0.0101 0.0031 0.0753 0.0058 0.0021 0.0005 0.0154 0.0130 0.0055 0.0040 0.0011 0.0013 0.0004 0.0693 0.0108 0.0001 0.0009 0.0048 0.0001 0.0386 0.5650 0.4006 0.4739 0.4021 0.6104 0.0246 1.3068 0.8307 0.5518 0.3188 0.5672 0.8168 0.9118 0.9698 0.9739	0.0003 0.0001 0.0015 0.0002 0.0001 0.0000 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0002 0.0000 0.0000 0.0001 0.0000 0.0001 0.0004 0.0014 0.0034 0.0041 0.0149 0.0005 0.0505 0.0136 0.0107 0.0057 0.0057 0.0072 0.0090 0.0106 0.0112	0.0012 0.0003 0.0141 0.0009 0.0003 0.0001 0.0030 0.0033 0.0013 0.0009 0.0002 0.0003 0.0001 0.0231 0.0024 0.0000 0.0001 0.0005 0.0000 0.0063 0.2501 0.1145 0.1430 0.1202 0.1984 0.0033 0.6131 0.4227 0.1506 0.0773 0.1924 0.3877 0.5124 0.5447 0.5062
6	[CLS] bortset fra illusionen om demokrati kunne den ikke give noget reelt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 3 3 18 18 18 18 18 18 18 18 18 18 18 18	0.0004 0.0211 0.0003 0.0342 0.0016 0.0011 0.0814 0.0018 0.0056 0.0010 0.0066 0.0013 0.0005 0.0000 0.0390 0.0015 0.0006 0.0009 0.0129 0.1515 0.4876 0.3930 0.4615 0.5134 0.3982 0.2994 0.2344 0.1966 0.1739 0.1581 0.1457 0.1358 0.1284 0.1238 0.1219	0.0039 0.1345 0.0031 0.2186 0.0152 0.0112 0.4226 0.0165 0.0389 0.0080 0.0413 0.0110 0.0048 0.0001 0.1676 0.0119 0.0061 0.0084 0.0714 0.4339 0.7243 0.7690 0.9039 0.9807 0.9314 0.8141 0.7013 0.6211 0.5675 0.5289 0.4984 0.4738 0.4553 0.4434 0.4382	0.0001 0.0040 0.0002 0.0124 0.0012 0.0008 0.0313 0.0013 0.0004 0.0000 0.0001 0.0001 0.0000 0.0000 0.0003 0.0001 0.0001 0.0001 0.0002 0.0007 0.0014 0.0023 0.0040 0.0059 0.0071 0.0073 0.0067 0.0060 0.0054 0.0049 0.0045 0.0042 0.0041 0.0040 0.0040	0.0004 0.0222 0.0004 0.0403 0.0022 0.0015 0.0854 0.0019 0.0070 0.0018 0.0128 0.0023 0.0007 0.0000 0.0392 0.0015 0.0007 0.0010 0.0131 0.1521 0.4914 0.4142 0.5254 0.6063 0.4786 0.3526 0.2674 0.2184 0.1898 0.1709 0.1566 0.1453 0.1371 0.1318 0.1295
7	[CLS] det kunne den ikke helt objektivt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0004 0.1343 0.0040 0.0104 0.0041 0.0010 0.0003 0.0003 0.0629 0.1567 0.0235 0.0036 0.0035 0.0174 0.1233 0.3330 0.4349 0.4154 0.3375 0.2530 0.1909 0.1531 0.1317 0.1204 0.1156 0.1149 0.1167 0.1198 0.1232 0.1265 0.1295 0.1319 0.1337 0.1348 0.1351	0.0041 0.4360 0.0309 0.0613 0.0271 0.0082 0.0026 0.0028 0.2475 0.4899 0.1300 0.0278 0.0283 0.1020 0.4049 0.7022 0.8247 0.8909 0.8587 0.7474 0.6282 0.5390 0.4817 0.4484 0.4318 0.4266 0.4285 0.4342 0.4414 0.4487 0.4556 0.4615 0.4661 0.4692 0.4705	0.0001 0.0043 0.0007 0.0002 0.0000 0.0000 0.0000 0.0000 0.0005 0.0017 0.0007 0.0004 0.0005 0.0011 0.0024 0.0039 0.0055 0.0072 0.0082 0.0081 0.0072 0.0062 0.0054 0.0048 0.0045 0.0043 0.0042 0.0041 0.0042 0.0042 0.0043 0.0044 0.0045 0.0046 0.0047	0.0004 0.1359 0.0069 0.0200 0.0081 0.0017 0.0003 0.0003 0.0632 0.1565 0.0237 0.0041 0.0044 0.0192 0.1262 0.3380 0.4578 0.4639 0.3917 0.2930 0.2159 0.1688 0.1425 0.1295 0.1242 0.1231 0.1246 0.1273 0.1305 0.1337 0.1366 0.1391 0.1412 0.1425 0.1430
8	[CLS] det var slet ikke pa grund af apparatets lænker. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 -100 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0004 0.1254 0.0025 0.3152 0.0005 0.0007 0.0078 0.0002 0.0028 0.0373 0.0479 0.0246 0.0002 0.1171 0.0097 0.0028 0.0016 0.0056 0.0351 0.1382 0.2551 0.2838 0.2487 0.2017 0.1668 0.1487 0.1438 0.1458 0.1489 0.1494 0.1467 0.1419 0.1365 0.1320 0.1290	0.0041 0.4191 0.0219 1.1091 0.0044 0.0062 0.0527 0.0024 0.0211 0.2068 0.2588 0.1394 0.0016 0.5039 0.0633 0.0233 0.0148 0.0401 0.1648 0.4260 0.6119 0.6710 0.6568 0.6004 0.5402 0.5019 0.4891 0.4917 0.4976 0.4992 0.4946 0.4855 0.4748 0.4652 0.4587	0.0001 0.0040 0.0007 0.0478 0.0001 0.0001 0.0005 0.0000 0.0002 0.0034 0.0070 0.0032 0.0000 0.0175 0.0010 0.0004 0.0003 0.0004 0.0009 0.0019 0.0029 0.0038 0.0043 0.0045 0.0044 0.0042 0.0041 0.0041 0.0042 0.0043 0.0044 0.0044 0.0045 0.0045 0.0045	0.0004 0.1281 0.0032 0.3449 0.0005 0.0007 0.0079 0.0002 0.0030 0.0474 0.0490 0.0248 0.0002 0.1207 0.0104 0.0032 0.0021 0.0063 0.0364 0.1403 0.2586 0.2933 0.2637 0.2170 0.1792 0.1584 0.1520 0.1534 0.1566 0.1574 0.1551 0.1504 0.1450 0.1403 0.1371
9	[CLS] illusioner er farlige. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0004 0.0417 0.0789 0.0007 0.0005 0.0000 0.0016 0.0001 0.0005 0.0020 0.0105 0.0476 0.1030 0.1123 0.0888 0.0688 0.0611 0.0659 0.0816 0.1029 0.1211 0.1295 0.1283 0.1217 0.1141 0.1082 0.1051 0.1050 0.1074 0.1118 0.1172 0.1227 0.1275 0.1311 0.1334	0.0040 0.2381 0.4533 0.0073 0.0048 0.0000 0.0140 0.0016 0.0053 0.0161 0.0638 0.2053 0.3573 0.3905 0.3473 0.2978 0.2755 0.2900 0.3349 0.3906 0.4344 0.4550 0.4544 0.4413 0.4245 0.4104 0.4025 0.4016 0.4071 0.4170 0.4293 0.4418 0.4527 0.4609 0.4660	0.0001 0.0077 0.0449 0.0005 0.0003 0.0000 0.0003 0.0001 0.0001 0.0001 0.0003 0.0006 0.0011 0.0016 0.0020 0.0022 0.0024 0.0027 0.0031 0.0036 0.0040 0.0043 0.0044 0.0045 0.0045 0.0045 0.0044 0.0044 0.0044 0.0044 0.0045 0.0045 0.0046 0.0046 0.0047	0.0004 0.0462 0.0887 0.0008 0.0005 0.0000 0.0022 0.0002 0.0009 0.0028 0.0121 0.0505 0.1072 0.1175 0.0946 0.0749 0.0671 0.0720 0.0877 0.1091 0.1272 0.1364 0.1360 0.1296 0.1217 0.1153 0.1119 0.1120 0.1146 0.1190 0.1244 0.1299 0.1347 0.1384 0.1408
