batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0085	0.0001	77.9481	0.0002	0.0166	0.8332	129.0142	0.0409	0.0220	-0.0070	0.0243	0.0234	-0.0200	79.9851	0.0001	0.0001	0.0000	129.0000	0.3615	-0.0224	-0.4794	0.3383	-0.1972	-0.2541	0.2188	0.5099	0.2211	0.5110	0.2192	0.4978	0.2175	0.5039	0.2086	0.4650	0.2438	0.5436
850	0.0264	0.0078	77.9369	0.0003	0.0315	0.8608	120.5602	0.2009	0.1734	0.1356	0.1076	-0.0215	-0.0031	79.9755	0.0002	0.0002	0.0000	120.6048	-0.1923	-0.1959	-0.2413	-0.1306	-0.1097	-0.1213	0.2505	0.5741	0.2383	0.5573	0.2295	0.5371	0.2191	0.5031	0.1994	0.4727	0.2064	0.4745
1275	0.1378	0.0792	77.8306	0.0012	0.0993	0.8582	70.5264	0.3072	0.3130	0.2467	0.2521	-0.0230	0.1579	79.9113	0.0006	0.0006	0.0000	83.3972	-0.0781	-0.2742	-0.3087	0.0627	-0.0068	-0.0771	0.3179	0.6551	0.3433	0.6888	0.3352	0.6799	0.3020	0.6246	0.2322	0.5292	0.2854	0.6191
1700	0.2756	0.1899	77.6795	0.0017	0.1645	0.8531	38.5403	0.3923	0.3886	0.3052	0.3429	0.1142	0.2474	79.8190	0.0012	0.0012	0.0000	54.7016	-0.5493	-0.6581	-0.6114	-0.3483	0.0497	-0.1555	0.3824	0.7041	0.3948	0.7338	0.3676	0.7269	0.3392	0.6761	0.2940	0.6298	0.3787	0.7164
2125	0.4398	0.3332	77.5472	0.0017	0.1861	0.8602	23.5173	0.5345	0.5063	0.3877	0.5051	0.2455	0.3731	79.7486	0.0017	0.0017	0.0000	40.9194	-0.6601	-0.7738	-0.6824	-0.4573	0.0438	-0.2581	0.4083	0.7381	0.4477	0.7802	0.4523	0.7909	0.3915	0.7340	0.3150	0.6699	0.4507	0.7692
2550	0.5233	0.4054	77.4458	0.0017	0.1878	0.8597	17.4889	0.5826	0.5666	0.4694	0.5645	0.3850	0.4489	79.7016	0.0020	0.0020	0.0000	34.6069	-0.6824	-0.7641	-0.6834	-0.5220	0.0360	-0.2809	0.4338	0.7629	0.4712	0.8010	0.4793	0.8094	0.4158	0.7593	0.3526	0.7193	0.5067	0.8106
2975	0.5946	0.4750	77.3929	0.0015	0.1659	0.8693	14.9162	0.6808	0.6628	0.5270	0.6500	0.4746	0.5441	79.7001	0.0020	0.0020	0.0000	33.8438	-0.6523	-0.7562	-0.6833	-0.4968	0.0516	-0.3187	0.4837	0.8010	0.5258	0.8339	0.5214	0.8401	0.4641	0.8006	0.3780	0.7431	0.5404	0.8409
3400	0.6381	0.5014	77.3716	0.0014	0.1617	0.8733	14.7116	0.7075	0.6953	0.5570	0.6821	0.5047	0.5733	79.7073	0.0019	0.0019	0.0000	35.4546	-0.6125	-0.7225	-0.6796	-0.5020	0.0403	-0.3487	0.5007	0.8159	0.5571	0.8506	0.5390	0.8495	0.4665	0.8102	0.3797	0.7532	0.5696	0.8507
3825	0.6511	0.5117	77.3913	0.0015	0.1711	0.8753	17.6085	0.6965	0.6792	0.5480	0.6735	0.4548	0.5471	79.7346	0.0017	0.0018	0.0010	41.1401	-0.5933	-0.6931	-0.7040	-0.4473	0.1927	-0.2184	0.5105	0.8296	0.5607	0.8598	0.5441	0.8540	0.4739	0.8195	0.3322	0.6962	0.5633	0.8511
4250	0.6659	0.5315	77.3871	0.0015	0.1664	0.8781	16.0804	0.7011	0.6926	0.5585	0.6805	0.4954	0.5638	79.7345	0.0018	0.0018	0.0000	37.8730	-0.5607	-0.6744	-0.6608	-0.4198	0.0621	-0.3573	0.5155	0.8283	0.5555	0.8553	0.5530	0.8613	0.4827	0.8255	0.3678	0.7412	0.5872	0.8629
4675	0.6722	0.5319	77.4129	0.0016	0.1762	0.8778	17.2295	0.7022	0.6847	0.5540	0.6743	0.4836	0.5413	79.7474	0.0017	0.0017	0.0000	37.3558	-0.5295	-0.6408	-0.6214	-0.4051	0.0313	-0.3684	0.5103	0.8278	0.5567	0.8558	0.5406	0.8518	0.4776	0.8194	0.3809	0.7464	0.6024	0.8636
5100	0.6636	0.5283	77.4429	0.0017	0.1807	0.8818	21.7307	0.7004	0.6846	0.5658	0.6728	0.4231	0.5399	79.7787	0.0015	0.0015	0.0010	45.5897	-0.4938	-0.6210	-0.6393	-0.3979	0.0679	-0.2974	0.5438	0.8436	0.5776	0.8683	0.5657	0.8643	0.4968	0.8309	0.3447	0.7136	0.6162	0.8794
5525	0.6744	0.5359	77.4733	0.0018	0.1909	0.8838	25.8205	0.7020	0.6776	0.5433	0.6711	0.3935	0.5218	79.8012	0.0013	0.0013	0.0071	51.1976	-0.4702	-0.5695	-0.6152	-0.3173	0.1474	-0.2259	0.5434	0.8520	0.5729	0.8657	0.5572	0.8591	0.4928	0.8357	0.3208	0.6893	0.5891	0.8694
5950	0.6761	0.5308	77.4994	0.0020	0.2014	0.8835	27.7824	0.6924	0.6667	0.5428	0.6713	0.3832	0.5278	79.8141	0.0012	0.0012	0.0010	52.6744	-0.4538	-0.5650	-0.5909	-0.3315	0.1161	-0.2382	0.5619	0.8520	0.6021	0.8762	0.5855	0.8694	0.4953	0.8314	0.3358	0.6985	0.6103	0.8745
6375	0.6682	0.5261	77.5191	0.0021	0.2084	0.8861	30.4838	0.6887	0.6697	0.5598	0.6620	0.3359	0.5273	79.8216	0.0012	0.0012	0.0040	55.1704	-0.4332	-0.5419	-0.5442	-0.3070	0.1206	-0.2739	0.5428	0.8495	0.5888	0.8682	0.5968	0.8718	0.5043	0.8327	0.3082	0.6578	0.6005	0.8652
6800	0.6767	0.5347	77.5428	0.0021	0.2202	0.8866	33.2145	0.6878	0.6598	0.5564	0.6603	0.2627	0.5030	79.8318	0.0011	0.0011	0.0010	57.8468	-0.4378	-0.5335	-0.5383	-0.2938	0.1331	-0.2431	0.5542	0.8525	0.5880	0.8701	0.5689	0.8662	0.5090	0.8335	0.2917	0.6335	0.5785	0.8621
