batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.4525	0.2033	6.8138	0.0262	0.1644	1.0000	16.0000	0.1871	0.0596	-0.1246	0.1564	-0.0433	-0.1624	0.0995	-0.1023	-0.1582	0.1833	0.0576	-0.1382	6.8266	0.0253	0.1672	1.0000	16.0000	0.1452	0.0309	-0.1052	0.1139	-0.0365	-0.1364	0.0639	-0.0832	-0.1320	0.1383	0.0324	-0.1178	0.6460	0.5401	0.6180	0.5256	0.5645	0.4732	0.6456	0.5400
762	0.4896	0.2499	6.8089	0.0271	0.1681	1.0000	16.0000	0.2251	0.0857	-0.1765	0.2008	-0.0081	-0.2297	0.1506	-0.0631	-0.1764	0.2147	0.0423	-0.2036	6.8222	0.0257	0.1612	1.0000	16.0000	0.1713	0.0788	-0.1491	0.1526	-0.0021	-0.1819	0.1039	-0.0611	-0.1697	0.1609	0.0209	-0.1603	0.6602	0.5625	0.6622	0.5600	0.6218	0.5507	0.6606	0.5630
1143	0.5204	0.2800	6.8046	0.0282	0.1914	1.0000	16.0000	0.2416	0.0813	-0.1810	0.2228	-0.0286	-0.2506	0.1750	-0.0556	-0.1858	0.2287	0.0217	-0.2059	6.8183	0.0263	0.1782	1.0000	16.0000	0.1844	0.0856	-0.1271	0.1744	0.0240	-0.1958	0.1334	-0.0296	-0.1724	0.1692	0.0076	-0.1704	0.6608	0.5700	0.6607	0.5721	0.6605	0.5921	0.6629	0.5770
1524	0.5449	0.3128	6.8026	0.0294	0.2008	1.0000	16.0000	0.2508	0.0503	-0.2181	0.2282	-0.0373	-0.2770	0.1842	-0.0645	-0.2127	0.2406	0.0512	-0.1984	6.8164	0.0274	0.2103	1.0000	16.0000	0.1881	0.0730	-0.1622	0.1830	0.0038	-0.2106	0.1469	-0.0289	-0.1569	0.1715	0.0181	-0.1976	0.6591	0.5764	0.6574	0.5745	0.6609	0.5946	0.6661	0.5981
1905	0.5635	0.3512	6.8008	0.0300	0.2034	1.0000	16.0000	0.2647	0.0455	-0.2540	0.2421	-0.0244	-0.2994	0.1947	-0.0574	-0.2305	0.2505	0.0503	-0.2172	6.8149	0.0282	0.2047	1.0000	16.0000	0.1960	0.0372	-0.2105	0.1938	-0.0139	-0.2355	0.1565	-0.0284	-0.1780	0.1727	-0.0575	-0.2248	0.6566	0.5844	0.6534	0.5793	0.6580	0.5966	0.6914	0.6290
2286	0.5872	0.3918	6.7987	0.0312	0.2301	1.0000	16.0000	0.2700	-0.0069	-0.2971	0.2466	-0.0523	-0.3332	0.1985	-0.0690	-0.2673	0.2564	-0.0182	-0.2845	6.8131	0.0292	0.2180	1.0000	16.0000	0.1928	0.0268	-0.2535	0.1925	0.0047	-0.2650	0.1593	-0.0264	-0.1893	0.1701	-0.0893	-0.2798	0.6557	0.5931	0.6444	0.5834	0.6568	0.6036	0.6933	0.6317
2667	0.6087	0.4195	6.7957	0.0320	0.2515	1.0000	16.0000	0.2813	0.0361	-0.2961	0.2617	-0.0254	-0.3366	0.2086	-0.0568	-0.2574	0.2789	0.0373	-0.2897	6.8102	0.0299	0.2301	1.0000	16.0000	0.1987	0.0196	-0.2713	0.1972	-0.0027	-0.2844	0.1619	-0.0322	-0.2004	0.1797	-0.0757	-0.3047	0.6567	0.5961	0.6471	0.5870	0.6482	0.5961	0.7248	0.6535
3048	0.6278	0.4440	6.7937	0.0328	0.2804	1.0000	16.0000	0.2825	-0.0015	-0.3474	0.2639	-0.0634	-0.3736	0.2091	-0.0929	-0.2959	0.2796	0.0004	-0.3374	6.8085	0.0306	0.2479	1.0000	16.0000	0.1989	-0.0111	-0.3117	0.1920	-0.0349	-0.3179	0.1566	-0.0640	-0.2321	0.1875	-0.0619	-0.3255	0.6547	0.5938	0.6531	0.5928	0.6586	0.6044	0.6807	0.6106
3429	0.6406	0.4671	6.7917	0.0334	0.2852	1.0000	16.0000	0.2866	-0.0213	-0.3460	0.2703	-0.0389	-0.3725	0.2173	-0.0656	-0.2603	0.2846	-0.0256	-0.3442	6.8065	0.0310	0.2634	1.0000	16.0000	0.2050	0.0054	-0.3087	0.1962	-0.0287	-0.3156	0.1634	-0.0468	-0.1953	0.1983	-0.0275	-0.3175	0.6490	0.5877	0.6439	0.5833	0.6392	0.5783	0.6716	0.6046
3810	0.6592	0.4604	6.7854	0.0348	0.2989	1.0000	16.0000	0.3073	0.0214	-0.2511	0.2933	-0.0494	-0.3252	0.2243	-0.0984	-0.2604	0.3043	0.0071	-0.2484	6.8002	0.0322	0.2729	1.0000	16.0000	0.2248	0.0324	-0.2327	0.2151	-0.0338	-0.2986	0.1643	-0.0713	-0.2239	0.2180	-0.0188	-0.2637	0.6616	0.6008	0.6734	0.6152	0.6768	0.6161	0.6819	0.6228
