batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9144	0.0806	16.7979	0.0244	0.2359	0.9978	15.3379	0.4182	-0.2532	-0.3043	0.4182	-0.2532	-0.3043	0.4182	-0.2532	-0.3043	0.4182	-0.2532	-0.3043	16.8650	0.0266	0.1733	0.9970	16.0400	0.0501	-0.1118	-0.3364	0.0501	-0.1118	-0.3364	0.0501	-0.1118	-0.3364	0.0501	-0.1118	-0.3364	0.5879	0.9368	0.5879	0.9368	0.5879	0.9368	0.5879	0.9368
272	0.8988	0.1287	16.6229	0.0140	0.2056	0.9979	9.8305	0.4612	-0.2539	-0.3947	0.4612	-0.2539	-0.3947	0.4612	-0.2539	-0.3947	0.4612	-0.2539	-0.3947	16.7028	0.0155	0.1454	0.9973	11.7990	0.0419	-0.0754	-0.4096	0.0419	-0.0754	-0.4096	0.0419	-0.0754	-0.4096	0.0419	-0.0754	-0.4096	0.7262	0.9531	0.7262	0.9531	0.7262	0.9531	0.7262	0.9531
408	0.9027	0.1520	16.5498	0.0099	0.1752	0.9969	7.2177	0.4780	-0.2969	-0.4202	0.4780	-0.2969	-0.4202	0.4780	-0.2969	-0.4202	0.4780	-0.2969	-0.4202	16.6399	0.0122	0.1408	0.9968	9.6891	0.0494	-0.1000	-0.4614	0.0494	-0.1000	-0.4614	0.0494	-0.1000	-0.4614	0.0494	-0.1000	-0.4614	0.6370	0.9191	0.6370	0.9191	0.6370	0.9191	0.6370	0.9191
544	0.9003	0.1618	16.5328	0.0089	0.1783	0.9967	6.6619	0.4844	-0.2746	-0.4162	0.4844	-0.2746	-0.4162	0.4844	-0.2746	-0.4162	0.4844	-0.2746	-0.4162	16.6079	0.0105	0.1558	0.9961	8.7974	0.0577	-0.0417	-0.4715	0.0577	-0.0417	-0.4715	0.0577	-0.0417	-0.4715	0.0577	-0.0417	-0.4715	0.6409	0.9172	0.6409	0.9172	0.6409	0.9172	0.6409	0.9172
680	0.9267	0.1785	16.4305	0.0054	0.2336	0.9921	4.1019	0.5132	-0.2760	-0.3985	0.5132	-0.2760	-0.3985	0.5132	-0.2760	-0.3985	0.5132	-0.2760	-0.3985	16.4812	0.0069	0.1916	0.9902	5.6338	0.1203	-0.0022	-0.4715	0.1203	-0.0022	-0.4715	0.1203	-0.0022	-0.4715	0.1203	-0.0022	-0.4715	0.5540	0.9035	0.5540	0.9035	0.5540	0.9035	0.5540	0.9035
816	0.9133	0.1920	16.4741	0.0066	0.2182	0.9930	5.0076	0.5106	-0.2322	-0.3757	0.5106	-0.2322	-0.3757	0.5106	-0.2322	-0.3757	0.5106	-0.2322	-0.3757	16.5163	0.0074	0.1910	0.9904	6.2095	0.1143	0.1009	-0.4360	0.1143	0.1009	-0.4360	0.1143	0.1009	-0.4360	0.1143	0.1009	-0.4360	0.5663	0.9074	0.5663	0.9074	0.5663	0.9074	0.5663	0.9074
952	0.9068	0.1950	16.4722	0.0065	0.2251	0.9923	4.8448	0.5161	-0.2133	-0.3438	0.5161	-0.2133	-0.3438	0.5161	-0.2133	-0.3438	0.5161	-0.2133	-0.3438	16.5050	0.0069	0.1855	0.9891	5.7166	0.1330	0.0316	-0.3974	0.1330	0.0316	-0.3974	0.1330	0.0316	-0.3974	0.1330	0.0316	-0.3974	0.5010	0.8900	0.5010	0.8900	0.5010	0.8900	0.5010	0.8900
1088	0.9271	0.2092	16.3929	0.0038	0.2584	0.9863	3.1159	0.5438	-0.2256	-0.3281	0.5438	-0.2256	-0.3281	0.5438	-0.2256	-0.3281	0.5438	-0.2256	-0.3281	16.4141	0.0041	0.2273	0.9816	3.7200	0.1837	-0.0101	-0.3925	0.1837	-0.0101	-0.3925	0.1837	-0.0101	-0.3925	0.1837	-0.0101	-0.3925	0.3817	0.8571	0.3817	0.8571	0.3817	0.8571	0.3817	0.8571
1224	0.9137	0.2021	16.4200	0.0045	0.2426	0.9864	3.6228	0.5388	-0.2081	-0.3020	0.5388	-0.2081	-0.3020	0.5388	-0.2081	-0.3020	0.5388	-0.2081	-0.3020	16.4407	0.0048	0.2183	0.9820	4.1719	0.1864	-0.0417	-0.3452	0.1864	-0.0417	-0.3452	0.1864	-0.0417	-0.3452	0.1864	-0.0417	-0.3452	0.3716	0.8508	0.3716	0.8508	0.3716	0.8508	0.3716	0.8508
1360	0.9111	0.1981	16.4119	0.0041	0.2653	0.9844	3.3969	0.5458	-0.2091	-0.2760	0.5458	-0.2091	-0.2760	0.5458	-0.2091	-0.2760	0.5458	-0.2091	-0.2760	16.4304	0.0044	0.2377	0.9777	3.8592	0.2076	-0.0636	-0.3162	0.2076	-0.0636	-0.3162	0.2076	-0.0636	-0.3162	0.2076	-0.0636	-0.3162	0.3380	0.8340	0.3380	0.8340	0.3380	0.8340	0.3380	0.8340
