batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.4529	0.2062	6.8138	0.0263	0.1580	1.0000	16.0000	0.1930	0.0723	-0.1263	0.1469	-0.0406	-0.1659	0.0892	-0.1117	-0.1564	0.1815	0.0538	-0.1408	6.8264	0.0251	0.1539	1.0000	16.0000	0.1252	0.0577	-0.1162	0.0920	-0.0279	-0.1448	0.0473	-0.0484	-0.1247	0.1206	0.0577	-0.1040	0.6414	0.5337	0.6282	0.5147	0.5572	0.4505	0.6471	0.5399
762	0.4847	0.2592	6.8099	0.0267	0.1700	1.0000	16.0000	0.2309	0.0696	-0.2006	0.2005	-0.0250	-0.2483	0.1416	-0.0921	-0.2018	0.2139	0.0246	-0.2282	6.8232	0.0252	0.1657	1.0000	16.0000	0.1626	0.0553	-0.1805	0.1408	0.0051	-0.1985	0.0980	-0.0396	-0.1710	0.1478	0.0267	-0.1894	0.6666	0.5726	0.6568	0.5547	0.6090	0.5195	0.6745	0.5801
1143	0.5167	0.2937	6.8071	0.0279	0.1927	1.0000	16.0000	0.2435	0.0303	-0.2290	0.2176	-0.0507	-0.2788	0.1718	-0.0940	-0.2347	0.2249	-0.0213	-0.2397	6.8206	0.0262	0.1738	1.0000	16.0000	0.1710	0.0314	-0.2056	0.1495	-0.0293	-0.2273	0.1154	-0.0894	-0.2059	0.1683	0.0387	-0.2059	0.6473	0.5584	0.6404	0.5535	0.6303	0.5407	0.6599	0.5831
1524	0.5498	0.3152	6.8029	0.0298	0.2120	1.0000	16.0000	0.2629	0.0605	-0.2199	0.2359	-0.0298	-0.2840	0.1903	-0.0820	-0.2419	0.2504	-0.0047	-0.2458	6.8163	0.0276	0.1938	1.0000	16.0000	0.1801	0.0541	-0.1798	0.1595	-0.0255	-0.2424	0.1263	-0.0818	-0.2281	0.1803	0.0352	-0.1991	0.6311	0.5532	0.6323	0.5488	0.6470	0.5514	0.6479	0.5754
1905	0.5743	0.3530	6.8014	0.0306	0.2176	1.0000	16.0000	0.2740	0.0675	-0.2742	0.2449	-0.0269	-0.3136	0.2022	-0.0763	-0.2722	0.2551	0.0653	-0.2342	6.8151	0.0287	0.2028	1.0000	16.0000	0.1879	0.0443	-0.2235	0.1702	-0.0337	-0.2630	0.1378	-0.0812	-0.2548	0.1641	-0.0686	-0.2532	0.6349	0.5636	0.6295	0.5539	0.6556	0.5704	0.6986	0.6312
2286	0.5950	0.3895	6.7992	0.0315	0.2179	1.0000	16.0000	0.2809	0.0118	-0.3023	0.2490	-0.0446	-0.3372	0.2079	-0.0902	-0.2973	0.2634	0.0190	-0.2721	6.8132	0.0289	0.2023	1.0000	16.0000	0.1893	0.0134	-0.2668	0.1735	-0.0417	-0.2950	0.1433	-0.0699	-0.2771	0.1706	-0.0564	-0.2961	0.6327	0.5663	0.6279	0.5588	0.6582	0.5859	0.6879	0.6359
2667	0.6131	0.4155	6.7972	0.0326	0.2384	1.0000	16.0000	0.2814	-0.0264	-0.3409	0.2520	-0.0653	-0.3669	0.2071	-0.0903	-0.3229	0.2698	0.0305	-0.2923	6.8113	0.0303	0.2142	1.0000	16.0000	0.1860	-0.0134	-0.2919	0.1762	-0.0571	-0.3254	0.1422	-0.0672	-0.2957	0.1649	-0.0978	-0.3216	0.6363	0.5722	0.6328	0.5636	0.6589	0.5839	0.7019	0.6418
3048	0.6327	0.4396	6.7944	0.0333	0.2403	1.0000	16.0000	0.2959	0.0134	-0.3339	0.2674	-0.0631	-0.3721	0.2148	-0.0826	-0.3213	0.2894	0.0505	-0.3002	6.8086	0.0312	0.2271	1.0000	16.0000	0.1967	0.0058	-0.2918	0.1820	-0.0636	-0.3407	0.1458	-0.0750	-0.3025	0.1819	-0.0590	-0.2782	0.6439	0.5797	0.6426	0.5747	0.6706	0.5922	0.7207	0.6404
3429	0.6397	0.4719	6.7940	0.0334	0.2825	1.0000	16.0000	0.2805	-0.0705	-0.4020	0.2567	-0.0949	-0.4166	0.2144	-0.1028	-0.3626	0.2778	-0.0584	-0.3989	6.8085	0.0310	0.2448	1.0000	16.0000	0.1845	-0.0722	-0.3674	0.1729	-0.0964	-0.3874	0.1433	-0.0848	-0.3383	0.1758	-0.1029	-0.3643	0.6580	0.5881	0.6560	0.5859	0.6840	0.6057	0.6944	0.6142
3810	0.6606	0.4844	6.7866	0.0349	0.2924	1.0000	16.0000	0.3149	0.0524	-0.2730	0.2929	-0.0532	-0.3565	0.2276	-0.0931	-0.3107	0.3068	-0.0145	-0.2833	6.8011	0.0328	0.2654	1.0000	16.0000	0.2150	0.0031	-0.2558	0.1978	-0.0659	-0.3436	0.1497	-0.0840	-0.3026	0.2008	-0.0955	-0.3047	0.6814	0.6117	0.6867	0.6159	0.7005	0.6203	0.7373	0.6721
