batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
381	0.4975	0.2335	6.4633	0.0201	0.2769	0.9878	7.7370	0.3142	0.1528	-0.0160	0.2932	0.0772	-0.1598	0.2006	0.0203	-0.1853	0.3052	0.1703	-0.0355	0.1356	0.0070	0.0378	0.1430	-0.0317	-0.0080	6.4762	0.0205	0.2659	0.9727	7.7330	0.2417	0.1526	-0.0875	0.2127	0.0460	-0.1764	0.1478	-0.0251	-0.1949	0.2300	0.1313	-0.1039	0.0703	-0.0794	-0.0730	0.0739	-0.1079	-0.1244	0.6172	0.5190	0.6252	0.5168	0.5999	0.4961	0.6419	0.5448	0.6291	0.5195	0.6384	0.5331
762	0.6061	0.3511	6.4075	0.0167	0.2612	0.9868	6.2177	0.3432	0.0636	-0.1839	0.2829	-0.0137	-0.2570	0.1965	-0.0171	-0.2538	0.3367	-0.0425	-0.2254	0.1907	0.0614	0.0374	0.2017	-0.0026	-0.0205	6.4324	0.0168	0.2658	0.9772	6.3331	0.2617	0.0903	-0.1781	0.2033	-0.0083	-0.2591	0.1408	-0.0231	-0.2573	0.2518	0.0008	-0.2131	0.1294	-0.0447	-0.0992	0.1334	-0.0913	-0.1468	0.6445	0.5670	0.6334	0.5517	0.6311	0.5467	0.6449	0.5648	0.6588	0.5781	0.6716	0.5940
1143	0.6576	0.4362	6.3761	0.0151	0.2513	0.9886	5.8762	0.3388	0.0624	-0.2825	0.2800	0.0110	-0.2962	0.2175	-0.0144	-0.2501	0.3194	0.0534	-0.2788	0.1990	0.0200	-0.0463	0.2056	-0.0450	-0.1288	6.4074	0.0162	0.2666	0.9804	6.0761	0.2491	0.0971	-0.2591	0.2034	0.0307	-0.2815	0.1529	-0.0168	-0.2641	0.1961	-0.1073	-0.2904	0.1341	-0.0423	-0.1164	0.1386	-0.1143	-0.1782	0.6582	0.5914	0.6413	0.5706	0.6544	0.5852	0.7669	0.6778	0.6878	0.5995	0.7001	0.6153
1524	0.6838	0.4774	6.3335	0.0153	0.2435	0.9889	5.7036	0.3108	0.0259	-0.3232	0.2555	0.0138	-0.3309	0.2133	0.0047	-0.2683	0.3035	0.0389	-0.3161	0.1966	-0.0118	-0.1441	0.1915	-0.0826	-0.2079	6.3633	0.0161	0.2667	0.9815	5.9009	0.2078	0.0672	-0.2921	0.1723	0.0378	-0.2941	0.1477	0.0256	-0.2444	0.2066	-0.0119	-0.3095	0.1204	-0.0177	-0.1445	0.1177	-0.0852	-0.1964	0.6490	0.5825	0.6344	0.5638	0.6472	0.5728	0.6993	0.6308	0.6803	0.5969	0.6823	0.6015
1905	0.6900	0.4944	6.2801	0.0150	0.2253	0.9884	4.9127	0.3353	0.0846	-0.2966	0.2916	0.0360	-0.3194	0.2078	0.0189	-0.2283	0.3140	0.0699	-0.2521	0.2043	-0.0027	-0.1461	0.1942	-0.0630	-0.2086	6.3096	0.0166	0.2993	0.9782	5.1192	0.2401	0.1485	-0.3000	0.2008	0.0760	-0.3264	0.1419	0.0294	-0.2452	0.2124	-0.0302	-0.2900	0.1279	-0.0164	-0.1573	0.1217	-0.0726	-0.2054	0.6699	0.6014	0.6619	0.5915	0.6712	0.5991	0.7846	0.7240	0.6750	0.5984	0.6880	0.6131
2286	0.7064	0.5068	6.2584	0.0141	0.2571	0.9885	4.7495	0.3355	0.0592	-0.2996	0.2960	0.0110	-0.3350	0.2060	-0.0133	-0.2566	0.3194	0.0525	-0.2509	0.2064	-0.0125	-0.1715	0.1956	-0.0781	-0.2400	6.2897	0.0156	0.2764	0.9794	4.9956	0.2323	0.1186	-0.3009	0.2003	0.0269	-0.3539	0.1321	-0.0225	-0.2925	0.2206	0.0120	-0.3155	0.1300	-0.0467	-0.1756	0.1219	-0.1069	-0.2474	0.6839	0.6161	0.6750	0.6072	0.6851	0.6141	0.7476	0.6984	0.6862	0.6110	0.6935	0.6207
2667	0.7153	0.5516	6.3473	0.0108	0.2007	0.9929	5.7970	0.2801	-0.1020	-0.3808	0.2438	-0.0920	-0.3791	0.2099	-0.0902	-0.3648	0.2747	-0.0899	-0.3808	0.2166	-0.0422	-0.2275	0.2068	-0.1201	-0.2991	6.3818	0.0091	0.2277	0.9859	6.1157	0.1959	-0.1135	-0.3625	0.1663	-0.1376	-0.3771	0.1457	-0.1327	-0.3710	0.1910	-0.1353	-0.3685	0.1493	-0.0618	-0.2192	0.1386	-0.1128	-0.2798	0.6619	0.5930	0.6624	0.5915	0.6875	0.6186	0.6590	0.5873	0.7015	0.6234	0.6993	0.6261
3048	0.7197	0.5191	6.2563	0.0119	0.2322	0.9862	4.2579	0.3169	0.0163	-0.3348	0.2804	0.0154	-0.3523	0.1886	-0.0123	-0.2591	0.3054	0.0287	-0.2985	0.1959	-0.0775	-0.2455	0.1836	-0.1226	-0.2960	6.2896	0.0127	0.2720	0.9757	4.4962	0.2084	0.0108	-0.3481	0.1872	-0.0022	-0.3733	0.1168	-0.0339	-0.2986	0.1983	-0.0705	-0.3506	0.1189	-0.1025	-0.2344	0.1083	-0.1411	-0.2934	0.6851	0.6198	0.6758	0.6063	0.6872	0.6138	0.7260	0.6671	0.6933	0.6097	0.7040	0.6258
3429	0.7483	0.5674	6.3112	0.0120	0.1999	0.9908	5.0870	0.2982	-0.0451	-0.3770	0.2501	-0.0459	-0.3779	0.1982	-0.0389	-0.3275	0.2923	-0.0380	-0.3751	0.1933	-0.0829	-0.2828	0.1874	-0.1167	-0.3085	6.3456	0.0114	0.2325	0.9824	5.3091	0.1979	-0.0134	-0.3561	0.1679	-0.0382	-0.3598	0.1396	-0.0536	-0.3237	0.1867	-0.0670	-0.3611	0.1106	-0.0948	-0.2705	0.1104	-0.1184	-0.2909	0.6722	0.6009	0.6604	0.5861	0.6844	0.6134	0.6944	0.6147	0.6732	0.6032	0.6730	0.6034
3810	0.7260	0.5232	6.2436	0.0129	0.2287	0.9862	4.4914	0.3428	0.0498	-0.2911	0.3122	-0.0383	-0.3491	0.2076	-0.0751	-0.3157	0.3413	0.0445	-0.2885	0.2149	-0.0481	-0.2122	0.1974	-0.0877	-0.2890	6.2790	0.0144	0.2644	0.9754	4.7785	0.2525	0.1069	-0.2901	0.2173	-0.0760	-0.3653	0.1328	-0.1281	-0.3475	0.2411	-0.0052	-0.3037	0.1396	-0.1008	-0.2219	0.1234	-0.1414	-0.2922	0.7106	0.6403	0.7112	0.6362	0.7197	0.6438	0.7645	0.6890	0.7140	0.6391	0.7173	0.6430
