batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.4406	0.3108	77.9280	0.0000	0.0006	0.9980	26789.7091	0.2401	0.2401	0.2401	0.2401	79.9804	0.0000	0.0000	0.9990	26780.3327	-0.5662	-0.5662	-0.5662	-0.5662	0.3043	0.6226	0.3043	0.6226	0.3043	0.6226	0.3043	0.6226
850	0.6773	0.5677	77.2503	0.0000	0.0008	0.8619	833.0793	0.6733	0.6733	0.6733	0.6733	79.5348	0.0000	0.0000	0.0706	5189.1623	-0.8763	-0.8763	-0.8763	-0.8763	0.5552	0.8241	0.5552	0.8241	0.5552	0.8241	0.5552	0.8241
1275	0.7500	0.6100	77.1063	0.0000	0.0006	0.8347	117.9830	0.7981	0.7981	0.7981	0.7981	79.4293	0.0000	0.0000	0.0665	1187.2238	-0.8779	-0.8779	-0.8779	-0.8779	0.6004	0.8513	0.6004	0.8513	0.6004	0.8513	0.6004	0.8513
1700	0.7685	0.6115	77.0663	0.0000	0.0006	0.8401	69.0523	0.8215	0.8215	0.8215	0.8215	79.3998	0.0000	0.0000	0.0484	1518.6190	-0.8978	-0.8978	-0.8978	-0.8978	0.6497	0.8711	0.6497	0.8711	0.6497	0.8711	0.6497	0.8711
2125	0.7608	0.6161	77.0578	0.0000	0.0006	0.8230	53.3994	0.8172	0.8172	0.8172	0.8172	79.3583	0.0000	0.0000	0.0212	586.9929	-0.8862	-0.8862	-0.8862	-0.8862	0.6092	0.8607	0.6092	0.8607	0.6092	0.8607	0.6092	0.8607
2550	0.7591	0.6125	77.0624	0.0000	0.0006	0.8241	32.0185	0.8088	0.8088	0.8088	0.8088	79.3784	0.0000	0.0000	0.0111	393.2591	-0.8792	-0.8792	-0.8792	-0.8792	0.6212	0.8736	0.6212	0.8736	0.6212	0.8736	0.6212	0.8736
2975	0.7773	0.6370	77.0373	0.0000	0.0006	0.8256	1.8094	0.8382	0.8382	0.8382	0.8382	79.3319	0.0000	0.0000	0.0000	29.7026	-0.8871	-0.8871	-0.8871	-0.8871	0.6243	0.8747	0.6243	0.8747	0.6243	0.8747	0.6243	0.8747
3400	0.7761	0.6435	77.0340	0.0000	0.0006	0.8233	3.0747	0.8357	0.8357	0.8357	0.8357	79.3413	0.0000	0.0000	0.0030	134.7268	-0.8944	-0.8944	-0.8944	-0.8944	0.6620	0.8855	0.6620	0.8855	0.6620	0.8855	0.6620	0.8855
3825	0.7540	0.6135	77.0511	0.0000	0.0007	0.8128	5.9574	0.8161	0.8161	0.8161	0.8161	79.3518	0.0000	0.0000	0.0000	69.7349	-0.8778	-0.8778	-0.8778	-0.8778	0.5958	0.8697	0.5958	0.8697	0.5958	0.8697	0.5958	0.8697
4250	0.7679	0.6309	77.0515	0.0000	0.0006	0.8170	12.4568	0.8229	0.8229	0.8229	0.8229	79.3429	0.0000	0.0000	0.0030	138.9798	-0.8968	-0.8968	-0.8968	-0.8968	0.6015	0.8594	0.6015	0.8594	0.6015	0.8594	0.6015	0.8594
