batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.2929	0.2031	77.9591	0.0000	0.0004	0.9986	27084.5821	0.1014	0.1014	0.1014	0.1014	79.9970	0.0000	0.0000	1.0000	26999.2298	-0.5264	-0.5264	-0.5264	-0.5264	0.2608	0.5643	0.2608	0.5643	0.2608	0.5643	0.2608	0.5643
850	0.6457	0.5114	77.2714	0.0000	0.0009	0.8628	581.7014	0.6087	0.6087	0.6087	0.6087	79.5259	0.0000	0.0000	0.0736	1843.1794	-0.8637	-0.8637	-0.8637	-0.8637	0.4815	0.7954	0.4815	0.7954	0.4815	0.7954	0.4815	0.7954
1275	0.7401	0.5910	77.1058	0.0000	0.0007	0.8366	73.2483	0.7724	0.7724	0.7724	0.7724	79.3867	0.0000	0.0000	0.0121	509.9667	-0.8840	-0.8840	-0.8840	-0.8840	0.5286	0.8250	0.5286	0.8250	0.5286	0.8250	0.5286	0.8250
1700	0.7409	0.5894	77.0810	0.0000	0.0006	0.8236	25.4653	0.8072	0.8072	0.8072	0.8072	79.3768	0.0000	0.0000	0.0020	209.8246	-0.8762	-0.8762	-0.8762	-0.8762	0.5967	0.8547	0.5967	0.8547	0.5967	0.8547	0.5967	0.8547
2125	0.7452	0.5925	77.0628	0.0000	0.0007	0.8165	7.1724	0.7986	0.7986	0.7986	0.7986	79.3519	0.0000	0.0000	0.0010	35.2571	-0.8910	-0.8910	-0.8910	-0.8910	0.5991	0.8487	0.5991	0.8487	0.5991	0.8487	0.5991	0.8487
2550	0.7511	0.5980	77.0509	0.0000	0.0007	0.8159	7.7565	0.8113	0.8113	0.8113	0.8113	79.3500	0.0000	0.0000	0.0010	68.7278	-0.8841	-0.8841	-0.8841	-0.8841	0.6064	0.8662	0.6064	0.8662	0.6064	0.8662	0.6064	0.8662
2975	0.7523	0.6030	77.0454	0.0000	0.0006	0.8151	2.2392	0.8254	0.8254	0.8254	0.8254	79.3238	0.0000	0.0000	0.0000	12.2208	-0.8898	-0.8898	-0.8898	-0.8898	0.6048	0.8544	0.6048	0.8544	0.6048	0.8544	0.6048	0.8544
3400	0.7634	0.6009	77.0328	0.0000	0.0006	0.8125	1.6565	0.8398	0.8398	0.8398	0.8398	79.2971	0.0000	0.0000	0.0000	4.5917	-0.8928	-0.8928	-0.8928	-0.8928	0.5929	0.8608	0.5929	0.8608	0.5929	0.8608	0.5929	0.8608
3825	0.7614	0.6026	77.0325	0.0000	0.0006	0.8071	1.7668	0.8252	0.8252	0.8252	0.8252	79.3072	0.0000	0.0000	0.0000	4.6028	-0.8950	-0.8950	-0.8950	-0.8950	0.6156	0.8718	0.6156	0.8718	0.6156	0.8718	0.6156	0.8718
4250	0.7562	0.6037	77.0360	0.0000	0.0007	0.8026	3.3827	0.8268	0.8268	0.8268	0.8268	79.2939	0.0000	0.0000	0.0000	17.2843	-0.8886	-0.8886	-0.8886	-0.8886	0.5770	0.8587	0.5770	0.8587	0.5770	0.8587	0.5770	0.8587
4675	0.7659	0.6147	77.0325	0.0000	0.0006	0.8097	1.6244	0.8393	0.8393	0.8393	0.8393	79.2991	0.0000	0.0000	0.0000	6.5333	-0.8894	-0.8894	-0.8894	-0.8894	0.5801	0.8619	0.5801	0.8619	0.5801	0.8619	0.5801	0.8619
5100	0.7707	0.6060	77.0266	0.0000	0.0006	0.8094	1.5531	0.8398	0.8398	0.8398	0.8398	79.2831	0.0000	0.0000	0.0000	19.0444	-0.8962	-0.8962	-0.8962	-0.8962	0.6019	0.8696	0.6019	0.8696	0.6019	0.8696	0.6019	0.8696
5525	0.7702	0.6195	77.0234	0.0000	0.0006	0.8116	1.5173	0.8397	0.8397	0.8397	0.8397	79.2781	0.0000	0.0000	0.0000	3.9768	-0.8922	-0.8922	-0.8922	-0.8922	0.5966	0.8683	0.5966	0.8683	0.5966	0.8683	0.5966	0.8683
