batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.7472	0.6223	77.3708	0.0018	0.1855	0.9418	47.2966	0.7681	0.6957	0.5757	0.7325	0.4645	0.5191	79.7542	0.0016	0.0016	0.5786	88.0726	-0.5750	-0.6300	-0.6096	-0.4542	0.2438	-0.2830	0.6897	0.8764	0.7273	0.8921	0.7509	0.8993	0.6512	0.8680	0.2393	0.5824	0.5130	0.8379
850	0.7349	0.6006	77.3454	0.0016	0.1590	0.8926	32.7991	0.7628	0.7201	0.5978	0.7474	0.4518	0.5349	79.7471	0.0016	0.0017	0.1310	68.1421	-0.6550	-0.7904	-0.7653	-0.5410	0.1745	-0.3793	0.6539	0.8710	0.6650	0.8802	0.6311	0.8737	0.6021	0.8599	0.2548	0.6238	0.5494	0.8469
1275	0.7560	0.6183	77.2803	0.0013	0.1520	0.8872	25.6622	0.7454	0.7104	0.5818	0.7235	0.5232	0.5504	79.7084	0.0019	0.0019	0.2288	65.7571	-0.7023	-0.7930	-0.7569	-0.5747	0.2228	-0.2895	0.6642	0.8829	0.7127	0.9013	0.7224	0.9097	0.6149	0.8711	0.2742	0.6606	0.5020	0.8378
1700	0.7651	0.6121	77.2907	0.0014	0.1542	0.9028	34.6798	0.7521	0.7319	0.6534	0.7340	0.5365	0.6050	79.7286	0.0018	0.0018	0.5595	75.7258	-0.7186	-0.7950	-0.7712	-0.6022	0.2568	-0.3678	0.6798	0.8849	0.7126	0.9004	0.7311	0.9067	0.6325	0.8755	0.2823	0.6731	0.5733	0.8581
2125	0.7634	0.6039	77.3320	0.0017	0.1795	0.9210	46.9696	0.7455	0.7185	0.6385	0.7258	0.5305	0.6041	79.7558	0.0016	0.0016	0.5696	84.0927	-0.6739	-0.7816	-0.7673	-0.5515	0.2239	-0.4153	0.6581	0.8879	0.7036	0.9069	0.7036	0.9120	0.6345	0.8800	0.2642	0.6471	0.5563	0.8608
2550	0.7724	0.6280	77.4178	0.0021	0.2125	0.9696	69.8682	0.7560	0.7165	0.6463	0.7367	0.4599	0.5877	79.8101	0.0013	0.0013	0.9204	96.2188	-0.6217	-0.7361	-0.7380	-0.5132	0.2810	-0.3595	0.6727	0.8968	0.6960	0.9104	0.6957	0.9110	0.6126	0.8816	0.2384	0.5911	0.5302	0.8529
2975	0.7756	0.6126	77.5508	0.0028	0.2817	0.9986	96.4702	0.7461	0.6947	0.6233	0.7131	0.3101	0.5291	79.8660	0.0009	0.0009	0.9990	109.7994	-0.6285	-0.7303	-0.7076	-0.5044	0.3288	-0.3740	0.7129	0.9106	0.7345	0.9210	0.7199	0.9203	0.6531	0.8943	0.1991	0.4947	0.5723	0.8594
3400	0.7659	0.6322	77.8108	0.0042	0.4023	0.9994	122.5597	0.7103	0.6100	0.5406	0.6691	-0.0526	0.4147	79.9435	0.0004	0.0004	1.0000	126.0091	-0.5385	-0.6601	-0.6281	-0.3683	0.2702	-0.2562	0.6974	0.8991	0.7052	0.9026	0.6737	0.8897	0.6063	0.8782	0.1524	0.3143	0.4405	0.7830
3825	0.7366	0.6074	77.9275	0.0047	0.4187	1.0000	134.8770	0.6722	0.5022	0.4173	0.5917	-0.0292	0.2661	79.9797	0.0001	0.0001	1.0000	135.7702	-0.3176	-0.3810	-0.4399	-0.1462	0.0667	-0.0407	0.6144	0.8789	0.5746	0.8519	0.5368	0.8279	0.5064	0.8406	0.1973	0.4853	0.3790	0.7236
4250	0.5062	0.4394	77.9511	0.0034	0.2927	1.0000	141.0295	0.5161	0.3554	0.3572	0.4387	-0.0271	0.0629	79.9898	0.0001	0.0001	1.0000	141.4123	-0.3192	-0.3127	-0.3876	-0.1832	0.0336	-0.0164	0.4133	0.7459	0.4056	0.7260	0.3527	0.6951	0.3379	0.6954	0.1979	0.4445	0.2239	0.5033
