batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9032	0.0703	16.7973	0.0237	0.1956	0.9967	15.1694	0.4900	-0.2111	-0.3080	0.4900	-0.2111	-0.3080	0.4900	-0.2111	-0.3080	0.4900	-0.2111	-0.3080	16.8541	0.0259	0.1736	0.9950	15.7519	0.1580	-0.0377	-0.3294	0.1580	-0.0377	-0.3294	0.1580	-0.0377	-0.3294	0.1580	-0.0377	-0.3294	0.4422	0.8891	0.4422	0.8891	0.4422	0.8891	0.4422	0.8891
272	0.9000	0.1134	16.6215	0.0138	0.1767	0.9977	9.4647	0.5112	-0.2291	-0.3793	0.5112	-0.2291	-0.3793	0.5112	-0.2291	-0.3793	0.5112	-0.2291	-0.3793	16.6928	0.0157	0.1453	0.9961	11.1833	0.1331	-0.1921	-0.4338	0.1331	-0.1921	-0.4338	0.1331	-0.1921	-0.4338	0.1331	-0.1921	-0.4338	0.6405	0.9314	0.6405	0.9314	0.6405	0.9314	0.6405	0.9314
408	0.8985	0.1477	16.5622	0.0101	0.1661	0.9971	7.2700	0.5123	-0.2763	-0.4011	0.5123	-0.2763	-0.4011	0.5123	-0.2763	-0.4011	0.5123	-0.2763	-0.4011	16.6486	0.0124	0.1335	0.9961	9.4976	0.1205	-0.2031	-0.4781	0.1205	-0.2031	-0.4781	0.1205	-0.2031	-0.4781	0.1205	-0.2031	-0.4781	0.6006	0.9045	0.6006	0.9045	0.6006	0.9045	0.6006	0.9045
544	0.8983	0.1665	16.5391	0.0089	0.1695	0.9966	6.6340	0.5147	-0.2650	-0.4055	0.5147	-0.2650	-0.4055	0.5147	-0.2650	-0.4055	0.5147	-0.2650	-0.4055	16.6104	0.0108	0.1423	0.9957	8.5943	0.1230	-0.0908	-0.4811	0.1230	-0.0908	-0.4811	0.1230	-0.0908	-0.4811	0.1230	-0.0908	-0.4811	0.5968	0.9020	0.5968	0.9020	0.5968	0.9020	0.5968	0.9020
680	0.9283	0.1862	16.4377	0.0057	0.2301	0.9926	4.2350	0.5385	-0.2644	-0.3820	0.5385	-0.2644	-0.3820	0.5385	-0.2644	-0.3820	0.5385	-0.2644	-0.3820	16.4847	0.0072	0.1860	0.9902	5.6334	0.1700	-0.1285	-0.4640	0.1700	-0.1285	-0.4640	0.1700	-0.1285	-0.4640	0.1700	-0.1285	-0.4640	0.5135	0.8859	0.5135	0.8859	0.5135	0.8859	0.5135	0.8859
816	0.9164	0.1913	16.4771	0.0070	0.2090	0.9939	5.0044	0.5345	-0.2247	-0.3578	0.5345	-0.2247	-0.3578	0.5345	-0.2247	-0.3578	0.5345	-0.2247	-0.3578	16.5156	0.0076	0.1915	0.9914	6.0760	0.1651	-0.0018	-0.4206	0.1651	-0.0018	-0.4206	0.1651	-0.0018	-0.4206	0.1651	-0.0018	-0.4206	0.5002	0.8847	0.5002	0.8847	0.5002	0.8847	0.5002	0.8847
952	0.9115	0.1931	16.4683	0.0065	0.2220	0.9924	4.7173	0.5394	-0.2127	-0.3241	0.5394	-0.2127	-0.3241	0.5394	-0.2127	-0.3241	0.5394	-0.2127	-0.3241	16.4970	0.0069	0.2002	0.9879	5.4692	0.1818	0.0057	-0.3807	0.1818	0.0057	-0.3807	0.1818	0.0057	-0.3807	0.1818	0.0057	-0.3807	0.4208	0.8663	0.4208	0.8663	0.4208	0.8663	0.4208	0.8663
1088	0.9275	0.2086	16.3930	0.0039	0.2529	0.9857	3.1227	0.5625	-0.2115	-0.3082	0.5625	-0.2115	-0.3082	0.5625	-0.2115	-0.3082	0.5625	-0.2115	-0.3082	16.4114	0.0041	0.2467	0.9798	3.6420	0.2223	-0.0439	-0.3553	0.2223	-0.0439	-0.3553	0.2223	-0.0439	-0.3553	0.2223	-0.0439	-0.3553	0.3359	0.8331	0.3359	0.8331	0.3359	0.8331	0.3359	0.8331
1224	0.9131	0.2012	16.4242	0.0047	0.2537	0.9866	3.7065	0.5552	-0.1984	-0.2720	0.5552	-0.1984	-0.2720	0.5552	-0.1984	-0.2720	0.5552	-0.1984	-0.2720	16.4434	0.0051	0.2430	0.9798	4.1626	0.2223	-0.0447	-0.3075	0.2223	-0.0447	-0.3075	0.2223	-0.0447	-0.3075	0.2223	-0.0447	-0.3075	0.3354	0.8319	0.3354	0.8319	0.3354	0.8319	0.3354	0.8319
1360	0.9119	0.1985	16.4134	0.0043	0.2694	0.9848	3.4244	0.5617	-0.2003	-0.2450	0.5617	-0.2003	-0.2450	0.5617	-0.2003	-0.2450	0.5617	-0.2003	-0.2450	16.4297	0.0046	0.2542	0.9763	3.7960	0.2383	-0.0886	-0.2618	0.2383	-0.0886	-0.2618	0.2383	-0.0886	-0.2618	0.2383	-0.0886	-0.2618	0.3056	0.8130	0.3056	0.8130	0.3056	0.8130	0.3056	0.8130
1496	0.9187	0.2016	16.3813	0.0030	0.2840	0.9796	2.7462	0.5775	-0.2015	-0.2378	0.5775	-0.2015	-0.2378	0.5775	-0.2015	-0.2378	0.5775	-0.2015	-0.2378	16.3945	0.0032	0.2808	0.9718	3.0739	0.2656	-0.1145	-0.2500	0.2656	-0.1145	-0.2500	0.2656	-0.1145	-0.2500	0.2656	-0.1145	-0.2500	0.2988	0.8070	0.2988	0.8070	0.2988	0.8070	0.2988	0.8070
1632	0.9107	0.1991	16.3950	0.0034	0.2945	0.9794	2.9569	0.5736	-0.1981	-0.2146	0.5736	-0.1981	-0.2146	0.5736	-0.1981	-0.2146	0.5736	-0.1981	-0.2146	16.4093	0.0037	0.2707	0.9709	3.2718	0.2705	-0.1101	-0.2039	0.2705	-0.1101	-0.2039	0.2705	-0.1101	-0.2039	0.2705	-0.1101	-0.2039	0.2879	0.7966	0.2879	0.7966	0.2879	0.7966	0.2879	0.7966
1768	0.9135	0.2018	16.3781	0.0027	0.3020	0.9763	2.5918	0.5838	-0.2017	-0.2040	0.5838	-0.2017	-0.2040	0.5838	-0.2017	-0.2040	0.5838	-0.2017	-0.2040	16.3908	0.0030	0.2786	0.9679	2.8747	0.2893	-0.1000	-0.1882	0.2893	-0.1000	-0.1882	0.2893	-0.1000	-0.1882	0.2893	-0.1000	-0.1882	0.2821	0.7907	0.2821	0.7907	0.2821	0.7907	0.2821	0.7907
1904	0.9141	0.2026	16.3715	0.0025	0.3139	0.9743	2.4339	0.5890	-0.2002	-0.1965	0.5890	-0.2002	-0.1965	0.5890	-0.2002	-0.1965	0.5890	-0.2002	-0.1965	16.3835	0.0027	0.2923	0.9652	2.6987	0.2996	-0.0947	-0.1732	0.2996	-0.0947	-0.1732	0.2996	-0.0947	-0.1732	0.2996	-0.0947	-0.1732	0.2813	0.7896	0.2813	0.7896	0.2813	0.7896	0.2813	0.7896
2040	0.9094	0.1880	16.3748	0.0025	0.3058	0.9739	2.4637	0.5885	-0.1983	-0.1813	0.5885	-0.1983	-0.1813	0.5885	-0.1983	-0.1813	0.5885	-0.1983	-0.1813	16.3877	0.0028	0.2926	0.9645	2.7341	0.3055	-0.0961	-0.1522	0.3055	-0.0961	-0.1522	0.3055	-0.0961	-0.1522	0.3055	-0.0961	-0.1522	0.2771	0.7849	0.2771	0.7849	0.2771	0.7849	0.2771	0.7849
2176	0.9126	0.1902	16.3665	0.0022	0.3092	0.9716	2.3111	0.5950	-0.1977	-0.1784	0.5950	-0.1977	-0.1784	0.5950	-0.1977	-0.1784	0.5950	-0.1977	-0.1784	16.3795	0.0024	0.2959	0.9629	2.5779	0.3153	-0.0934	-0.1496	0.3153	-0.0934	-0.1496	0.3153	-0.0934	-0.1496	0.3153	-0.0934	-0.1496	0.2829	0.7906	0.2829	0.7906	0.2829	0.7906	0.2829	0.7906
2312	0.9096	0.1870	16.3664	0.0021	0.3029	0.9712	2.2891	0.5957	-0.1980	-0.1709	0.5957	-0.1980	-0.1709	0.5957	-0.1980	-0.1709	0.5957	-0.1980	-0.1709	16.3789	0.0024	0.2947	0.9622	2.5445	0.3192	-0.0908	-0.1399	0.3192	-0.0908	-0.1399	0.3192	-0.0908	-0.1399	0.3192	-0.0908	-0.1399	0.2787	0.7860	0.2787	0.7860	0.2787	0.7860	0.2787	0.7860
2448	0.9107	0.1876	16.3640	0.0021	0.3005	0.9697	2.2349	0.5981	-0.1963	-0.1661	0.5981	-0.1963	-0.1661	0.5981	-0.1963	-0.1661	0.5981	-0.1963	-0.1661	16.3765	0.0023	0.3050	0.9620	2.4944	0.3241	-0.0943	-0.1351	0.3241	-0.0943	-0.1351	0.3241	-0.0943	-0.1351	0.3241	-0.0943	-0.1351	0.2783	0.7854	0.2783	0.7854	0.2783	0.7854	0.2783	0.7854
2584	0.9104	0.1873	16.3621	0.0020	0.3018	0.9694	2.1945	0.5998	-0.1964	-0.1659	0.5998	-0.1964	-0.1659	0.5998	-0.1964	-0.1659	0.5998	-0.1964	-0.1659	16.3743	0.0022	0.3014	0.9618	2.4435	0.3274	-0.0842	-0.1307	0.3274	-0.0842	-0.1307	0.3274	-0.0842	-0.1307	0.3274	-0.0842	-0.1307	0.2780	0.7851	0.2780	0.7851	0.2780	0.7851	0.2780	0.7851
