batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0088	0.0005	77.9480	0.0002	0.0166	0.8301	129.0134	-0.0059	-0.0236	-0.0287	-0.0214	-0.0598	-0.0197	79.9849	0.0001	0.0001	0.0000	129.0000	-0.3090	-0.5620	-0.5208	-0.1993	-0.0330	-0.0539	0.2068	0.4786	0.2006	0.4644	0.1936	0.4560	0.2122	0.5020	0.2757	0.5909	0.2710	0.5674
850	0.0034	0.0002	77.9524	0.0001	0.0093	0.8298	129.3676	0.0245	0.0521	0.0497	-0.0287	0.0108	0.0390	79.9894	0.0001	0.0001	0.0000	129.2732	0.2486	-0.8796	-0.8167	0.4850	-0.3964	-0.3202	0.2363	0.5430	0.1936	0.4615	0.1892	0.4504	0.2211	0.5145	0.2311	0.5233	0.2374	0.5215
1275	0.0156	0.0008	77.9397	0.0003	0.0198	0.8253	105.0003	0.3268	0.2977	0.2593	0.0456	0.0038	0.0565	79.9786	0.0001	0.0001	0.0000	103.8599	-0.4390	-0.6336	-0.7548	-0.3147	-0.4718	-0.5142	0.2395	0.5736	0.2251	0.5444	0.2172	0.5223	0.1736	0.4050	0.1909	0.4351	0.1865	0.4242
1700	0.0259	0.0058	77.9092	0.0005	0.0335	0.8594	84.6918	0.2191	0.2761	0.2566	0.1662	0.0882	0.1366	79.9529	0.0003	0.0003	0.0000	89.2097	-0.1825	-0.2005	-0.1099	-0.0546	-0.0079	-0.0752	0.2918	0.6229	0.3199	0.6697	0.2949	0.6401	0.2423	0.5580	0.2711	0.5645	0.2830	0.5788
2125	0.0838	0.0436	77.8466	0.0010	0.0899	0.8466	52.9719	0.2453	0.2892	0.2695	0.1305	0.1226	0.1770	79.9081	0.0006	0.0006	0.0000	63.7833	-0.2678	-0.4140	-0.5284	-0.0988	-0.1071	-0.1628	0.3478	0.6675	0.3434	0.6913	0.3303	0.6941	0.2913	0.6196	0.2858	0.6181	0.3303	0.6658
2550	0.2165	0.1331	77.7543	0.0017	0.1433	0.8585	36.7440	0.3155	0.3388	0.2475	0.2399	0.1167	0.2143	79.8491	0.0010	0.0010	0.0000	51.4405	-0.4409	-0.6411	-0.5821	-0.2382	-0.0546	-0.2428	0.3661	0.6924	0.4270	0.7630	0.4107	0.7636	0.3092	0.6431	0.3184	0.6638	0.4114	0.7483
2975	0.2849	0.1979	77.7032	0.0019	0.1530	0.8659	32.1378	0.4047	0.4306	0.3738	0.3344	0.1141	0.2648	79.8208	0.0012	0.0012	0.0000	47.7067	-0.5165	-0.6801	-0.5978	-0.3130	-0.0383	-0.2034	0.3603	0.6888	0.4339	0.7609	0.4327	0.7724	0.2944	0.6336	0.2706	0.6012	0.3356	0.6863
3400	0.3787	0.2648	77.6733	0.0020	0.1752	0.8631	26.0006	0.5100	0.4756	0.3612	0.4440	0.1189	0.2969	79.8205	0.0012	0.0012	0.0010	41.8347	-0.4972	-0.6361	-0.5735	-0.2642	-0.1083	-0.3394	0.3911	0.7197	0.4885	0.7942	0.4869	0.7983	0.3426	0.6921	0.3164	0.6729	0.4644	0.7867
3825	0.4207	0.3047	77.6492	0.0019	0.1705	0.8642	25.0520	0.5669	0.5352	0.4166	0.5143	0.1596	0.3469	79.8194	0.0012	0.0012	0.0020	41.4395	-0.5091	-0.6304	-0.6016	-0.2885	-0.0382	-0.2883	0.4256	0.7516	0.4920	0.8009	0.5142	0.8180	0.3736	0.7256	0.2952	0.6452	0.4655	0.7780
4250	0.4358	0.3351	77.6518	0.0019	0.1692	0.8619	23.9253	0.5640	0.5498	0.4520	0.5035	0.1305	0.3383	79.8141	0.0012	0.0012	0.0000	38.6603	-0.5233	-0.6290	-0.5772	-0.3416	-0.0095	-0.2778	0.4240	0.7403	0.4753	0.7854	0.4782	0.8012	0.3547	0.7104	0.2883	0.6403	0.4605	0.7887
4675	0.4818	0.3574	77.6543	0.0020	0.1705	0.8722	26.6466	0.6009	0.5791	0.4591	0.5307	0.1049	0.3642	79.8335	0.0011	0.0011	0.0000	43.3800	-0.4826	-0.6087	-0.5557	-0.3055	-0.0332	-0.3536	0.4528	0.7705	0.5159	0.8173	0.5138	0.8253	0.3715	0.7383	0.2605	0.6067	0.4602	0.7862
5100	0.4886	0.3780	77.6631	0.0021	0.1864	0.8724	28.3108	0.6060	0.5674	0.4828	0.5448	0.1031	0.3765	79.8382	0.0011	0.0011	0.0010	44.5151	-0.4647	-0.5853	-0.5606	-0.2758	-0.0659	-0.3636	0.4582	0.7760	0.5109	0.8174	0.5217	0.8224	0.3948	0.7412	0.2847	0.6370	0.4873	0.8019
5525	0.4889	0.3731	77.6858	0.0021	0.1832	0.8722	30.7486	0.6052	0.5752	0.4796	0.5487	0.0638	0.3553	79.8527	0.0010	0.0010	0.0010	47.6683	-0.4357	-0.5601	-0.5492	-0.2559	-0.1100	-0.3730	0.4791	0.7822	0.5132	0.8223	0.5212	0.8278	0.4013	0.7533	0.2697	0.6105	0.4858	0.7974
