batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9104	0.0708	16.8042	0.0245	0.2119	0.9964	15.6184	0.5082	-0.1604	-0.2002	0.5082	-0.1604	-0.2002	0.5082	-0.1604	-0.2002	0.5082	-0.1604	-0.2002	16.8296	0.0258	0.1809	0.9955	15.8704	0.1531	-0.3680	-0.4211	0.1531	-0.3680	-0.4211	0.1531	-0.3680	-0.4211	0.1531	-0.3680	-0.4211	0.3259	0.8220	0.3259	0.8220	0.3259	0.8220	0.3259	0.8220
272	0.8916	0.1035	16.6239	0.0136	0.1916	0.9975	9.7765	0.5039	-0.2346	-0.3485	0.5039	-0.2346	-0.3485	0.5039	-0.2346	-0.3485	0.5039	-0.2346	-0.3485	16.6832	0.0152	0.1358	0.9966	11.4171	0.1155	-0.4855	-0.5105	0.1155	-0.4855	-0.5105	0.1155	-0.4855	-0.5105	0.1155	-0.4855	-0.5105	0.5937	0.9206	0.5937	0.9206	0.5937	0.9206	0.5937	0.9206
408	0.8695	0.1478	16.6139	0.0112	0.1534	0.9975	8.1952	0.4908	-0.2665	-0.3877	0.4908	-0.2665	-0.3877	0.4908	-0.2665	-0.3877	0.4908	-0.2665	-0.3877	16.7038	0.0131	0.1182	0.9964	10.5986	0.0809	-0.5285	-0.5390	0.0809	-0.5285	-0.5390	0.0809	-0.5285	-0.5390	0.0809	-0.5285	-0.5390	0.6769	0.9265	0.6769	0.9265	0.6769	0.9265	0.6769	0.9265
544	0.9226	0.1765	16.4875	0.0075	0.1796	0.9959	5.3116	0.5176	-0.2944	-0.3934	0.5176	-0.2944	-0.3934	0.5176	-0.2944	-0.3934	0.5176	-0.2944	-0.3934	16.5612	0.0098	0.1349	0.9957	7.4956	0.1284	-0.4149	-0.5456	0.1284	-0.4149	-0.5456	0.1284	-0.4149	-0.5456	0.1284	-0.4149	-0.5456	0.6085	0.9087	0.6085	0.9087	0.6085	0.9087	0.6085	0.9087
680	0.9197	0.1825	16.4949	0.0077	0.1814	0.9963	5.3898	0.5218	-0.2607	-0.3771	0.5218	-0.2607	-0.3771	0.5218	-0.2607	-0.3771	0.5218	-0.2607	-0.3771	16.5512	0.0092	0.1369	0.9952	7.0796	0.1363	-0.3215	-0.5259	0.1363	-0.3215	-0.5259	0.1363	-0.3215	-0.5259	0.1363	-0.3215	-0.5259	0.5885	0.9088	0.5885	0.9088	0.5885	0.9088	0.5885	0.9088
816	0.9193	0.1977	16.4816	0.0071	0.1949	0.9959	4.9626	0.5266	-0.2328	-0.3540	0.5266	-0.2328	-0.3540	0.5266	-0.2328	-0.3540	0.5266	-0.2328	-0.3540	16.5267	0.0080	0.1546	0.9943	6.2322	0.1449	-0.2452	-0.5132	0.1449	-0.2452	-0.5132	0.1449	-0.2452	-0.5132	0.1449	-0.2452	-0.5132	0.5781	0.9103	0.5781	0.9103	0.5781	0.9103	0.5781	0.9103
952	0.9168	0.2113	16.4867	0.0072	0.1856	0.9955	4.9886	0.5287	-0.2220	-0.3344	0.5287	-0.2220	-0.3344	0.5287	-0.2220	-0.3344	0.5287	-0.2220	-0.3344	16.5222	0.0078	0.1553	0.9925	5.9013	0.1531	-0.2000	-0.4746	0.1531	-0.2000	-0.4746	0.1531	-0.2000	-0.4746	0.1531	-0.2000	-0.4746	0.5367	0.9019	0.5367	0.9019	0.5367	0.9019	0.5367	0.9019
1088	0.9231	0.2203	16.4570	0.0063	0.2061	0.9944	4.3263	0.5388	-0.2226	-0.3230	0.5388	-0.2226	-0.3230	0.5388	-0.2226	-0.3230	0.5388	-0.2226	-0.3230	16.4837	0.0065	0.1580	0.9898	5.0610	0.1761	-0.1930	-0.4711	0.1761	-0.1930	-0.4711	0.1761	-0.1930	-0.4711	0.1761	-0.1930	-0.4711	0.4527	0.8800	0.4527	0.8800	0.4527	0.8800	0.4527	0.8800
1224	0.9246	0.2175	16.4436	0.0057	0.2142	0.9937	4.0574	0.5467	-0.2211	-0.3042	0.5467	-0.2211	-0.3042	0.5467	-0.2211	-0.3042	0.5467	-0.2211	-0.3042	16.4662	0.0060	0.1705	0.9889	4.6971	0.1957	-0.1610	-0.4491	0.1957	-0.1610	-0.4491	0.1957	-0.1610	-0.4491	0.1957	-0.1610	-0.4491	0.4058	0.8646	0.4058	0.8646	0.4058	0.8646	0.4058	0.8646
1360	0.9275	0.2366	16.4197	0.0047	0.2083	0.9924	3.6041	0.5574	-0.2201	-0.2865	0.5574	-0.2201	-0.2865	0.5574	-0.2201	-0.2865	0.5574	-0.2201	-0.2865	16.4370	0.0050	0.2037	0.9854	4.1178	0.2170	-0.1386	-0.4320	0.2170	-0.1386	-0.4320	0.2170	-0.1386	-0.4320	0.2170	-0.1386	-0.4320	0.3511	0.8380	0.3511	0.8380	0.3511	0.8380	0.3511	0.8380
