	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
0	[CLS] to kendte russiske historikere andronik mirganjan og igor klamkin tror ikke, at rusland kan udvikles uden en'jernnæve '. [SEP] [PAD] [PAD]	-100 18 18 1 18 9 -100 -100 16 -100 -100 -100 18 9 -100 16 -100 18 18 18 18 0 -100 18 18 18 18 18 18 -100 18 18 -100 -100 -100	18 18 18 18 18 18 18 18 18 9 16 16 18 18 18 18 18 18 18 18 18 9 16 18 18 18 18 18 18 18 18 18 18 18 18	0.0017 0.0232 0.1059 0.5033 0.1136 0.0323 0.0001 0.0035 0.0900 0.1127 0.3538 0.4277 0.0007 0.0013 0.0028 0.0007 0.0001 0.0001 0.0000 0.0000 0.0030 0.5504 0.5101 0.0191 0.0041 0.0006 0.0001 0.0000 0.0023 0.0445 0.0001 0.0001 0.0198 0.0030 0.0004	0.0146 0.1299 0.3988 1.4221 0.4675 0.1875 0.0013 0.0252 0.3730 0.3752 0.9143 0.8338 0.0065 0.0114 0.0222 0.0066 0.0014 0.0010 0.0005 0.0001 0.0222 1.2403 1.6217 0.1211 0.0313 0.0062 0.0007 0.0000 0.0171 0.2067 0.0012 0.0012 0.1185 0.0256 0.0038	0.0004 0.0017 0.0083 0.0829 0.0176 0.0071 0.0000 0.0002 0.0029 0.0023 0.0083 0.0083 0.0002 0.0002 0.0003 0.0002 0.0001 0.0000 0.0000 0.0000 0.0002 0.0408 0.1123 0.0032 0.0007 0.0001 0.0000 0.0000 0.0001 0.0016 0.0000 0.0000 0.0024 0.0010 0.0002	0.0017 0.0253 0.1121 0.6515 0.2105 0.0481 0.0001 0.0036 0.0898 0.1144 0.3547 0.4260 0.0007 0.0014 0.0029 0.0007 0.0001 0.0001 0.0000 0.0000 0.0031 0.5603 0.5831 0.0225 0.0047 0.0009 0.0001 0.0000 0.0045 0.0830 0.0002 0.0002 0.0242 0.0033 0.0004
1	[CLS] de hævder, at ruslands vej til demokrati gar gennem diktatur. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 0 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0087 0.0018 0.0369 0.0000 0.0010 0.1723 0.0216 0.0391 0.0001 0.0037 0.0001 0.0001 0.0019 0.0000 0.0036 0.0030 0.0017 0.0009 0.0004 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0003 0.0005 0.0006 0.0007 0.0008 0.0008 0.0007 0.0006 0.0005	0.0633 0.0173 0.2138 0.0001 0.0093 0.7344 0.1426 0.2321 0.0015 0.0266 0.0013 0.0009 0.0176 0.0002 0.0293 0.0252 0.0157 0.0085 0.0040 0.0018 0.0009 0.0007 0.0007 0.0009 0.0014 0.0021 0.0033 0.0047 0.0062 0.0074 0.0080 0.0077 0.0070 0.0060 0.0051	0.0014 0.0007 0.0073 0.0000 0.0003 0.0289 0.0062 0.0100 0.0000 0.0002 0.0000 0.0000 0.0008 0.0000 0.0011 0.0011 0.0006 0.0003 0.0002 0.0001 0.0001 0.0000 0.0000 0.0000 0.0001 0.0001 0.0002 0.0002 0.0003 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003	0.0100 0.0023 0.0578 0.0000 0.0013 0.1904 0.0255 0.0517 0.0002 0.0039 0.0001 0.0001 0.0022 0.0000 0.0042 0.0037 0.0023 0.0012 0.0005 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0004 0.0005 0.0007 0.0009 0.0011 0.0010 0.0009 0.0008 0.0006
2	[CLS] i en af deres artikler hedder det :'i et autoritært regime lagdeles samfundet og forskellige interesser modnes. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0058 0.0006 0.0044 0.0002 0.0010 0.0005 0.0009 0.0004 0.0023 0.0004 0.0023 0.0120 0.0181 0.0446 0.0604 0.1676 0.0051 0.0002 0.0000 0.0008 0.0001 0.0001 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001	0.0426 0.0058 0.0308 0.0019 0.0083 0.0050 0.0084 0.0038 0.0170 0.0035 0.0186 0.0832 0.1343 0.2643 0.3022 0.7911 0.0421 0.0019 0.0001 0.0080 0.0014 0.0006 0.0022 0.0000 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0004 0.0005 0.0009	0.0006 0.0002 0.0004 0.0000 0.0002 0.0002 0.0002 0.0001 0.0002 0.0000 0.0003 0.0028 0.0100 0.0194 0.0145 0.0538 0.0022 0.0001 0.0000 0.0002 0.0001 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0063 0.0006 0.0043 0.0002 0.0010 0.0006 0.0010 0.0005 0.0024 0.0004 0.0025 0.0133 0.0214 0.0533 0.0692 0.2021 0.0064 0.0002 0.0000 0.0010 0.0001 0.0001 0.0003 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001
3	[CLS] og nar deres repræsentanter er parate til at ga i struben pa hinanden, sa stopper en jernnæve'det. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0104 0.0002 0.0046 0.0076 0.0009 0.0002 0.0006 0.0000 0.0013 0.1136 0.0311 0.0003 0.0152 0.0002 0.0014 0.0000 0.0001 0.0000 0.0000 0.0000 0.0002 0.0000 0.0004 0.0003 0.0547 0.0079 0.0008 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0002 0.0002	0.0670 0.0023 0.0354 0.0478 0.0084 0.0024 0.0056 0.0002 0.0115 0.4662 0.1823 0.0035 0.0982 0.0025 0.0117 0.0001 0.0014 0.0005 0.0001 0.0004 0.0021 0.0001 0.0040 0.0030 0.2534 0.0588 0.0075 0.0014 0.0010 0.0012 0.0017 0.0022 0.0023 0.0023 0.0027	0.0013 0.0001 0.0010 0.0008 0.0003 0.0000 0.0001 0.0000 0.0002 0.0101 0.0065 0.0001 0.0024 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0050 0.0022 0.0003 0.0001 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001 0.0002	0.0108 0.0002 0.0047 0.0075 0.0010 0.0003 0.0007 0.0000 0.0018 0.1368 0.0396 0.0004 0.0222 0.0003 0.0016 0.0000 0.0002 0.0000 0.0000 0.0000 0.0002 0.0000 0.0005 0.0003 0.0567 0.0082 0.0008 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0002 0.0003
4	[CLS] pa den made skabes hele tiden betingelserne for en harmonisering af interesser og følgelig for demokratiske reformer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 -100 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 9 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0109 0.0014 0.0040 0.0440 0.0093 0.0168 0.0009 0.0001 0.0009 0.0000 0.0000 0.0000 0.0000 0.0001 0.0582 0.0007 0.3488 0.6995 0.0130 0.0150 0.0049 0.0000 0.0000 0.0719 0.0250 0.0038 0.0003 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0002	0.0724 0.0143 0.0354 0.2300 0.0695 0.1153 0.0085 0.0016 0.0079 0.0001 0.0005 0.0003 0.0002 0.0013 0.2968 0.0073 1.2067 1.9128 0.0831 0.1063 0.0405 0.0003 0.0005 0.3456 0.1666 0.0314 0.0033 0.0011 0.0008 0.0009 0.0012 0.0013 0.0015 0.0019 0.0026	0.0013 0.0005 0.0010 0.0043 0.0037 0.0087 0.0006 0.0001 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0093 0.0004 0.0828 0.1712 0.0024 0.0072 0.0028 0.0000 0.0000 0.0128 0.0124 0.0017 0.0002 0.0001 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001 0.0001	0.0116 0.0016 0.0052 0.0822 0.0119 0.0213 0.0012 0.0002 0.0009 0.0000 0.0001 0.0000 0.0000 0.0002 0.0746 0.0010 0.3790 0.7791 0.0151 0.0180 0.0065 0.0000 0.0001 0.1032 0.0322 0.0057 0.0004 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0003
5	[CLS] og de tilføjede :'netop fordi vi end ikke har et kim af civilt samfund, var vi imod folkekongressen. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0064 0.0001 0.0036 0.0008 0.0003 0.0000 0.0043 0.0105 0.0001 0.0000 0.0000 0.0000 0.0000 0.0058 0.0008 0.0000 0.0262 0.0254 0.0000 0.0000 0.0000 0.0050 0.0001 0.0000 0.0005 0.0001 0.0373 0.0440 0.0087 0.0015 0.0005 0.0003 0.0003 0.0003 0.0003	0.0555 0.0017 0.0291 0.0068 0.0029 0.0004 0.0252 0.0553 0.0007 0.0001 0.0000 0.0000 0.0000 0.0424 0.0078 0.0006 0.1338 0.1309 0.0001 0.0001 0.0004 0.0341 0.0007 0.0002 0.0052 0.0008 0.1995 0.2292 0.0630 0.0141 0.0049 0.0036 0.0033 0.0031 0.0031	0.0010 0.0001 0.0008 0.0001 0.0001 0.0000 0.0001 0.0005 0.0000 0.0000 0.0000 0.0000 0.0000 0.0007 0.0005 0.0000 0.0011 0.0014 0.0000 0.0000 0.0000 0.0004 0.0000 0.0000 0.0001 0.0000 0.0015 0.0041 0.0024 0.0008 0.0003 0.0002 0.0001 0.0001 0.0001	0.0088 0.0002 0.0054 0.0012 0.0004 0.0000 0.0037 0.0094 0.0001 0.0000 0.0000 0.0000 0.0000 0.0087 0.0011 0.0001 0.0267 0.0270 0.0000 0.0000 0.0000 0.0050 0.0001 0.0000 0.0006 0.0001 0.0399 0.0456 0.0092 0.0017 0.0005 0.0004 0.0004 0.0004 0.0004
6	[CLS] bortset fra illusionen om demokrati kunne den ikke give noget reelt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0088 0.0089 0.0001 0.0004 0.0094 0.0006 0.0150 0.0006 0.0005 0.0002 0.0002 0.0003 0.0001 0.0000 0.0001 0.0003 0.0005 0.0006 0.0004 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0003 0.0004 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004	0.0613 0.0685 0.0013 0.0035 0.0665 0.0053 0.0956 0.0059 0.0045 0.0016 0.0015 0.0026 0.0007 0.0000 0.0008 0.0025 0.0042 0.0053 0.0034 0.0015 0.0008 0.0007 0.0009 0.0014 0.0022 0.0031 0.0039 0.0047 0.0051 0.0052 0.0050 0.0046 0.0042 0.0039 0.0037	0.0013 0.0032 0.0001 0.0001 0.0017 0.0001 0.0025 0.0003 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002	0.0095 0.0108 0.0001 0.0004 0.0094 0.0006 0.0152 0.0008 0.0010 0.0003 0.0003 0.0005 0.0001 0.0000 0.0001 0.0003 0.0005 0.0006 0.0004 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0003 0.0005 0.0006 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004
7	[CLS] det kunne den ikke helt objektivt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0104 0.0050 0.0006 0.0059 0.0013 0.0018 0.0002 0.0000 0.0000 0.0002 0.0008 0.0020 0.0016 0.0006 0.0003 0.0002 0.0002 0.0002 0.0003 0.0004 0.0004 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004	0.0697 0.0373 0.0058 0.0391 0.0103 0.0134 0.0016 0.0000 0.0005 0.0021 0.0065 0.0149 0.0130 0.0061 0.0028 0.0019 0.0020 0.0027 0.0035 0.0042 0.0047 0.0049 0.0051 0.0053 0.0054 0.0053 0.0051 0.0048 0.0046 0.0044 0.0044 0.0044 0.0044 0.0045 0.0045	0.0016 0.0011 0.0002 0.0004 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0002 0.0001 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002	0.0111 0.0052 0.0010 0.0114 0.0026 0.0035 0.0003 0.0000 0.0001 0.0002 0.0008 0.0020 0.0017 0.0007 0.0003 0.0002 0.0002 0.0003 0.0004 0.0005 0.0006 0.0006 0.0006 0.0006 0.0006 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005
8	[CLS] det var slet ikke pa grund af apparatets lænker. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 -100 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0095 0.0044 0.0004 0.0118 0.0011 0.0000 0.0042 0.0015 0.0242 0.0642 0.0447 0.0020 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001 0.0002 0.0003 0.0003 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004	0.0644 0.0331 0.0036 0.0762 0.0103 0.0005 0.0295 0.0116 0.1209 0.2743 0.2410 0.0170 0.0000 0.0006 0.0003 0.0003 0.0003 0.0004 0.0005 0.0005 0.0006 0.0008 0.0011 0.0015 0.0021 0.0028 0.0034 0.0040 0.0042 0.0043 0.0042 0.0041 0.0040 0.0040 0.0040	0.0014 0.0009 0.0001 0.0017 0.0004 0.0000 0.0003 0.0001 0.0011 0.0058 0.0094 0.0008 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002	0.0102 0.0045 0.0004 0.0127 0.0013 0.0000 0.0041 0.0015 0.0239 0.0643 0.0452 0.0020 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0002 0.0002 0.0003 0.0004 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005
9	[CLS] illusioner er farlige. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0100 0.0002 0.0002 0.0007 0.0003 0.0000 0.0012 0.0002 0.0001 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0003 0.0003 0.0004 0.0004 0.0005 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004	0.0690 0.0021 0.0023 0.0075 0.0033 0.0001 0.0109 0.0027 0.0008 0.0004 0.0005 0.0008 0.0012 0.0014 0.0016 0.0019 0.0022 0.0027 0.0032 0.0036 0.0040 0.0044 0.0047 0.0050 0.0051 0.0050 0.0048 0.0046 0.0044 0.0042 0.0041 0.0041 0.0041 0.0042 0.0043	0.0015 0.0001 0.0001 0.0003 0.0001 0.0000 0.0004 0.0002 0.0001 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002	0.0110 0.0002 0.0003 0.0011 0.0004 0.0000 0.0015 0.0003 0.0001 0.0000 0.0000 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0003 0.0004 0.0004 0.0005 0.0005 0.0006 0.0006 0.0006 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005
