batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.4574	0.2098	6.8135	0.0264	0.1543	1.0000	16.0000	0.1977	0.0893	-0.1157	0.1592	-0.0386	-0.1607	0.1013	-0.0774	-0.1240	0.1931	0.0392	-0.1305	6.8262	0.0252	0.1454	1.0000	16.0000	0.1346	0.0316	-0.1259	0.1059	-0.0324	-0.1586	0.0553	-0.0543	-0.1150	0.1384	0.0708	-0.1126	0.6464	0.5457	0.6224	0.5280	0.5399	0.4433	0.6409	0.5473
762	0.4953	0.2653	6.8096	0.0270	0.1688	1.0000	16.0000	0.2296	0.0488	-0.1927	0.2034	-0.0337	-0.2401	0.1496	-0.0696	-0.1828	0.2228	-0.0029	-0.2276	6.8230	0.0249	0.1587	1.0000	16.0000	0.1526	0.0120	-0.1814	0.1293	-0.0449	-0.2267	0.0835	-0.0711	-0.2130	0.1597	-0.0112	-0.2017	0.6648	0.5744	0.6582	0.5610	0.6272	0.5470	0.6695	0.5756
1143	0.5254	0.2921	6.8064	0.0284	0.1861	1.0000	16.0000	0.2460	0.0519	-0.2205	0.2202	-0.0125	-0.2718	0.1755	-0.0575	-0.2247	0.2362	0.0151	-0.2408	6.8201	0.0266	0.1752	1.0000	16.0000	0.1757	0.0363	-0.1901	0.1533	-0.0214	-0.2400	0.1140	-0.0787	-0.2366	0.1651	0.0274	-0.2065	0.6679	0.5796	0.6644	0.5703	0.6819	0.5951	0.6581	0.5720
1524	0.5518	0.3132	6.8020	0.0299	0.2103	1.0000	16.0000	0.2553	0.0721	-0.2197	0.2260	-0.0191	-0.2860	0.1818	-0.0545	-0.2385	0.2555	0.0157	-0.2554	6.8157	0.0281	0.1967	1.0000	16.0000	0.1748	0.0500	-0.1894	0.1525	-0.0447	-0.2486	0.1150	-0.0983	-0.2516	0.1768	0.0137	-0.2201	0.6614	0.5714	0.6622	0.5683	0.6843	0.5980	0.6602	0.5701
1905	0.5744	0.3471	6.8011	0.0309	0.2185	1.0000	16.0000	0.2749	0.0506	-0.2563	0.2395	-0.0041	-0.3093	0.1872	-0.0579	-0.2562	0.2537	0.0425	-0.2158	6.8152	0.0290	0.2096	1.0000	16.0000	0.1928	0.0248	-0.2245	0.1633	-0.0473	-0.2723	0.1205	-0.1111	-0.2778	0.1643	-0.0725	-0.2476	0.6734	0.5907	0.6694	0.5788	0.6910	0.6013	0.7106	0.6366
2286	0.5954	0.3887	6.7991	0.0320	0.2254	1.0000	16.0000	0.2818	0.0513	-0.3003	0.2446	-0.0167	-0.3374	0.1941	-0.0568	-0.2746	0.2645	0.0621	-0.2349	6.8133	0.0302	0.2170	1.0000	16.0000	0.1992	0.0336	-0.2624	0.1718	-0.0590	-0.3057	0.1284	-0.1082	-0.3045	0.1871	-0.0280	-0.2719	0.6615	0.5905	0.6582	0.5834	0.6913	0.6173	0.6851	0.6190
2667	0.6142	0.4134	6.7973	0.0326	0.2442	1.0000	16.0000	0.2838	0.0312	-0.3341	0.2479	-0.0417	-0.3694	0.1979	-0.0670	-0.3028	0.2675	0.0061	-0.3099	6.8117	0.0306	0.2297	1.0000	16.0000	0.1974	-0.0073	-0.2987	0.1668	-0.0965	-0.3506	0.1277	-0.1367	-0.3398	0.1736	-0.0857	-0.2933	0.6650	0.5954	0.6614	0.5902	0.6972	0.6266	0.7233	0.6481
3048	0.6305	0.4337	6.7947	0.0336	0.2655	1.0000	16.0000	0.2912	-0.0037	-0.3557	0.2571	-0.0417	-0.3844	0.2043	-0.0720	-0.3077	0.2733	0.0465	-0.3058	6.8092	0.0313	0.2394	1.0000	16.0000	0.1997	-0.0202	-0.3285	0.1757	-0.1090	-0.3647	0.1327	-0.1404	-0.3394	0.1933	-0.0357	-0.3240	0.6663	0.5997	0.6637	0.5915	0.6975	0.6238	0.7087	0.6541
3429	0.6531	0.4586	6.7929	0.0346	0.2659	1.0000	16.0000	0.2943	0.0071	-0.3767	0.2534	-0.0657	-0.4036	0.2030	-0.0705	-0.3225	0.2821	0.0294	-0.3311	6.8072	0.0328	0.2505	1.0000	16.0000	0.1966	-0.0282	-0.3418	0.1691	-0.0984	-0.3729	0.1313	-0.1290	-0.3320	0.1746	-0.0986	-0.3461	0.6648	0.5894	0.6550	0.5810	0.6863	0.6074	0.7403	0.6708
3810	0.6627	0.4734	6.7887	0.0353	0.2872	1.0000	16.0000	0.3045	0.0111	-0.3632	0.2708	-0.0657	-0.4117	0.2061	-0.0845	-0.3290	0.2912	-0.0000	-0.3279	6.8033	0.0333	0.2691	1.0000	16.0000	0.2055	-0.0459	-0.3229	0.1814	-0.1169	-0.3852	0.1326	-0.1426	-0.3396	0.1897	-0.1407	-0.3485	0.6853	0.6110	0.6829	0.6076	0.7074	0.6290	0.7223	0.6562
4191	0.6751	0.4948	6.7874	0.0356	0.2941	1.0000	16.0000	0.3012	-0.0213	-0.3762	0.2705	-0.0878	-0.4249	0.2102	-0.0985	-0.3443	0.2936	-0.0146	-0.3593	6.8019	0.0335	0.2800	1.0000	16.0000	0.1983	-0.0457	-0.3317	0.1728	-0.1328	-0.3933	0.1300	-0.1388	-0.3400	0.1833	-0.1411	-0.3507	0.6912	0.6153	0.6872	0.6147	0.7134	0.6396	0.7496	0.6726
4572	0.6928	0.5106	6.7892	0.0364	0.2990	1.0000	16.0000	0.3005	-0.0582	-0.4345	0.2669	-0.0996	-0.4507	0.2078	-0.1157	-0.3601	0.2980	-0.0552	-0.4343	6.8040	0.0335	0.2958	1.0000	16.0000	0.1995	-0.0802	-0.3764	0.1734	-0.1350	-0.4088	0.1277	-0.1666	-0.3439	0.1891	-0.1395	-0.3801	0.6834	0.6123	0.6803	0.6100	0.6963	0.6205	0.7172	0.6349
4953	0.6983	0.5147	6.7872	0.0367	0.3199	1.0000	16.0000	0.2985	-0.0399	-0.3948	0.2597	-0.0870	-0.4217	0.1979	-0.0828	-0.3068	0.2939	-0.0206	-0.3809	6.8018	0.0346	0.3013	1.0000	16.0000	0.2002	-0.0526	-0.3052	0.1678	-0.0893	-0.3567	0.1207	-0.1142	-0.2765	0.1844	-0.1314	-0.3239	0.6757	0.6051	0.6692	0.5998	0.6819	0.6085	0.7354	0.6556
5334	0.6995	0.5291	6.7897	0.0368	0.3261	1.0000	16.0000	0.2883	-0.1129	-0.4535	0.2585	-0.1234	-0.4644	0.2144	-0.1154	-0.3808	0.2845	-0.0984	-0.4512	6.8045	0.0340	0.3239	1.0000	16.0000	0.1883	-0.1171	-0.3850	0.1684	-0.1503	-0.4120	0.1362	-0.1586	-0.3349	0.1832	-0.1402	-0.3974	0.6669	0.6004	0.6669	0.6003	0.6857	0.6133	0.6659	0.5965
5715	0.7058	0.5305	6.7882	0.0372	0.3344	1.0000	16.0000	0.2896	-0.0848	-0.4285	0.2621	-0.0840	-0.4302	0.2005	-0.0732	-0.2874	0.2862	-0.0545	-0.4141	6.8032	0.0345	0.3261	1.0000	16.0000	0.1861	-0.0994	-0.3587	0.1655	-0.0802	-0.3811	0.1243	-0.0853	-0.2621	0.1712	-0.1895	-0.3866	0.6783	0.6119	0.6730	0.6066	0.6868	0.6143	0.7295	0.6512
6096	0.7099	0.5237	6.7844	0.0373	0.3242	1.0000	16.0000	0.2996	-0.0757	-0.3989	0.2702	-0.1039	-0.4230	0.1947	-0.1068	-0.3007	0.2962	-0.0602	-0.3830	6.7992	0.0351	0.3092	1.0000	16.0000	0.1984	-0.0533	-0.3145	0.1760	-0.0999	-0.3668	0.1174	-0.1260	-0.2699	0.1860	-0.1324	-0.3291	0.6757	0.6098	0.6776	0.6071	0.6863	0.6089	0.7286	0.6527
