batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.3537	0.2495	77.7001	0.0000	0.0007	0.9679	19678.9739	0.3722	0.3722	0.3722	0.3722	79.8191	0.0000	0.0000	0.5161	21753.9304	-0.8871	-0.8871	-0.8871	-0.8871	0.3684	0.7045	0.3684	0.7045	0.3684	0.7045	0.3684	0.7045
850	0.6781	0.5208	77.2089	0.0000	0.0008	0.8548	247.2767	0.7015	0.7015	0.7015	0.7015	79.4802	0.0000	0.0000	0.0202	1156.5706	-0.8782	-0.8782	-0.8782	-0.8782	0.5152	0.8081	0.5152	0.8081	0.5152	0.8081	0.5152	0.8081
1275	0.7494	0.5913	77.1085	0.0000	0.0007	0.8406	70.3261	0.7938	0.7938	0.7938	0.7938	79.4012	0.0000	0.0000	0.0000	30.9647	-0.8783	-0.8783	-0.8783	-0.8783	0.5250	0.8292	0.5250	0.8292	0.5250	0.8292	0.5250	0.8292
1700	0.7690	0.6165	77.0781	0.0000	0.0006	0.8344	42.8045	0.8278	0.8278	0.8278	0.8278	79.3784	0.0000	0.0000	0.0000	31.3558	-0.8759	-0.8759	-0.8759	-0.8759	0.5500	0.8445	0.5500	0.8445	0.5500	0.8445	0.5500	0.8445
2125	0.7693	0.6142	77.0597	0.0000	0.0006	0.8196	4.4205	0.8306	0.8306	0.8306	0.8306	79.3492	0.0000	0.0000	0.0000	18.6784	-0.8891	-0.8891	-0.8891	-0.8891	0.5637	0.8469	0.5637	0.8469	0.5637	0.8469	0.5637	0.8469
2550	0.7597	0.6210	77.0584	0.0000	0.0006	0.8190	3.5778	0.8294	0.8294	0.8294	0.8294	79.3423	0.0000	0.0000	0.0000	5.9183	-0.8794	-0.8794	-0.8794	-0.8794	0.5554	0.8471	0.5554	0.8471	0.5554	0.8471	0.5554	0.8471
2975	0.7682	0.6134	77.0445	0.0000	0.0006	0.8187	1.7543	0.8210	0.8210	0.8210	0.8210	79.3279	0.0000	0.0000	0.0000	5.1421	-0.8825	-0.8825	-0.8825	-0.8825	0.6026	0.8586	0.6026	0.8586	0.6026	0.8586	0.6026	0.8586
3400	0.7707	0.6161	77.0414	0.0000	0.0006	0.8162	2.4420	0.8405	0.8405	0.8405	0.8405	79.3305	0.0000	0.0000	0.0000	5.0353	-0.8826	-0.8826	-0.8826	-0.8826	0.5968	0.8644	0.5968	0.8644	0.5968	0.8644	0.5968	0.8644
3825	0.7724	0.6050	77.0339	0.0000	0.0006	0.8156	1.6406	0.8477	0.8477	0.8477	0.8477	79.3032	0.0000	0.0000	0.0000	4.4899	-0.8948	-0.8948	-0.8948	-0.8948	0.5908	0.8643	0.5908	0.8643	0.5908	0.8643	0.5908	0.8643
4250	0.7747	0.6177	77.0324	0.0000	0.0006	0.8136	1.6259	0.8472	0.8472	0.8472	0.8472	79.2959	0.0000	0.0000	0.0000	4.2308	-0.8917	-0.8917	-0.8917	-0.8917	0.5757	0.8620	0.5757	0.8620	0.5757	0.8620	0.5757	0.8620
