	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
0	[CLS] to kendte russiske historikere andronik mirganjan og igor klamkin tror ikke, at rusland kan udvikles uden en'jernnæve '. [SEP] [PAD] [PAD]	-100 18 18 1 18 9 -100 -100 16 -100 -100 -100 18 9 -100 16 -100 18 18 18 18 0 -100 18 18 18 18 18 18 -100 18 18 -100 -100 -100	18 18 18 9 18 18 18 9 16 16 16 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0084 0.0355 0.0668 0.5285 0.6698 0.5562 0.0649 0.1889 0.0204 0.0007 0.0141 0.2851 0.0004 0.0003 0.0047 0.0287 0.0198 0.0697 0.0004 0.0000 0.0005 0.2284 0.0031 0.0001 0.0102 0.0008 0.0001 0.0000 0.0096 0.4934 0.0002 0.0000 0.0019 0.0003 0.0013	0.0507 0.2032 0.3540 1.5994 1.7968 1.2954 0.2943 0.7269 0.1224 0.0066 0.0763 0.6564 0.0043 0.0034 0.0359 0.1538 0.1097 0.2829 0.0040 0.0002 0.0048 0.7847 0.0258 0.0016 0.0676 0.0078 0.0010 0.0003 0.0666 1.3419 0.0018 0.0006 0.0154 0.0027 0.0104	0.0001 0.0035 0.0195 0.1373 0.1209 0.0442 0.0037 0.0169 0.0029 0.0002 0.0005 0.0127 0.0003 0.0001 0.0006 0.0018 0.0009 0.0012 0.0000 0.0000 0.0000 0.0072 0.0009 0.0001 0.0014 0.0002 0.0000 0.0000 0.0005 0.0367 0.0001 0.0000 0.0003 0.0001 0.0001	0.0087 0.0541 0.1094 0.5444 0.7086 0.5598 0.0654 0.1912 0.0208 0.0007 0.0141 0.2860 0.0005 0.0004 0.0050 0.0289 0.0199 0.0699 0.0004 0.0000 0.0005 0.2299 0.0032 0.0002 0.0104 0.0009 0.0001 0.0000 0.0145 0.5004 0.0002 0.0001 0.0019 0.0003 0.0013
1	[CLS] de hævder, at ruslands vej til demokrati gar gennem diktatur. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 0 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 6 15 15 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0052 0.2673 0.4393 0.0003 0.0105 0.6953 0.7125 0.4454 0.0048 0.0848 0.0075 0.0150 0.1700 0.0008 0.0371 0.0067 0.0120 0.0151 0.0145 0.0115 0.0081 0.0062 0.0060 0.0071 0.0094 0.0126 0.0161 0.0188 0.0198 0.0193 0.0179 0.0164 0.0151 0.0140 0.0133	0.0378 0.9808 1.6194 0.0034 0.0800 1.8097 1.9721 1.3979 0.0383 0.3762 0.0593 0.1118 0.7886 0.0080 0.1991 0.0467 0.0714 0.0851 0.0827 0.0691 0.0529 0.0436 0.0432 0.0505 0.0645 0.0835 0.1033 0.1181 0.1244 0.1226 0.1160 0.1080 0.1007 0.0950 0.0909	0.0006 0.0447 0.1316 0.0002 0.0032 0.1197 0.1748 0.0884 0.0017 0.0157 0.0039 0.0091 0.0506 0.0005 0.0048 0.0008 0.0003 0.0003 0.0003 0.0004 0.0005 0.0006 0.0007 0.0009 0.0013 0.0018 0.0026 0.0033 0.0038 0.0040 0.0040 0.0038 0.0036 0.0034 0.0033	0.0053 0.3168 0.5104 0.0004 0.0116 0.7469 0.8390 0.4910 0.0056 0.0919 0.0099 0.0195 0.1890 0.0009 0.0382 0.0068 0.0121 0.0151 0.0146 0.0115 0.0082 0.0063 0.0061 0.0072 0.0095 0.0128 0.0164 0.0192 0.0203 0.0198 0.0185 0.0169 0.0156 0.0145 0.0138
2	[CLS] i en af deres artikler hedder det :'i et autoritært regime lagdeles samfundet og forskellige interesser modnes. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0052 0.0185 0.0032 0.0007 0.0046 0.0055 0.0149 0.0015 0.0002 0.0001 0.0009 0.0007 0.1455 0.0047 0.0046 0.0017 0.0177 0.0002 0.0000 0.0000 0.0000 0.0000 0.0005 0.0000 0.0013 0.0002 0.0004 0.0013 0.0029 0.0042 0.0045 0.0043 0.0046 0.0060 0.0083	0.0370 0.1081 0.0274 0.0074 0.0335 0.0390 0.0891 0.0138 0.0020 0.0014 0.0086 0.0068 0.5836 0.0403 0.0402 0.0165 0.1292 0.0022 0.0000 0.0003 0.0006 0.0001 0.0047 0.0001 0.0102 0.0025 0.0037 0.0104 0.0212 0.0297 0.0322 0.0317 0.0345 0.0438 0.0582	0.0003 0.0012 0.0010 0.0003 0.0007 0.0006 0.0012 0.0004 0.0000 0.0000 0.0001 0.0002 0.0213 0.0036 0.0032 0.0011 0.0091 0.0001 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0001 0.0000 0.0000 0.0001 0.0001 0.0002 0.0003 0.0004 0.0005 0.0008 0.0011	0.0052 0.0192 0.0041 0.0008 0.0047 0.0056 0.0150 0.0016 0.0002 0.0002 0.0014 0.0008 0.1496 0.0061 0.0056 0.0022 0.0215 0.0002 0.0000 0.0000 0.0001 0.0000 0.0005 0.0000 0.0013 0.0003 0.0004 0.0013 0.0029 0.0042 0.0046 0.0043 0.0046 0.0060 0.0084
3	[CLS] og nar deres repræsentanter er parate til at ga i struben pa hinanden, sa stopper en jernnæve'det. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0035 0.0006 0.0003 0.0042 0.0174 0.0285 0.0002 0.0000 0.0003 0.0024 0.0046 0.0001 0.0004 0.0007 0.0038 0.0000 0.0005 0.0001 0.0000 0.0006 0.0431 0.0001 0.0053 0.0000 0.0013 0.0003 0.0006 0.0015 0.0031 0.0050 0.0057 0.0049 0.0043 0.0045 0.0055	0.0272 0.0056 0.0036 0.0307 0.1110 0.1339 0.0026 0.0002 0.0028 0.0215 0.0394 0.0007 0.0034 0.0056 0.0253 0.0000 0.0043 0.0010 0.0002 0.0056 0.2273 0.0009 0.0388 0.0006 0.0116 0.0031 0.0053 0.0129 0.0240 0.0368 0.0418 0.0375 0.0339 0.0358 0.0423	0.0003 0.0001 0.0001 0.0004 0.0025 0.0007 0.0001 0.0000 0.0001 0.0006 0.0029 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0021 0.0000 0.0003 0.0000 0.0002 0.0000 0.0001 0.0001 0.0002 0.0004 0.0007 0.0008 0.0009 0.0009 0.0011	0.0036 0.0007 0.0004 0.0045 0.0181 0.0286 0.0003 0.0000 0.0004 0.0032 0.0057 0.0001 0.0004 0.0007 0.0038 0.0000 0.0005 0.0001 0.0000 0.0006 0.0436 0.0001 0.0085 0.0001 0.0013 0.0003 0.0006 0.0016 0.0031 0.0051 0.0058 0.0050 0.0044 0.0046 0.0056
4	[CLS] pa den made skabes hele tiden betingelserne for en harmonisering af interesser og følgelig for demokratiske reformer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 -100 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 13 12 12 0 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0048 0.0444 0.0083 0.0822 0.3319 0.8292 0.3096 0.3172 0.0344 0.0012 0.0002 0.0010 0.0008 0.0008 0.0781 0.0006 0.0531 0.1105 0.0006 0.0073 0.0041 0.0002 0.0010 0.0147 0.0026 0.0132 0.0219 0.0178 0.0148 0.0122 0.0102 0.0099 0.0105 0.0115 0.0123	0.0355 0.2264 0.0639 0.3470 0.9002 2.3195 1.2892 1.1333 0.1973 0.0101 0.0023 0.0097 0.0080 0.0076 0.3482 0.0052 0.2304 0.3742 0.0058 0.0555 0.0330 0.0025 0.0084 0.0963 0.0208 0.0720 0.1083 0.0941 0.0856 0.0777 0.0711 0.0703 0.0742 0.0794 0.0843	0.0005 0.0047 0.0039 0.0108 0.0363 0.2595 0.1281 0.0762 0.0082 0.0002 0.0001 0.0003 0.0002 0.0001 0.0048 0.0001 0.0019 0.0034 0.0002 0.0019 0.0012 0.0000 0.0000 0.0019 0.0004 0.0003 0.0003 0.0004 0.0007 0.0012 0.0017 0.0020 0.0022 0.0024 0.0027	0.0049 0.0453 0.0087 0.0857 0.3432 0.8875 0.3298 0.3261 0.0353 0.0012 0.0002 0.0011 0.0009 0.0008 0.0790 0.0006 0.0537 0.1109 0.0006 0.0079 0.0044 0.0004 0.0018 0.0180 0.0027 0.0132 0.0220 0.0178 0.0149 0.0123 0.0105 0.0101 0.0108 0.0118 0.0127
5	[CLS] og de tilføjede :'netop fordi vi end ikke har et kim af civilt samfund, var vi imod folkekongressen. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 6 18 18 18 18 18 18 18 18 18 18 18	0.0035 0.0006 0.0119 0.0013 0.0001 0.0001 0.2788 0.1326 0.0475 0.0007 0.0000 0.0000 0.0000 0.0080 0.0048 0.0003 0.0594 0.0109 0.0000 0.0010 0.0297 0.0002 0.0024 0.3686 0.4942 0.0026 0.3798 0.2329 0.1914 0.1077 0.0361 0.0121 0.0060 0.0045 0.0046	0.0263 0.0062 0.0866 0.0125 0.0012 0.0010 0.9043 0.4051 0.2077 0.0061 0.0002 0.0002 0.0000 0.0562 0.0377 0.0037 0.3259 0.0833 0.0002 0.0082 0.1387 0.0023 0.0179 0.7191 0.8960 0.0202 0.7182 0.5954 0.5148 0.3594 0.1681 0.0743 0.0435 0.0351 0.0362	0.0003 0.0001 0.0032 0.0009 0.0001 0.0000 0.0214 0.0019 0.0010 0.0001 0.0000 0.0000 0.0000 0.0005 0.0012 0.0002 0.0150 0.0059 0.0000 0.0001 0.0004 0.0000 0.0002 0.0049 0.0157 0.0002 0.0035 0.0015 0.0008 0.0008 0.0010 0.0009 0.0009 0.0008 0.0009	0.0035 0.0008 0.0143 0.0015 0.0001 0.0001 0.3058 0.1333 0.0475 0.0007 0.0000 0.0000 0.0000 0.0082 0.0050 0.0004 0.0627 0.0119 0.0000 0.0010 0.0298 0.0002 0.0024 0.3691 0.4955 0.0026 0.3804 0.2332 0.1916 0.1078 0.0363 0.0123 0.0061 0.0046 0.0048
6	[CLS] bortset fra illusionen om demokrati kunne den ikke give noget reelt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0054 0.0640 0.0003 0.2102 0.0094 0.0015 0.0183 0.0014 0.0091 0.0119 0.0303 0.0042 0.3083 0.0014 0.0366 0.0065 0.0047 0.0057 0.0069 0.0070 0.0065 0.0065 0.0077 0.0099 0.0123 0.0144 0.0161 0.0172 0.0178 0.0176 0.0168 0.0158 0.0149 0.0140 0.0134	0.0390 0.2834 0.0030 0.8114 0.0728 0.0141 0.1193 0.0131 0.0655 0.0740 0.1723 0.0337 0.7259 0.0114 0.1959 0.0470 0.0313 0.0369 0.0449 0.0480 0.0473 0.0491 0.0569 0.0696 0.0832 0.0949 0.1043 0.1109 0.1137 0.1126 0.1087 0.1035 0.0983 0.0938 0.0902	0.0005 0.0059 0.0002 0.0241 0.0049 0.0007 0.0039 0.0004 0.0015 0.0007 0.0026 0.0008 0.0102 0.0002 0.0036 0.0008 0.0003 0.0003 0.0005 0.0008 0.0011 0.0014 0.0017 0.0020 0.0024 0.0028 0.0031 0.0034 0.0036 0.0036 0.0035 0.0034 0.0032 0.0031 0.0029	0.0055 0.0658 0.0003 0.2130 0.0105 0.0019 0.0237 0.0019 0.0114 0.0139 0.0376 0.0052 0.3150 0.0014 0.0371 0.0067 0.0047 0.0057 0.0069 0.0071 0.0066 0.0067 0.0079 0.0101 0.0126 0.0147 0.0164 0.0176 0.0182 0.0180 0.0172 0.0162 0.0152 0.0144 0.0138
7	[CLS] det kunne den ikke helt objektivt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0052 0.1121 0.0018 0.0018 0.0009 0.0006 0.0005 0.0000 0.0027 0.0058 0.0140 0.0131 0.0071 0.0041 0.0032 0.0033 0.0042 0.0061 0.0092 0.0129 0.0162 0.0179 0.0180 0.0173 0.0162 0.0151 0.0142 0.0136 0.0131 0.0127 0.0125 0.0123 0.0122 0.0120 0.0119	0.0377 0.4056 0.0171 0.0168 0.0085 0.0061 0.0047 0.0002 0.0199 0.0366 0.0753 0.0731 0.0469 0.0309 0.0259 0.0267 0.0326 0.0449 0.0637 0.0854 0.1033 0.1130 0.1146 0.1111 0.1056 0.1000 0.0952 0.0915 0.0888 0.0868 0.0853 0.0842 0.0832 0.0824 0.0817	0.0005 0.0061 0.0009 0.0006 0.0002 0.0001 0.0001 0.0000 0.0001 0.0001 0.0002 0.0003 0.0005 0.0006 0.0006 0.0006 0.0007 0.0010 0.0015 0.0021 0.0027 0.0032 0.0035 0.0036 0.0035 0.0034 0.0032 0.0031 0.0030 0.0029 0.0029 0.0028 0.0028 0.0027 0.0027	0.0053 0.1159 0.0020 0.0020 0.0010 0.0006 0.0005 0.0000 0.0028 0.0059 0.0141 0.0132 0.0072 0.0041 0.0033 0.0034 0.0042 0.0061 0.0093 0.0132 0.0165 0.0183 0.0185 0.0177 0.0166 0.0155 0.0146 0.0140 0.0135 0.0131 0.0129 0.0127 0.0125 0.0124 0.0122
8	[CLS] det var slet ikke pa grund af apparatets lænker. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 -100 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0051 0.1166 0.0026 0.0325 0.0009 0.0005 0.0005 0.0001 0.0083 0.0016 0.1044 0.1710 0.0015 0.0692 0.0105 0.0096 0.0103 0.0126 0.0143 0.0127 0.0099 0.0084 0.0083 0.0094 0.0111 0.0128 0.0139 0.0143 0.0140 0.0135 0.0129 0.0124 0.0120 0.0118 0.0117	0.0367 0.4159 0.0231 0.1843 0.0087 0.0046 0.0051 0.0008 0.0543 0.0146 0.5129 0.7419 0.0139 0.3597 0.0741 0.0666 0.0716 0.0832 0.0908 0.0816 0.0673 0.0593 0.0598 0.0669 0.0772 0.0870 0.0934 0.0955 0.0941 0.0909 0.0875 0.0846 0.0826 0.0813 0.0806	0.0005 0.0064 0.0012 0.0051 0.0003 0.0001 0.0001 0.0000 0.0006 0.0006 0.0216 0.0536 0.0007 0.0175 0.0032 0.0019 0.0017 0.0018 0.0018 0.0016 0.0014 0.0014 0.0016 0.0019 0.0023 0.0027 0.0029 0.0031 0.0031 0.0030 0.0029 0.0029 0.0028 0.0027 0.0027	0.0051 0.1200 0.0028 0.0328 0.0009 0.0005 0.0005 0.0001 0.0084 0.0016 0.1080 0.1791 0.0018 0.1074 0.0167 0.0148 0.0134 0.0137 0.0146 0.0129 0.0101 0.0086 0.0085 0.0096 0.0114 0.0131 0.0143 0.0147 0.0144 0.0139 0.0132 0.0127 0.0124 0.0121 0.0120
9	[CLS] illusioner er farlige. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0051 0.0459 0.0164 0.0043 0.0022 0.0000 0.0011 0.0006 0.0045 0.0177 0.0290 0.0235 0.0135 0.0083 0.0064 0.0062 0.0069 0.0083 0.0102 0.0121 0.0136 0.0143 0.0143 0.0139 0.0133 0.0127 0.0123 0.0119 0.0117 0.0116 0.0115 0.0115 0.0115 0.0115 0.0115	0.0370 0.2745 0.1244 0.0368 0.0192 0.0002 0.0106 0.0059 0.0300 0.0943 0.1448 0.1311 0.0898 0.0618 0.0500 0.0482 0.0524 0.0609 0.0721 0.0832 0.0916 0.0955 0.0955 0.0930 0.0895 0.0863 0.0836 0.0818 0.0805 0.0798 0.0793 0.0791 0.0789 0.0788 0.0788	0.0005 0.0127 0.0122 0.0029 0.0011 0.0000 0.0003 0.0001 0.0002 0.0006 0.0016 0.0026 0.0028 0.0024 0.0020 0.0018 0.0019 0.0021 0.0025 0.0029 0.0031 0.0033 0.0032 0.0031 0.0030 0.0028 0.0027 0.0027 0.0026 0.0026 0.0026 0.0026 0.0026 0.0025 0.0025	0.0052 0.0536 0.0175 0.0047 0.0023 0.0000 0.0014 0.0007 0.0046 0.0180 0.0295 0.0239 0.0140 0.0087 0.0067 0.0065 0.0072 0.0086 0.0105 0.0124 0.0140 0.0147 0.0147 0.0143 0.0136 0.0131 0.0126 0.0122 0.0120 0.0119 0.0118 0.0118 0.0117 0.0117 0.0117
