batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.3739	0.2751	77.8054	0.0000	0.0006	0.9844	25211.0787	0.2314	0.2314	0.2314	0.2314	79.9021	0.0000	0.0000	0.9718	25705.5141	-0.8543	-0.8543	-0.8543	-0.8543	0.2802	0.6258	0.2802	0.6258	0.2802	0.6258	0.2802	0.6258
850	0.6909	0.5496	77.2298	0.0000	0.0007	0.8713	653.3125	0.7027	0.7027	0.7027	0.7027	79.5300	0.0000	0.0000	0.1643	4185.2198	-0.8897	-0.8897	-0.8897	-0.8897	0.5621	0.8298	0.5621	0.8298	0.5621	0.8298	0.5621	0.8298
1275	0.7605	0.6200	77.1003	0.0000	0.0006	0.8438	130.6463	0.8025	0.8025	0.8025	0.8025	79.4343	0.0000	0.0000	0.0948	975.7540	-0.8890	-0.8890	-0.8890	-0.8890	0.6134	0.8601	0.6134	0.8601	0.6134	0.8601	0.6134	0.8601
1700	0.7668	0.6305	77.0739	0.0000	0.0006	0.8435	74.2798	0.8342	0.8342	0.8342	0.8342	79.3773	0.0000	0.0000	0.0333	459.2671	-0.8857	-0.8857	-0.8857	-0.8857	0.5932	0.8601	0.5932	0.8601	0.5932	0.8601	0.5932	0.8601
2125	0.7770	0.6343	77.0563	0.0000	0.0005	0.8324	24.2071	0.8418	0.8418	0.8418	0.8418	79.3677	0.0000	0.0000	0.0212	246.5736	-0.8864	-0.8864	-0.8864	-0.8864	0.6124	0.8735	0.6124	0.8735	0.6124	0.8735	0.6124	0.8735
2550	0.7736	0.6337	77.0483	0.0000	0.0006	0.8307	5.6582	0.8515	0.8515	0.8515	0.8515	79.3589	0.0000	0.0000	0.0050	103.7762	-0.8912	-0.8912	-0.8912	-0.8912	0.6290	0.8754	0.6290	0.8754	0.6290	0.8754	0.6290	0.8754
2975	0.7781	0.6286	77.0440	0.0000	0.0006	0.8261	9.7497	0.8424	0.8424	0.8424	0.8424	79.3341	0.0000	0.0000	0.0020	73.0524	-0.8889	-0.8889	-0.8889	-0.8889	0.6045	0.8719	0.6045	0.8719	0.6045	0.8719	0.6045	0.8719
3400	0.7761	0.6385	77.0457	0.0000	0.0006	0.8241	12.1642	0.8403	0.8403	0.8403	0.8403	79.3399	0.0000	0.0000	0.0010	35.4657	-0.8944	-0.8944	-0.8944	-0.8944	0.5949	0.8641	0.5949	0.8641	0.5949	0.8641	0.5949	0.8641
3825	0.7804	0.6319	77.0393	0.0000	0.0005	0.8239	2.3074	0.8567	0.8567	0.8567	0.8567	79.3447	0.0000	0.0000	0.0000	26.1018	-0.8864	-0.8864	-0.8864	-0.8864	0.6332	0.8757	0.6332	0.8757	0.6332	0.8757	0.6332	0.8757
4250	0.7761	0.6204	77.0407	0.0000	0.0006	0.8213	8.8506	0.8412	0.8412	0.8412	0.8412	79.3221	0.0000	0.0000	0.0010	25.9194	-0.8860	-0.8860	-0.8860	-0.8860	0.5755	0.8645	0.5755	0.8645	0.5755	0.8645	0.5755	0.8645
4675	0.7804	0.6137	77.0336	0.0000	0.0005	0.8216	4.4543	0.8554	0.8554	0.8554	0.8554	79.3230	0.0000	0.0000	0.0000	42.7540	-0.8939	-0.8939	-0.8939	-0.8939	0.6194	0.8739	0.6194	0.8739	0.6194	0.8739	0.6194	0.8739
5100	0.7670	0.6118	77.0392	0.0000	0.0006	0.8162	3.7622	0.8270	0.8270	0.8270	0.8270	79.3132	0.0000	0.0000	0.0000	29.3226	-0.8971	-0.8971	-0.8971	-0.8971	0.5999	0.8581	0.5999	0.8581	0.5999	0.8581	0.5999	0.8581
5525	0.7719	0.6256	77.0358	0.0000	0.0006	0.8139	1.6886	0.8446	0.8446	0.8446	0.8446	79.3351	0.0000	0.0000	0.0000	7.4798	-0.8861	-0.8861	-0.8861	-0.8861	0.6439	0.8734	0.6439	0.8734	0.6439	0.8734	0.6439	0.8734
5950	0.7807	0.6310	77.0280	0.0000	0.0005	0.8205	1.5866	0.8590	0.8590	0.8590	0.8590	79.3241	0.0000	0.0000	0.0000	4.9617	-0.8870	-0.8870	-0.8870	-0.8870	0.6466	0.8821	0.6466	0.8821	0.6466	0.8821	0.6466	0.8821
6375	0.7804	0.6267	77.0325	0.0000	0.0005	0.8202	1.6134	0.8594	0.8594	0.8594	0.8594	79.3264	0.0000	0.0000	0.0000	5.1512	-0.8935	-0.8935	-0.8935	-0.8935	0.6423	0.8777	0.6423	0.8777	0.6423	0.8777	0.6423	0.8777
6800	0.7869	0.6350	77.0222	0.0000	0.0005	0.8185	1.4812	0.8691	0.8691	0.8691	0.8691	79.2924	0.0000	0.0000	0.0000	9.8629	-0.8941	-0.8941	-0.8941	-0.8941	0.6254	0.8779	0.6254	0.8779	0.6254	0.8779	0.6254	0.8779
7225	0.7884	0.6327	77.0223	0.0000	0.0005	0.8207	1.4903	0.8706	0.8706	0.8706	0.8706	79.2911	0.0000	0.0000	0.0000	10.5252	-0.8917	-0.8917	-0.8917	-0.8917	0.6283	0.8762	0.6283	0.8762	0.6283	0.8762	0.6283	0.8762
7650	0.7886	0.6369	77.0209	0.0000	0.0005	0.8205	1.4773	0.8700	0.8700	0.8700	0.8700	79.2891	0.0000	0.0000	0.0000	4.9688	-0.8947	-0.8947	-0.8947	-0.8947	0.6278	0.8778	0.6278	0.8778	0.6278	0.8778	0.6278	0.8778
8075	0.7906	0.6340	77.0202	0.0000	0.0005	0.8222	1.4781	0.8701	0.8701	0.8701	0.8701	79.2898	0.0000	0.0000	0.0000	4.9486	-0.8959	-0.8959	-0.8959	-0.8959	0.6271	0.8790	0.6271	0.8790	0.6271	0.8790	0.6271	0.8790
