batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9185	0.0678	16.8266	0.0265	0.2569	0.9977	15.6083	0.5232	-0.1219	-0.1292	0.5232	-0.1219	-0.1292	0.5232	-0.1219	-0.1292	0.5232	-0.1219	-0.1292	16.8807	0.0290	0.1987	0.9959	16.0587	0.1668	-0.0724	-0.2259	0.1668	-0.0724	-0.2259	0.1668	-0.0724	-0.2259	0.1668	-0.0724	-0.2259	0.7237	0.9561	0.7237	0.9561	0.7237	0.9561	0.7237	0.9561
272	0.9001	0.1007	16.6248	0.0145	0.2048	0.9981	9.7677	0.5129	-0.1837	-0.3299	0.5129	-0.1837	-0.3299	0.5129	-0.1837	-0.3299	0.5129	-0.1837	-0.3299	16.7027	0.0167	0.1447	0.9948	11.7114	0.0951	-0.1285	-0.4645	0.0951	-0.1285	-0.4645	0.0951	-0.1285	-0.4645	0.0951	-0.1285	-0.4645	0.8436	0.9721	0.8436	0.9721	0.8436	0.9721	0.8436	0.9721
408	0.8771	0.1528	16.6167	0.0118	0.1476	0.9980	8.4642	0.5026	-0.2312	-0.3809	0.5026	-0.2312	-0.3809	0.5026	-0.2312	-0.3809	0.5026	-0.2312	-0.3809	16.7156	0.0140	0.1151	0.9948	10.9156	0.0544	-0.2235	-0.5237	0.0544	-0.2235	-0.5237	0.0544	-0.2235	-0.5237	0.0544	-0.2235	-0.5237	0.7712	0.9506	0.7712	0.9506	0.7712	0.9506	0.7712	0.9506
544	0.9248	0.1802	16.4795	0.0073	0.1831	0.9958	5.2432	0.5308	-0.2646	-0.3886	0.5308	-0.2646	-0.3886	0.5308	-0.2646	-0.3886	0.5308	-0.2646	-0.3886	16.5514	0.0097	0.1437	0.9925	7.4317	0.1313	-0.0368	-0.5206	0.1313	-0.0368	-0.5206	0.1313	-0.0368	-0.5206	0.1313	-0.0368	-0.5206	0.6380	0.9177	0.6380	0.9177	0.6380	0.9177	0.6380	0.9177
680	0.9203	0.1928	16.4982	0.0079	0.1885	0.9958	5.5668	0.5328	-0.2335	-0.3708	0.5328	-0.2335	-0.3708	0.5328	-0.2335	-0.3708	0.5328	-0.2335	-0.3708	16.5548	0.0095	0.1361	0.9920	7.2897	0.1348	0.0132	-0.5092	0.1348	0.0132	-0.5092	0.1348	0.0132	-0.5092	0.1348	0.0132	-0.5092	0.6447	0.9218	0.6447	0.9218	0.6447	0.9218	0.6447	0.9218
816	0.9221	0.1959	16.4772	0.0071	0.1985	0.9958	4.9230	0.5383	-0.2122	-0.3481	0.5383	-0.2122	-0.3481	0.5383	-0.2122	-0.3481	0.5383	-0.2122	-0.3481	16.5204	0.0080	0.1357	0.9909	6.1924	0.1467	-0.0509	-0.4877	0.1467	-0.0509	-0.4877	0.1467	-0.0509	-0.4877	0.1467	-0.0509	-0.4877	0.6226	0.9191	0.6226	0.9191	0.6226	0.9191	0.6226	0.9191
952	0.9171	0.2149	16.4880	0.0074	0.1910	0.9961	5.0626	0.5390	-0.1924	-0.3260	0.5390	-0.1924	-0.3260	0.5390	-0.1924	-0.3260	0.5390	-0.1924	-0.3260	16.5229	0.0078	0.1510	0.9907	5.9995	0.1499	-0.1018	-0.4623	0.1499	-0.1018	-0.4623	0.1499	-0.1018	-0.4623	0.1499	-0.1018	-0.4623	0.5864	0.9139	0.5864	0.9139	0.5864	0.9139	0.5864	0.9139
1088	0.9236	0.2291	16.4550	0.0061	0.2013	0.9944	4.3363	0.5495	-0.1926	-0.3136	0.5495	-0.1926	-0.3136	0.5495	-0.1926	-0.3136	0.5495	-0.1926	-0.3136	16.4823	0.0066	0.1762	0.9877	5.0978	0.1746	-0.1206	-0.4610	0.1746	-0.1206	-0.4610	0.1746	-0.1206	-0.4610	0.1746	-0.1206	-0.4610	0.5053	0.8947	0.5053	0.8947	0.5053	0.8947	0.5053	0.8947
1224	0.9256	0.2250	16.4387	0.0056	0.2074	0.9934	3.9991	0.5571	-0.1916	-0.2964	0.5571	-0.1916	-0.2964	0.5571	-0.1916	-0.2964	0.5571	-0.1916	-0.2964	16.4617	0.0059	0.1937	0.9866	4.6291	0.1949	-0.0592	-0.4518	0.1949	-0.0592	-0.4518	0.1949	-0.0592	-0.4518	0.1949	-0.0592	-0.4518	0.4529	0.8794	0.4529	0.8794	0.4529	0.8794	0.4529	0.8794
1360	0.9279	0.2404	16.4187	0.0047	0.2071	0.9918	3.6156	0.5661	-0.1947	-0.2774	0.5661	-0.1947	-0.2774	0.5661	-0.1947	-0.2774	0.5661	-0.1947	-0.2774	16.4372	0.0049	0.2085	0.9852	4.1433	0.2148	-0.0838	-0.4377	0.2148	-0.0838	-0.4377	0.2148	-0.0838	-0.4377	0.2148	-0.0838	-0.4377	0.3998	0.8592	0.3998	0.8592	0.3998	0.8592	0.3998	0.8592
