batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.7435	0.5954	77.3882	0.0020	0.1939	0.9341	48.5585	0.7253	0.6421	0.4976	0.6899	0.3925	0.4943	79.7672	0.0015	0.0015	0.4012	86.0978	-0.5377	-0.6137	-0.6156	-0.4420	0.2445	-0.3139	0.7018	0.8881	0.7172	0.9030	0.6967	0.8993	0.6200	0.8727	0.2275	0.5556	0.5473	0.8512
850	0.7324	0.5967	77.3347	0.0015	0.1646	0.8994	30.8301	0.7552	0.7160	0.6080	0.7402	0.4888	0.5573	79.7259	0.0018	0.0018	0.1431	65.5222	-0.6744	-0.7656	-0.7350	-0.5466	0.1788	-0.3319	0.6208	0.8638	0.6461	0.8775	0.6439	0.8801	0.5641	0.8528	0.2664	0.6399	0.4543	0.8072
1275	0.7517	0.6137	77.2924	0.0014	0.1518	0.8920	28.0406	0.7438	0.7129	0.5924	0.7281	0.5083	0.5509	79.7167	0.0019	0.0019	0.0655	67.3407	-0.6599	-0.7805	-0.7419	-0.5300	0.1986	-0.2991	0.6554	0.8793	0.7114	0.9019	0.7160	0.9072	0.6050	0.8699	0.2642	0.6475	0.4602	0.8213
1700	0.7722	0.6183	77.2905	0.0014	0.1593	0.9040	33.1162	0.7576	0.7324	0.6334	0.7339	0.5313	0.5943	79.7363	0.0017	0.0017	0.4345	74.8347	-0.6987	-0.8002	-0.7748	-0.5610	0.2491	-0.3909	0.6756	0.8902	0.7112	0.9029	0.7261	0.9104	0.6346	0.8830	0.2851	0.6819	0.5669	0.8545
2125	0.7639	0.6084	77.3385	0.0017	0.1769	0.9244	48.3770	0.7464	0.7275	0.6544	0.7290	0.5210	0.5998	79.7527	0.0016	0.0016	0.6452	84.0242	-0.6880	-0.7863	-0.7591	-0.5751	0.1881	-0.4575	0.6609	0.8814	0.6931	0.8960	0.6905	0.9002	0.6149	0.8703	0.2585	0.6431	0.5422	0.8463
2550	0.7653	0.6122	77.4029	0.0020	0.2029	0.9648	68.5784	0.7491	0.7164	0.6425	0.7233	0.4575	0.5862	79.8062	0.0013	0.0013	0.9325	97.4516	-0.6786	-0.7638	-0.7423	-0.5559	0.3349	-0.4170	0.7097	0.8997	0.7266	0.9103	0.7252	0.9150	0.6332	0.8852	0.2318	0.5856	0.5785	0.8667
2975	0.7733	0.6160	77.5877	0.0030	0.2953	0.9977	101.0330	0.7470	0.6827	0.6184	0.7228	0.2161	0.5075	79.8721	0.0008	0.0008	1.0000	112.4667	-0.6339	-0.7390	-0.7145	-0.4899	0.3653	-0.3224	0.6821	0.8963	0.7064	0.9107	0.6983	0.9114	0.6117	0.8795	0.1832	0.4439	0.5202	0.8389
3400	0.7688	0.6155	77.8018	0.0042	0.3928	0.9991	123.3364	0.7181	0.6172	0.5462	0.6717	0.0687	0.4802	79.9387	0.0004	0.0004	1.0000	127.5534	-0.5194	-0.6183	-0.6021	-0.3558	0.2398	-0.2936	0.7049	0.9016	0.7080	0.9108	0.6903	0.9002	0.6322	0.8813	0.1688	0.3861	0.4998	0.8276
3825	0.5267	0.4808	77.9453	0.0034	0.3016	0.9997	138.3474	0.5260	0.3710	0.3288	0.4490	-0.1178	0.0762	79.9857	0.0001	0.0001	1.0000	138.8911	-0.1551	-0.2072	-0.2145	-0.0261	0.0644	0.0665	0.3737	0.7427	0.4108	0.7429	0.4222	0.7480	0.2942	0.6565	0.1640	0.3649	0.2048	0.4761
4250	0.4554	0.3788	77.9479	0.0030	0.2538	1.0000	138.7594	0.5272	0.3243	0.2980	0.4030	0.1367	0.1843	79.9872	0.0001	0.0001	1.0000	138.8558	-0.1416	-0.2455	-0.3183	-0.0487	-0.0899	-0.1260	0.4341	0.7726	0.3752	0.7244	0.3654	0.7164	0.3313	0.6839	0.2567	0.5740	0.2700	0.5960
