batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.4566	0.2111	6.8138	0.0264	0.1559	1.0000	16.0000	0.2042	0.1171	-0.1089	0.1643	-0.0548	-0.1889	0.0894	-0.1184	-0.1767	0.2008	0.0791	-0.1310	6.8266	0.0249	0.1459	1.0000	16.0000	0.1429	0.0283	-0.1085	0.1084	-0.0553	-0.1480	0.0423	-0.0870	-0.1562	0.1415	0.0165	-0.1110	0.6615	0.5499	0.6437	0.5393	0.5562	0.4511	0.6649	0.5545
762	0.4962	0.2607	6.8096	0.0271	0.1747	1.0000	16.0000	0.2362	0.0824	-0.1854	0.2031	-0.0379	-0.2446	0.1353	-0.1263	-0.2266	0.2308	0.0222	-0.2105	6.8230	0.0252	0.1633	1.0000	16.0000	0.1671	0.0641	-0.1512	0.1422	-0.0670	-0.2025	0.0790	-0.1061	-0.2029	0.1649	0.0132	-0.1793	0.6726	0.5722	0.6668	0.5621	0.6305	0.5343	0.6616	0.5603
1143	0.5230	0.2847	6.8064	0.0286	0.1814	1.0000	16.0000	0.2539	0.0495	-0.2079	0.2191	-0.0392	-0.2690	0.1649	-0.0897	-0.2315	0.2361	0.0033	-0.2181	6.8200	0.0268	0.1860	1.0000	16.0000	0.1844	0.0729	-0.1663	0.1513	-0.0448	-0.2240	0.0995	-0.1167	-0.2301	0.1714	0.0442	-0.1874	0.6584	0.5623	0.6641	0.5732	0.6756	0.5889	0.6671	0.5830
1524	0.5519	0.3139	6.8028	0.0299	0.2028	1.0000	16.0000	0.2606	0.0964	-0.2202	0.2199	-0.0383	-0.2909	0.1712	-0.0913	-0.2540	0.2563	0.0019	-0.2569	6.8163	0.0279	0.2075	1.0000	16.0000	0.1861	0.0916	-0.1750	0.1527	-0.0127	-0.2373	0.1074	-0.0703	-0.2391	0.1823	0.0559	-0.1971	0.6465	0.5550	0.6532	0.5691	0.6763	0.6048	0.6395	0.5463
1905	0.5754	0.3551	6.8018	0.0308	0.2102	1.0000	16.0000	0.2796	0.0680	-0.2635	0.2331	-0.0284	-0.3126	0.1770	-0.0713	-0.2764	0.2596	0.0746	-0.2150	6.8157	0.0288	0.2128	1.0000	16.0000	0.2011	0.0415	-0.2151	0.1607	-0.0394	-0.2644	0.1123	-0.0793	-0.2616	0.1768	-0.0206	-0.2196	0.6683	0.5816	0.6675	0.5798	0.6892	0.6137	0.6768	0.5907
2286	0.5966	0.3923	6.7996	0.0321	0.2180	1.0000	16.0000	0.2827	0.0580	-0.2947	0.2382	-0.0229	-0.3359	0.1842	-0.0633	-0.2941	0.2665	0.0937	-0.2225	6.8136	0.0300	0.2162	1.0000	16.0000	0.1976	0.0049	-0.2562	0.1651	-0.0860	-0.2954	0.1180	-0.1190	-0.2754	0.1911	-0.0022	-0.2418	0.6608	0.5803	0.6633	0.5811	0.6926	0.6129	0.7141	0.6501
2667	0.6146	0.4104	6.7971	0.0326	0.2401	1.0000	16.0000	0.2896	0.0491	-0.3164	0.2472	-0.0341	-0.3624	0.1844	-0.0838	-0.3186	0.2821	0.0623	-0.2833	6.8113	0.0307	0.2228	1.0000	16.0000	0.2090	0.0074	-0.2798	0.1723	-0.0916	-0.3260	0.1151	-0.1323	-0.3076	0.1874	-0.1099	-0.3012	0.6551	0.5829	0.6619	0.5909	0.6933	0.6179	0.7274	0.6532
3048	0.6287	0.4313	6.7950	0.0336	0.2462	1.0000	16.0000	0.2911	-0.0082	-0.3531	0.2553	-0.0594	-0.3821	0.1906	-0.0928	-0.3213	0.2738	0.0165	-0.3110	6.8094	0.0314	0.2334	1.0000	16.0000	0.2080	-0.0142	-0.3183	0.1791	-0.0734	-0.3472	0.1218	-0.1124	-0.3126	0.1975	-0.0589	-0.3066	0.6539	0.5903	0.6596	0.5932	0.6883	0.6163	0.7075	0.6383
3429	0.6507	0.4566	6.7928	0.0347	0.2609	1.0000	16.0000	0.2954	-0.0170	-0.3673	0.2550	-0.0852	-0.3984	0.1914	-0.1076	-0.3349	0.2812	-0.0098	-0.3395	6.8072	0.0325	0.2488	1.0000	16.0000	0.2035	0.0070	-0.3375	0.1749	-0.0704	-0.3717	0.1237	-0.0889	-0.3182	0.1897	-0.0529	-0.3235	0.6512	0.5890	0.6515	0.5903	0.6773	0.6077	0.7028	0.6458
3810	0.6610	0.4830	6.7884	0.0353	0.2888	1.0000	16.0000	0.3026	0.0357	-0.3213	0.2753	-0.0627	-0.3835	0.1957	-0.1078	-0.3211	0.2940	0.0063	-0.3046	6.8028	0.0333	0.2809	1.0000	16.0000	0.2192	0.0377	-0.2780	0.1973	-0.0561	-0.3528	0.1320	-0.1097	-0.3105	0.2100	-0.0340	-0.3048	0.6554	0.5928	0.6679	0.6058	0.6896	0.6213	0.7229	0.6700
