batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0085	0.0001	77.9507	0.0001	0.0142	0.8213	128.0460	-0.0338	0.0269	0.0286	-0.0260	-0.0184	0.0544	79.9876	0.0001	0.0001	0.0000	128.0272	-0.3047	-0.1046	-0.2309	-0.0760	-0.0756	-0.0671	0.2288	0.5306	0.2149	0.4929	0.2046	0.4697	0.2071	0.4791	0.2989	0.6007	0.2049	0.4591
850	0.0085	0.0001	77.9518	0.0001	0.0127	0.8313	129.0148	0.0034	-0.0196	0.0186	0.0053	0.0481	0.0025	79.9887	0.0001	0.0001	0.0000	129.0000	0.0991	-0.2054	-0.5021	0.3039	-0.0402	0.0573	0.2073	0.4781	0.2111	0.4870	0.1973	0.4558	0.2100	0.4839	0.2544	0.5211	0.2230	0.4789
1275	0.0085	0.0001	77.9508	0.0001	0.0136	0.8378	129.0142	-0.0147	0.0667	0.0622	-0.0433	0.0240	0.0394	79.9877	0.0001	0.0001	0.0000	129.0000	-0.0530	-0.4080	-0.2684	0.1022	0.1380	0.1977	0.2191	0.5260	0.2232	0.5135	0.2118	0.5020	0.2200	0.5222	0.2322	0.5306	0.2239	0.5087
1700	0.0116	0.0038	77.9306	0.0003	0.0195	0.8670	105.3364	0.1729	0.2556	0.2531	-0.0334	0.1252	0.1768	79.9704	0.0002	0.0002	0.0000	109.9839	-0.5034	-0.4611	-0.4654	-0.1497	-0.0599	-0.1528	0.2752	0.5860	0.2931	0.6189	0.2885	0.6144	0.2058	0.4676	0.2758	0.5802	0.2799	0.5963
2125	0.0642	0.0213	77.8725	0.0008	0.0592	0.8582	64.8787	0.3289	0.3464	0.2985	0.2787	0.1391	0.2278	79.9319	0.0005	0.0004	0.0000	77.1573	-0.1689	-0.1828	-0.1670	-0.1125	-0.2857	-0.3184	0.3389	0.6673	0.3572	0.6897	0.3570	0.6879	0.3000	0.6257	0.2835	0.6207	0.3385	0.6696
2550	0.1045	0.0608	77.8215	0.0012	0.0993	0.8702	49.5250	0.2481	0.3647	0.3236	0.1824	0.0497	0.2051	79.8815	0.0008	0.0008	0.0000	64.1704	-0.2682	-0.3617	-0.3880	-0.2174	-0.1601	-0.2457	0.2781	0.6014	0.4045	0.7405	0.4078	0.7511	0.2647	0.5634	0.2954	0.6369	0.3682	0.6974
2975	0.2216	0.1462	77.7625	0.0017	0.1248	0.8611	34.9662	0.4059	0.4404	0.3528	0.3486	0.0427	0.2167	79.8606	0.0009	0.0009	0.0000	48.5393	-0.4323	-0.5558	-0.4863	-0.2597	-0.0446	-0.2269	0.3425	0.6812	0.3966	0.7490	0.3994	0.7593	0.3161	0.6441	0.2971	0.6271	0.3885	0.7193
3400	0.3000	0.2218	77.7229	0.0018	0.1455	0.8665	32.1063	0.5310	0.5059	0.4260	0.4448	-0.0166	0.2688	79.8631	0.0009	0.0009	0.0000	50.9879	-0.4496	-0.5175	-0.4518	-0.2964	0.1343	-0.0886	0.4187	0.7571	0.4451	0.7858	0.4520	0.7973	0.3865	0.7269	0.2498	0.5801	0.3986	0.7334
3825	0.3838	0.2840	77.6864	0.0019	0.1616	0.8690	28.6503	0.5268	0.5045	0.3881	0.4522	0.0699	0.2777	79.8380	0.0011	0.0011	0.0000	45.1663	-0.4990	-0.6128	-0.5458	-0.3381	0.0937	-0.2174	0.4086	0.7373	0.4627	0.7967	0.4715	0.8067	0.3699	0.7148	0.2755	0.6147	0.4500	0.7673
4250	0.3972	0.2941	77.6858	0.0019	0.1663	0.8716	29.1926	0.5465	0.5207	0.4299	0.5115	0.0336	0.2941	79.8514	0.0010	0.0010	0.0000	46.2036	-0.4327	-0.5658	-0.5278	-0.2664	0.0366	-0.2228	0.4219	0.7591	0.4788	0.8095	0.4936	0.8211	0.3707	0.7253	0.2644	0.5947	0.4395	0.7655
