batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.7227	0.5910	77.3967	0.0019	0.1927	0.9307	51.7753	0.7123	0.6536	0.5445	0.6904	0.4138	0.5162	79.7519	0.0016	0.0016	0.5202	87.9476	-0.5341	-0.5977	-0.5763	-0.4395	0.2132	-0.3240	0.6620	0.8691	0.6996	0.8853	0.7034	0.8877	0.6006	0.8579	0.2428	0.5919	0.5271	0.8371
850	0.7156	0.5901	77.3479	0.0016	0.1705	0.8886	33.3673	0.7366	0.7062	0.6112	0.7110	0.4271	0.5124	79.7311	0.0017	0.0018	0.0040	63.6371	-0.6653	-0.7733	-0.7335	-0.5428	0.1325	-0.3721	0.6136	0.8646	0.6288	0.8756	0.6013	0.8638	0.5560	0.8544	0.2418	0.6003	0.4536	0.7995
1275	0.7594	0.6111	77.2970	0.0014	0.1592	0.8881	28.5813	0.7625	0.7282	0.6208	0.7379	0.5362	0.5880	79.7271	0.0018	0.0018	0.0464	67.1421	-0.6636	-0.7713	-0.7383	-0.5517	0.2319	-0.3444	0.6497	0.8877	0.6862	0.9021	0.6938	0.9060	0.5749	0.8720	0.2780	0.6695	0.4880	0.8336
1700	0.7682	0.6079	77.2928	0.0014	0.1515	0.9014	34.6628	0.7570	0.7389	0.6586	0.7389	0.5407	0.6050	79.7210	0.0018	0.0018	0.3165	75.2550	-0.7079	-0.7940	-0.7711	-0.6029	0.2179	-0.4373	0.6650	0.8792	0.7049	0.8968	0.7158	0.9042	0.6011	0.8710	0.2922	0.6868	0.5767	0.8610
2125	0.7688	0.6258	77.3346	0.0017	0.1825	0.9278	49.6705	0.7404	0.7136	0.6348	0.7193	0.5096	0.6073	79.7685	0.0015	0.0015	0.6845	87.9587	-0.7059	-0.8100	-0.7938	-0.5640	0.2855	-0.4377	0.7111	0.8954	0.7467	0.9079	0.7489	0.9139	0.6615	0.8848	0.2641	0.6427	0.5743	0.8650
2550	0.7688	0.6162	77.4338	0.0021	0.2213	0.9733	74.3801	0.7431	0.7071	0.6263	0.7260	0.4132	0.5526	79.8199	0.0012	0.0012	0.9627	98.2359	-0.6612	-0.7602	-0.7408	-0.5342	0.3678	-0.3122	0.7180	0.9056	0.7323	0.9178	0.7253	0.9184	0.6789	0.8974	0.2092	0.5282	0.4980	0.8432
2975	0.7730	0.6204	77.6550	0.0033	0.3128	0.9991	109.8545	0.7311	0.6483	0.5840	0.6960	0.1474	0.4954	79.8924	0.0007	0.0007	1.0000	118.4173	-0.6132	-0.6978	-0.6674	-0.4796	0.3816	-0.3320	0.6896	0.8987	0.7059	0.9087	0.6792	0.9011	0.6408	0.8843	0.1752	0.4065	0.5600	0.8493
3400	0.7690	0.6414	77.8711	0.0046	0.4292	0.9997	129.5716	0.6826	0.5520	0.4777	0.6104	0.0216	0.3937	79.9617	0.0003	0.0003	1.0000	132.4879	-0.5049	-0.5754	-0.5655	-0.3566	0.2105	-0.2329	0.7301	0.9064	0.7267	0.9060	0.7082	0.8996	0.6496	0.8865	0.1731	0.4123	0.5194	0.8276
3825	0.5707	0.4817	77.9449	0.0037	0.3212	0.9991	138.7082	0.5774	0.3842	0.3376	0.4785	0.0464	0.1975	79.9869	0.0001	0.0001	1.0000	139.7107	-0.3363	-0.3425	-0.3985	-0.1601	0.0460	-0.0808	0.6011	0.8461	0.5656	0.8122	0.5094	0.7882	0.4709	0.8040	0.2563	0.5818	0.3622	0.6956
4250	0.3486	0.2679	77.9472	0.0022	0.1800	0.9994	137.4699	0.4905	0.3010	0.2819	0.3544	0.2782	0.2823	79.9867	0.0001	0.0001	1.0000	138.2298	-0.2605	-0.3862	-0.3171	-0.1248	-0.3667	-0.3764	0.5253	0.7983	0.4928	0.7727	0.4964	0.7806	0.3776	0.7167	0.4607	0.7548	0.4759	0.7609
