batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.3347	0.2498	77.8487	0.0000	0.0005	0.9901	25861.5014	0.2438	0.2438	0.2438	0.2438	79.9336	0.0000	0.0000	0.9768	26152.6583	-0.7248	-0.7248	-0.7248	-0.7248	0.3092	0.6530	0.3092	0.6530	0.3092	0.6530	0.3092	0.6530
850	0.6912	0.5429	77.2322	0.0000	0.0008	0.8531	207.6557	0.6892	0.6892	0.6892	0.6892	79.4815	0.0000	0.0000	0.0202	509.4194	-0.8621	-0.8621	-0.8621	-0.8621	0.4700	0.7854	0.4700	0.7854	0.4700	0.7854	0.4700	0.7854
1275	0.7361	0.5945	77.1029	0.0000	0.0007	0.8233	19.6460	0.7622	0.7622	0.7622	0.7622	79.3815	0.0000	0.0000	0.0081	217.0726	-0.8843	-0.8843	-0.8843	-0.8843	0.5119	0.8250	0.5119	0.8250	0.5119	0.8250	0.5119	0.8250
1700	0.7537	0.6188	77.0793	0.0000	0.0006	0.8270	40.5634	0.8035	0.8035	0.8035	0.8035	79.3631	0.0000	0.0000	0.0020	140.8296	-0.8827	-0.8827	-0.8827	-0.8827	0.5362	0.8415	0.5362	0.8415	0.5362	0.8415	0.5362	0.8415
2125	0.7449	0.5940	77.0728	0.0000	0.0007	0.8253	17.5733	0.8124	0.8124	0.8124	0.8124	79.3633	0.0000	0.0000	0.0030	149.3427	-0.8915	-0.8915	-0.8915	-0.8915	0.5741	0.8476	0.5741	0.8476	0.5741	0.8476	0.5741	0.8476
2550	0.7571	0.6092	77.0515	0.0000	0.0006	0.8199	3.9233	0.8170	0.8170	0.8170	0.8170	79.3476	0.0000	0.0000	0.0000	11.2843	-0.8818	-0.8818	-0.8818	-0.8818	0.5708	0.8638	0.5708	0.8638	0.5708	0.8638	0.5708	0.8638
2975	0.7676	0.6114	77.0461	0.0000	0.0006	0.8205	6.7662	0.8292	0.8292	0.8292	0.8292	79.3388	0.0000	0.0000	0.0010	49.3891	-0.8888	-0.8888	-0.8888	-0.8888	0.5700	0.8645	0.5700	0.8645	0.5700	0.8645	0.5700	0.8645
3400	0.7736	0.6071	77.0426	0.0000	0.0006	0.8224	1.7690	0.8369	0.8369	0.8369	0.8369	79.3210	0.0000	0.0000	0.0000	5.1855	-0.8852	-0.8852	-0.8852	-0.8852	0.5816	0.8635	0.5816	0.8635	0.5816	0.8635	0.5816	0.8635
3825	0.7656	0.6121	77.0470	0.0000	0.0006	0.8134	1.8310	0.8322	0.8322	0.8322	0.8322	79.3347	0.0000	0.0000	0.0000	4.8468	-0.8891	-0.8891	-0.8891	-0.8891	0.5647	0.8644	0.5647	0.8644	0.5647	0.8644	0.5647	0.8644
4250	0.7509	0.5977	77.0497	0.0000	0.0007	0.8091	4.2895	0.8139	0.8139	0.8139	0.8139	79.3421	0.0000	0.0000	0.0000	21.1512	-0.8728	-0.8728	-0.8728	-0.8728	0.5884	0.8636	0.5884	0.8636	0.5884	0.8636	0.5884	0.8636
4675	0.7602	0.5959	77.0410	0.0000	0.0006	0.8088	1.7293	0.8086	0.8086	0.8086	0.8086	79.3007	0.0000	0.0000	0.0010	24.0464	-0.9000	-0.9000	-0.9000	-0.9000	0.5587	0.8512	0.5587	0.8512	0.5587	0.8512	0.5587	0.8512
5100	0.7588	0.5902	77.0290	0.0000	0.0006	0.8045	1.5932	0.8103	0.8103	0.8103	0.8103	79.2844	0.0000	0.0000	0.0000	4.2893	-0.8952	-0.8952	-0.8952	-0.8952	0.5881	0.8596	0.5881	0.8596	0.5881	0.8596	0.5881	0.8596
5525	0.7662	0.6109	77.0297	0.0000	0.0006	0.8114	1.6082	0.8201	0.8201	0.8201	0.8201	79.2947	0.0000	0.0000	0.0000	6.6613	-0.8940	-0.8940	-0.8940	-0.8940	0.5823	0.8678	0.5823	0.8678	0.5823	0.8678	0.5823	0.8678
5950	0.7679	0.6085	77.0247	0.0000	0.0006	0.8122	1.5489	0.8286	0.8286	0.8286	0.8286	79.2824	0.0000	0.0000	0.0000	3.9859	-0.8918	-0.8918	-0.8918	-0.8918	0.5862	0.8712	0.5862	0.8712	0.5862	0.8712	0.5862	0.8712
6375	0.7699	0.6146	77.0223	0.0000	0.0006	0.8114	1.5355	0.8287	0.8287	0.8287	0.8287	79.2846	0.0000	0.0000	0.0000	3.9839	-0.8932	-0.8932	-0.8932	-0.8932	0.5974	0.8746	0.5974	0.8746	0.5974	0.8746	0.5974	0.8746
6800	0.7693	0.6055	77.0226	0.0000	0.0006	0.8111	1.5278	0.8312	0.8312	0.8312	0.8312	79.2810	0.0000	0.0000	0.0000	4.0000	-0.8991	-0.8991	-0.8991	-0.8991	0.5962	0.8733	0.5962	0.8733	0.5962	0.8733	0.5962	0.8733
7225	0.7699	0.6019	77.0215	0.0000	0.0006	0.8108	1.5213	0.8313	0.8313	0.8313	0.8313	79.2796	0.0000	0.0000	0.0000	3.9415	-0.9004	-0.9004	-0.9004	-0.9004	0.5975	0.8751	0.5975	0.8751	0.5975	0.8751	0.5975	0.8751
7650	0.7724	0.6122	77.0212	0.0000	0.0006	0.8114	1.5139	0.8306	0.8306	0.8306	0.8306	79.2850	0.0000	0.0000	0.0000	3.9637	-0.8932	-0.8932	-0.8932	-0.8932	0.5993	0.8775	0.5993	0.8775	0.5993	0.8775	0.5993	0.8775
8075	0.7730	0.6044	77.0207	0.0000	0.0006	0.8125	1.5082	0.8316	0.8316	0.8316	0.8316	79.2789	0.0000	0.0000	0.0000	3.8831	-0.8931	-0.8931	-0.8931	-0.8931	0.5964	0.8762	0.5964	0.8762	0.5964	0.8762	0.5964	0.8762
