batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9155	0.0664	16.8271	0.0261	0.2284	0.9967	15.8578	0.5137	-0.2824	-0.2947	0.5137	-0.2824	-0.2947	0.5137	-0.2824	-0.2947	0.5137	-0.2824	-0.2947	16.9065	0.0291	0.1764	0.9975	16.4419	0.1572	-0.1070	-0.3175	0.1572	-0.1070	-0.3175	0.1572	-0.1070	-0.3175	0.1572	-0.1070	-0.3175	0.6470	0.9449	0.6470	0.9449	0.6470	0.9449	0.6470	0.9449
272	0.9039	0.1071	16.6230	0.0143	0.1882	0.9977	9.8576	0.5130	-0.2951	-0.3777	0.5130	-0.2951	-0.3777	0.5130	-0.2951	-0.3777	0.5130	-0.2951	-0.3777	16.7271	0.0169	0.1384	0.9966	12.3477	0.1010	-0.2211	-0.4342	0.1010	-0.2211	-0.4342	0.1010	-0.2211	-0.4342	0.1010	-0.2211	-0.4342	0.8291	0.9687	0.8291	0.9687	0.8291	0.9687	0.8291	0.9687
408	0.9011	0.1493	16.5590	0.0102	0.1666	0.9971	7.2952	0.5162	-0.3251	-0.4022	0.5162	-0.3251	-0.4022	0.5162	-0.3251	-0.4022	0.5162	-0.3251	-0.4022	16.6663	0.0130	0.1250	0.9970	10.2725	0.0966	-0.2518	-0.4991	0.0966	-0.2518	-0.4991	0.0966	-0.2518	-0.4991	0.0966	-0.2518	-0.4991	0.7301	0.9378	0.7301	0.9378	0.7301	0.9378	0.7301	0.9378
544	0.8939	0.1546	16.5444	0.0091	0.1626	0.9972	6.8870	0.5182	-0.3005	-0.3983	0.5182	-0.3005	-0.3983	0.5182	-0.3005	-0.3983	0.5182	-0.3005	-0.3983	16.6288	0.0110	0.1313	0.9957	9.3625	0.0999	-0.1654	-0.4768	0.0999	-0.1654	-0.4768	0.0999	-0.1654	-0.4768	0.0999	-0.1654	-0.4768	0.6965	0.9286	0.6965	0.9286	0.6965	0.9286	0.6965	0.9286
680	0.9262	0.1741	16.4393	0.0057	0.2212	0.9926	4.2963	0.5432	-0.2848	-0.3802	0.5432	-0.2848	-0.3802	0.5432	-0.2848	-0.3802	0.5432	-0.2848	-0.3802	16.4931	0.0072	0.1821	0.9929	5.9390	0.1539	-0.1789	-0.4732	0.1539	-0.1789	-0.4732	0.1539	-0.1789	-0.4732	0.1539	-0.1789	-0.4732	0.5727	0.9050	0.5727	0.9050	0.5727	0.9050	0.5727	0.9050
816	0.9121	0.1893	16.4778	0.0068	0.1951	0.9928	5.0631	0.5386	-0.2484	-0.3529	0.5386	-0.2484	-0.3529	0.5386	-0.2484	-0.3529	0.5386	-0.2484	-0.3529	16.5227	0.0075	0.1780	0.9925	6.3541	0.1462	-0.0031	-0.4224	0.1462	-0.0031	-0.4224	0.1462	-0.0031	-0.4224	0.1462	-0.0031	-0.4224	0.5635	0.9070	0.5635	0.9070	0.5635	0.9070	0.5635	0.9070
952	0.9058	0.1852	16.4755	0.0066	0.2167	0.9923	4.9250	0.5409	-0.2280	-0.3200	0.5409	-0.2280	-0.3200	0.5409	-0.2280	-0.3200	0.5409	-0.2280	-0.3200	16.5093	0.0071	0.1942	0.9904	5.8417	0.1608	-0.0127	-0.3921	0.1608	-0.0127	-0.3921	0.1608	-0.0127	-0.3921	0.1608	-0.0127	-0.3921	0.4823	0.8885	0.4823	0.8885	0.4823	0.8885	0.4823	0.8885
1088	0.9269	0.2087	16.3952	0.0039	0.2597	0.9859	3.1574	0.5644	-0.2194	-0.3123	0.5644	-0.2194	-0.3123	0.5644	-0.2194	-0.3123	0.5644	-0.2194	-0.3123	16.4168	0.0043	0.2213	0.9843	3.7753	0.2050	-0.0461	-0.4022	0.2050	-0.0461	-0.4022	0.2050	-0.0461	-0.4022	0.2050	-0.0461	-0.4022	0.3894	0.8590	0.3894	0.8590	0.3894	0.8590	0.3894	0.8590
1224	0.9153	0.2028	16.4223	0.0047	0.2470	0.9866	3.6637	0.5580	-0.2074	-0.2821	0.5580	-0.2074	-0.2821	0.5580	-0.2074	-0.2821	0.5580	-0.2074	-0.2821	16.4442	0.0051	0.2210	0.9841	4.2447	0.2037	-0.0952	-0.3531	0.2037	-0.0952	-0.3531	0.2037	-0.0952	-0.3531	0.2037	-0.0952	-0.3531	0.3911	0.8604	0.3911	0.8604	0.3911	0.8604	0.3911	0.8604
1360	0.9125	0.1991	16.4132	0.0043	0.2658	0.9842	3.4067	0.5631	-0.2022	-0.2606	0.5631	-0.2022	-0.2606	0.5631	-0.2022	-0.2606	0.5631	-0.2022	-0.2606	16.4324	0.0047	0.2357	0.9795	3.9065	0.2212	-0.1180	-0.3364	0.2212	-0.1180	-0.3364	0.2212	-0.1180	-0.3364	0.2212	-0.1180	-0.3364	0.3536	0.8448	0.3536	0.8448	0.3536	0.8448	0.3536	0.8448
1496	0.9184	0.2036	16.3833	0.0031	0.2865	0.9787	2.7804	0.5774	-0.2002	-0.2516	0.5774	-0.2002	-0.2516	0.5774	-0.2002	-0.2516	0.5774	-0.2002	-0.2516	16.3987	0.0034	0.2543	0.9757	3.1999	0.2478	-0.1189	-0.3246	0.2478	-0.1189	-0.3246	0.2478	-0.1189	-0.3246	0.2478	-0.1189	-0.3246	0.3362	0.8345	0.3362	0.8345	0.3362	0.8345	0.3362	0.8345
1632	0.9100	0.1997	16.3974	0.0035	0.2867	0.9796	2.9853	0.5728	-0.1957	-0.2282	0.5728	-0.1957	-0.2282	0.5728	-0.1957	-0.2282	0.5728	-0.1957	-0.2282	16.4139	0.0038	0.2534	0.9745	3.3950	0.2520	-0.1219	-0.2759	0.2520	-0.1219	-0.2759	0.2520	-0.1219	-0.2759	0.2520	-0.1219	-0.2759	0.3251	0.8270	0.3251	0.8270	0.3251	0.8270	0.3251	0.8270
1768	0.9130	0.2022	16.3799	0.0028	0.2965	0.9766	2.6079	0.5834	-0.1974	-0.2177	0.5834	-0.1974	-0.2177	0.5834	-0.1974	-0.2177	0.5834	-0.1974	-0.2177	16.3945	0.0031	0.2593	0.9725	2.9991	0.2712	-0.1228	-0.2706	0.2712	-0.1228	-0.2706	0.2712	-0.1228	-0.2706	0.2712	-0.1228	-0.2706	0.3188	0.8217	0.3188	0.8217	0.3188	0.8217	0.3188	0.8217
1904	0.9136	0.1903	16.3734	0.0025	0.3001	0.9747	2.4668	0.5876	-0.1954	-0.2094	0.5876	-0.1954	-0.2094	0.5876	-0.1954	-0.2094	0.5876	-0.1954	-0.2094	16.3876	0.0028	0.2675	0.9688	2.8160	0.2837	-0.1259	-0.2425	0.2837	-0.1259	-0.2425	0.2837	-0.1259	-0.2425	0.2837	-0.1259	-0.2425	0.3127	0.8174	0.3127	0.8174	0.3127	0.8174	0.3127	0.8174
2040	0.9092	0.1877	16.3762	0.0025	0.3103	0.9738	2.4756	0.5879	-0.1916	-0.1920	0.5879	-0.1916	-0.1920	0.5879	-0.1916	-0.1920	0.5879	-0.1916	-0.1920	16.3906	0.0028	0.2698	0.9675	2.8219	0.2904	-0.1469	-0.2193	0.2904	-0.1469	-0.2193	0.2904	-0.1469	-0.2193	0.2904	-0.1469	-0.2193	0.3052	0.8109	0.3052	0.8109	0.3052	0.8109	0.3052	0.8109
2176	0.9112	0.1886	16.3677	0.0022	0.3188	0.9716	2.3149	0.5935	-0.1919	-0.1892	0.5935	-0.1919	-0.1892	0.5935	-0.1919	-0.1892	0.5935	-0.1919	-0.1892	16.3813	0.0025	0.2712	0.9654	2.6420	0.3008	-0.1237	-0.2127	0.3008	-0.1237	-0.2127	0.3008	-0.1237	-0.2127	0.3008	-0.1237	-0.2127	0.3054	0.8114	0.3054	0.8114	0.3054	0.8114	0.3054	0.8114
2312	0.9092	0.1872	16.3681	0.0022	0.3198	0.9711	2.3010	0.5943	-0.1911	-0.1812	0.5943	-0.1911	-0.1812	0.5943	-0.1911	-0.1812	0.5943	-0.1911	-0.1812	16.3819	0.0025	0.2669	0.9650	2.6252	0.3054	-0.1443	-0.1974	0.3054	-0.1443	-0.1974	0.3054	-0.1443	-0.1974	0.3054	-0.1443	-0.1974	0.3014	0.8075	0.3014	0.8075	0.3014	0.8075	0.3014	0.8075
