batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.8973	0.0768	17.2247	0.0411	0.0811	1.0000	19.0000	0.2139	-0.1685	-0.1657	0.1912	-0.1699	-0.1911	0.1163	-0.1762	-0.1794	0.2027	-0.1512	-0.1753	17.2101	0.0418	0.0710	1.0000	19.0000	0.2261	-0.0952	-0.1741	0.1929	-0.2114	-0.2197	0.1504	-0.0991	-0.0925	0.2256	-0.1368	-0.1930	0.1896	0.6220	0.2335	0.6616	0.2904	0.7437	0.1964	0.6351
272	0.9178	0.0951	17.2061	0.0415	0.0865	1.0000	19.0000	0.2730	-0.2140	-0.2185	0.2618	-0.2289	-0.2488	0.2055	-0.2161	-0.2525	0.2742	-0.1755	-0.2042	17.1920	0.0419	0.0739	0.9996	19.0000	0.2938	-0.1474	-0.1842	0.2780	-0.1798	-0.2070	0.2474	-0.1864	-0.2215	0.2887	-0.1803	-0.2132	0.2180	0.6206	0.2339	0.6217	0.3208	0.7219	0.1798	0.5812
408	0.8896	0.1245	17.2078	0.0399	0.1054	1.0000	19.0000	0.3320	-0.2265	-0.1594	0.3154	-0.2119	-0.1525	0.2424	-0.2478	-0.2336	0.3332	-0.1911	-0.1353	17.1893	0.0407	0.0835	0.9996	19.0000	0.3360	-0.1601	-0.2404	0.3276	-0.1601	-0.2504	0.2700	-0.1246	-0.2561	0.3443	-0.1281	-0.2224	0.1114	0.3670	0.1170	0.3955	0.1818	0.5471	0.1118	0.3699
544	0.8943	0.1395	17.1997	0.0397	0.1218	1.0000	19.0000	0.3588	-0.2238	-0.1843	0.3496	-0.2302	-0.1834	0.2882	-0.2749	-0.2479	0.3601	-0.2181	-0.1729	17.1818	0.0401	0.0797	0.9992	19.0000	0.3702	-0.1763	-0.2368	0.3636	-0.1575	-0.2469	0.3086	-0.1860	-0.2557	0.3702	-0.1430	-0.2333	0.1163	0.3958	0.1188	0.4036	0.1744	0.5251	0.1132	0.3797
680	0.8853	0.1585	17.1969	0.0390	0.1257	0.9999	19.0000	0.3901	-0.2656	-0.2174	0.3779	-0.2870	-0.2106	0.3126	-0.2943	-0.2639	0.3866	-0.2579	-0.2046	17.1789	0.0395	0.0886	0.9992	19.0000	0.3925	-0.1382	-0.2724	0.3824	-0.1947	-0.2825	0.3183	-0.2110	-0.2934	0.3909	-0.1535	-0.2728	0.1187	0.4020	0.1198	0.3995	0.1632	0.5021	0.1143	0.3814
816	0.9052	0.1867	17.1903	0.0398	0.1376	0.9998	19.0000	0.4233	-0.2528	-0.2269	0.4131	-0.2762	-0.2269	0.3338	-0.2965	-0.2792	0.4216	-0.2468	-0.2239	17.1727	0.0397	0.0915	0.9996	19.0000	0.4158	-0.1474	-0.2553	0.4082	-0.1289	-0.2781	0.3350	-0.1592	-0.2789	0.4144	-0.1759	-0.2675	0.1236	0.4301	0.1222	0.4185	0.1548	0.4904	0.1243	0.4300
952	0.9289	0.1956	17.1842	0.0407	0.1234	0.9998	19.0000	0.4483	-0.2615	-0.2516	0.4435	-0.2540	-0.2350	0.3691	-0.2614	-0.2447	0.4465	-0.2597	-0.2436	17.1675	0.0407	0.0900	0.9988	19.0000	0.4406	-0.1801	-0.2731	0.4363	-0.2046	-0.2823	0.3665	-0.2024	-0.2845	0.4396	-0.1823	-0.2717	0.1236	0.4243	0.1199	0.4038	0.1332	0.4411	0.1228	0.4169
1088	0.9207	0.2073	17.1851	0.0402	0.1389	0.9998	19.0000	0.4602	-0.2601	-0.2462	0.4547	-0.2651	-0.2397	0.3717	-0.2726	-0.2558	0.4576	-0.2583	-0.2448	17.1683	0.0403	0.0878	0.9988	19.0000	0.4534	-0.2447	-0.3281	0.4489	-0.2645	-0.3206	0.3700	-0.2386	-0.3048	0.4526	-0.2377	-0.3224	0.1258	0.4367	0.1235	0.4205	0.1495	0.4720	0.1237	0.4278
1224	0.9318	0.2049	17.1828	0.0407	0.1112	0.9995	19.0000	0.4587	-0.2461	-0.2447	0.4546	-0.2465	-0.2448	0.3795	-0.2427	-0.2333	0.4554	-0.2426	-0.2427	17.1665	0.0408	0.0818	0.9985	19.0000	0.4584	-0.1996	-0.2746	0.4545	-0.2583	-0.3110	0.3797	-0.2833	-0.3105	0.4571	-0.1996	-0.2693	0.1288	0.4373	0.1243	0.4161	0.1402	0.4393	0.1259	0.4251
1360	0.9294	0.2155	17.1833	0.0406	0.1295	0.9995	19.0000	0.4674	-0.2548	-0.2600	0.4629	-0.2591	-0.2625	0.3808	-0.2680	-0.2553	0.4641	-0.2516	-0.2605	17.1672	0.0408	0.0866	0.9992	19.0000	0.4536	-0.2531	-0.3132	0.4490	-0.2684	-0.3478	0.3741	-0.2895	-0.3140	0.4500	-0.2544	-0.3175	0.1310	0.4582	0.1264	0.4380	0.1366	0.4654	0.1297	0.4527
