batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0170	0.0033	77.9508	0.0002	0.0169	0.8551	129.0060	0.0666	0.0598	0.0016	-0.0004	0.1157	0.1010	79.9877	0.0001	0.0001	0.0000	128.9849	0.0917	0.0923	-0.2462	-0.2119	0.0140	-0.0401	0.2246	0.5110	0.2220	0.4982	0.2151	0.4880	0.2268	0.5089	0.2450	0.5445	0.2580	0.5848
850	0.0520	0.0141	77.9188	0.0006	0.0400	0.8690	102.9784	0.2788	0.2377	0.2222	0.2248	0.1237	0.1986	79.9628	0.0002	0.0002	0.0000	107.6663	-0.3941	-0.5174	-0.5518	-0.2834	-0.1010	-0.2460	0.2909	0.6054	0.2960	0.6134	0.2904	0.6127	0.2614	0.5702	0.2748	0.5895	0.3031	0.6323
1275	0.1523	0.0907	77.8099	0.0014	0.1143	0.8653	59.4966	0.3042	0.3359	0.2835	0.2483	0.1055	0.2060	79.8893	0.0007	0.0007	0.0000	70.8246	-0.4185	-0.4741	-0.4160	-0.2925	-0.0448	-0.2404	0.3422	0.6634	0.3523	0.6954	0.3286	0.6774	0.3054	0.6326	0.2571	0.5799	0.2997	0.6355
1700	0.2523	0.1776	77.6754	0.0017	0.1638	0.8500	34.8233	0.3696	0.3688	0.2837	0.3462	0.1489	0.2675	79.7855	0.0014	0.0014	0.0000	49.2046	-0.6333	-0.7106	-0.5922	-0.4815	0.0270	-0.2528	0.3441	0.6472	0.3846	0.7016	0.3794	0.7202	0.3211	0.6399	0.2968	0.6322	0.3639	0.7080
2125	0.4119	0.3085	77.5508	0.0017	0.1857	0.8477	23.1301	0.4769	0.4587	0.3495	0.4556	0.2736	0.3584	79.7071	0.0019	0.0019	0.0010	36.0050	-0.6731	-0.7651	-0.6089	-0.5017	-0.0211	-0.2857	0.3259	0.6634	0.3888	0.7167	0.3865	0.7294	0.3381	0.6683	0.3444	0.6821	0.4139	0.7469
2550	0.5224	0.4133	77.4600	0.0016	0.1850	0.8642	17.1213	0.5941	0.5505	0.4204	0.5510	0.3800	0.4333	79.6868	0.0021	0.0021	0.0000	32.3679	-0.6884	-0.7630	-0.6118	-0.4940	-0.0490	-0.3316	0.4107	0.7435	0.4532	0.7828	0.4675	0.8061	0.4068	0.7471	0.3515	0.7170	0.4684	0.7944
2975	0.5784	0.4477	77.4013	0.0015	0.1706	0.8625	14.0310	0.6442	0.6315	0.4733	0.6159	0.4548	0.5098	79.6744	0.0022	0.0022	0.0000	29.9738	-0.6793	-0.7585	-0.6439	-0.4873	-0.0720	-0.4043	0.4543	0.7736	0.4875	0.8054	0.4918	0.8153	0.4470	0.7720	0.3791	0.7364	0.5039	0.8175
3400	0.6193	0.4837	77.3861	0.0015	0.1628	0.8705	14.4366	0.6910	0.6739	0.5205	0.6541	0.5312	0.5654	79.6927	0.0020	0.0020	0.0000	33.8256	-0.6102	-0.6920	-0.6285	-0.4592	0.0036	-0.3569	0.4821	0.7946	0.5371	0.8333	0.5514	0.8506	0.4598	0.7959	0.4219	0.7784	0.5776	0.8509
3825	0.6554	0.5148	77.3974	0.0015	0.1651	0.8770	16.1026	0.6935	0.6884	0.5443	0.6580	0.5113	0.5622	79.7181	0.0018	0.0019	0.0000	35.0716	-0.5759	-0.6908	-0.6568	-0.4529	-0.0719	-0.4317	0.5001	0.8105	0.5260	0.8347	0.5296	0.8436	0.4776	0.8059	0.4072	0.7646	0.5640	0.8468
4250	0.6716	0.5263	77.4266	0.0016	0.1740	0.8818	18.4991	0.7021	0.6887	0.5410	0.6732	0.4750	0.5488	79.7446	0.0017	0.0017	0.0020	39.1603	-0.5424	-0.6409	-0.6265	-0.4048	-0.0235	-0.3734	0.5222	0.8239	0.5523	0.8519	0.5441	0.8545	0.4844	0.8155	0.3955	0.7522	0.5586	0.8519
