	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
0	[CLS] to kendte russiske historikere andronik mirganjan og igor klamkin tror ikke, at rusland kan udvikles uden en'jernnæve '. [SEP] [PAD] [PAD]	-100 18 18 1 18 9 -100 -100 16 -100 -100 -100 18 9 -100 16 -100 18 18 18 18 0 -100 18 18 18 18 18 18 -100 18 18 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1042 0.0225 0.0011 0.0113 0.0042 0.0010 0.0002 0.0003 0.0018 0.0113 0.0022 0.0121 0.0000 0.0000 0.0008 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0008 0.0507 0.0006 0.0012 0.0004 0.0000 0.0000 0.0011 0.0065 0.0004 0.0031 0.0450 0.4816 0.5590	0.4140 0.1205 0.0094 0.0752 0.0341 0.0094 0.0021 0.0027 0.0157 0.0741 0.0194 0.0857 0.0002 0.0001 0.0074 0.0004 0.0012 0.0002 0.0000 -0.0000 0.0000 0.0076 0.2556 0.0065 0.0114 0.0040 0.0003 0.0000 0.0097 0.0452 0.0036 0.0215 0.1989 1.1923 1.4317	0.0085 0.0019 0.0002 0.0031 0.0021 0.0006 0.0001 0.0002 0.0007 0.0030 0.0011 0.0038 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0047 0.0003 0.0007 0.0002 0.0000 0.0000 0.0001 0.0003 0.0000 0.0000 0.0008 0.0325 0.0636	0.1063 0.0231 0.0011 0.0118 0.0044 0.0010 0.0002 0.0003 0.0019 0.0120 0.0024 0.0131 0.0000 0.0000 0.0008 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0009 0.0517 0.0007 0.0012 0.0004 0.0000 0.0000 0.0014 0.0084 0.0007 0.0060 0.0860 0.8213 0.8997
1	[CLS] de hævder, at ruslands vej til demokrati gar gennem diktatur. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 0 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 8 18 8 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1504 0.0021 0.0715 0.0001 0.0062 0.6197 0.1815 0.3417 0.0031 0.3686 0.0051 0.0003 0.0017 0.0000 0.0003 0.0641 0.2128 0.1890 0.0859 0.0358 0.0234 0.0239 0.0283 0.0342 0.0414 0.0515 0.0664 0.0867 0.1116 0.1384 0.1624 0.1793 0.1867 0.1860 0.1810	0.5880 0.0189 0.3384 0.0007 0.0461 1.5802 0.7010 1.0910 0.0223 0.9073 0.0393 0.0028 0.0158 0.0002 0.0030 0.2759 0.7346 0.7844 0.4450 0.2183 0.1469 0.1411 0.1589 0.1891 0.2303 0.2877 0.3649 0.4597 0.5611 0.6516 0.7138 0.7403 0.7364 0.7141 0.6858	0.0097 0.0008 0.0109 0.0000 0.0016 0.0968 0.0312 0.0652 0.0002 0.0134 0.0013 0.0002 0.0007 0.0000 0.0000 0.0033 0.0244 0.0449 0.0273 0.0118 0.0061 0.0045 0.0047 0.0063 0.0096 0.0150 0.0230 0.0328 0.0426 0.0498 0.0527 0.0514 0.0476 0.0428 0.0385	0.1550 0.0025 0.0831 0.0001 0.0097 0.8612 0.2238 0.4032 0.0031 0.3715 0.0056 0.0003 0.0019 0.0000 0.0003 0.0694 0.2516 0.2340 0.1207 0.0495 0.0285 0.0263 0.0300 0.0358 0.0437 0.0558 0.0737 0.0977 0.1259 0.1539 0.1771 0.1916 0.1964 0.1934 0.1868
2	[CLS] i en af deres artikler hedder det :'i et autoritært regime lagdeles samfundet og forskellige interesser modnes. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1469 0.0013 0.0012 0.0003 0.0025 0.0323 0.0183 0.0067 0.0012 0.0002 0.0064 0.1708 0.0620 0.0442 0.0018 0.0009 0.0004 0.0039 0.0000 0.0293 0.0031 0.0092 0.0004 0.0000 0.0001 0.0031 0.0063 0.0088 0.0177 0.0394 0.0714 0.0968 0.1044 0.0997 0.0929	0.5432 0.0119 0.0113 0.0031 0.0228 0.2055 0.1264 0.0545 0.0116 0.0017 0.0435 0.6014 0.3306 0.2432 0.0157 0.0082 0.0035 0.0261 0.0005 0.1347 0.0227 0.0633 0.0039 0.0001 0.0006 0.0224 0.0432 0.0630 0.1119 0.2037 0.3110 0.3862 0.4172 0.4213 0.4208	0.0069 0.0004 0.0003 0.0001 0.0008 0.0091 0.0056 0.0025 0.0004 0.0000 0.0004 0.0165 0.0161 0.0133 0.0009 0.0004 0.0001 0.0001 0.0000 0.0002 0.0002 0.0014 0.0002 0.0000 0.0000 0.0002 0.0010 0.0022 0.0039 0.0062 0.0088 0.0112 0.0134 0.0160 0.0192	0.1460 0.0014 0.0014 0.0004 0.0032 0.0505 0.0305 0.0103 0.0014 0.0002 0.0072 0.1878 0.0705 0.0535 0.0022 0.0009 0.0004 0.0039 0.0000 0.0294 0.0032 0.0094 0.0004 0.0000 0.0001 0.0032 0.0065 0.0100 0.0203 0.0430 0.0752 0.0999 0.1069 0.1018 0.0960
3	[CLS] og nar deres repræsentanter er parate til at ga i struben pa hinanden, sa stopper en jernnæve'det. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 6 6 18 18 18 18 18 18 18	0.1066 0.0002 0.0025 0.0019 0.0012 0.0047 0.0090 0.0001 0.0010 0.0448 0.0205 0.0003 0.0407 0.0000 0.0008 0.0000 0.0000 0.0088 0.0003 0.0014 0.0009 0.0000 0.0006 0.0001 0.0003 0.1341 0.3797 0.4973 0.2243 0.0651 0.0226 0.0151 0.0186 0.0278 0.0442	0.4802 0.0018 0.0208 0.0162 0.0108 0.0305 0.0526 0.0014 0.0096 0.2476 0.1346 0.0026 0.2043 0.0005 0.0067 0.0000 0.0001 0.0594 0.0029 0.0131 0.0084 0.0003 0.0050 0.0007 0.0030 0.4346 0.7561 0.8746 0.7033 0.3188 0.1460 0.1076 0.1260 0.1776 0.2698	0.0106 0.0001 0.0006 0.0006 0.0003 0.0001 0.0001 0.0000 0.0003 0.0104 0.0075 0.0001 0.0044 0.0000 0.0001 0.0000 0.0000 0.0004 0.0001 0.0004 0.0004 0.0000 0.0000 0.0000 0.0001 0.0046 0.0108 0.0146 0.0139 0.0092 0.0064 0.0059 0.0073 0.0113 0.0197	0.1134 0.0002 0.0027 0.0021 0.0013 0.0047 0.0090 0.0001 0.0011 0.0484 0.0220 0.0003 0.0417 0.0000 0.0008 0.0000 0.0000 0.0090 0.0003 0.0019 0.0013 0.0001 0.0011 0.0001 0.0004 0.1347 0.3847 0.5068 0.2326 0.0692 0.0245 0.0164 0.0202 0.0309 0.0505
4	[CLS] pa den made skabes hele tiden betingelserne for en harmonisering af interesser og følgelig for demokratiske reformer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 -100 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1163 0.0003 0.0028 0.0096 0.0720 0.0602 0.0098 0.0052 0.0014 0.0000 0.0000 0.0108 0.0070 0.0001 0.0008 0.0000 0.0827 0.0026 0.0000 0.0001 0.0002 0.0000 0.0000 0.0001 0.0090 0.0228 0.0244 0.0179 0.0123 0.0103 0.0121 0.0181 0.0282 0.0420 0.0597	0.4751 0.0037 0.0240 0.0605 0.3444 0.3276 0.0714 0.0431 0.0132 0.0003 0.0003 0.0676 0.0537 0.0015 0.0079 0.0000 0.2990 0.0208 0.0002 0.0009 0.0015 0.0000 0.0000 0.0008 0.0575 0.1353 0.1510 0.1193 0.0891 0.0790 0.0913 0.1252 0.1774 0.2434 0.3221	0.0079 0.0002 0.0006 0.0010 0.0125 0.0227 0.0042 0.0028 0.0008 0.0000 0.0000 0.0017 0.0028 0.0001 0.0004 0.0000 0.0009 0.0005 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0007 0.0040 0.0070 0.0069 0.0060 0.0058 0.0065 0.0084 0.0112 0.0151 0.0203	0.1173 0.0004 0.0032 0.0103 0.0857 0.0844 0.0133 0.0068 0.0016 0.0000 0.0000 0.0107 0.0074 0.0001 0.0009 0.0000 0.0833 0.0027 0.0000 0.0001 0.0002 0.0000 0.0000 0.0001 0.0094 0.0265 0.0328 0.0256 0.0173 0.0136 0.0145 0.0201 0.0304 0.0455 0.0648
5	[CLS] og de tilføjede :'netop fordi vi end ikke har et kim af civilt samfund, var vi imod folkekongressen. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 9 16 18 18 18 18 18 18 18 18 18 18	0.1825 0.0002 0.0039 0.0014 0.0005 0.0001 0.1198 0.1732 0.0069 0.0001 0.0000 0.0000 0.0000 0.0237 0.0045 0.0001 0.0003 0.0040 0.0000 0.0011 0.0045 0.0043 0.1116 0.3956 0.5162 0.0100 0.0048 0.1109 0.2768 0.3295 0.3383 0.3654 0.3845 0.3615 0.3036	0.7227 0.0025 0.0300 0.0118 0.0044 0.0011 0.3990 0.6932 0.0471 0.0006 0.0000 0.0001 0.0003 0.1267 0.0360 0.0006 0.0031 0.0290 0.0005 0.0090 0.0339 0.0363 0.5656 1.4519 1.4006 0.0661 0.0381 0.5700 1.1325 1.2416 1.2232 1.2681 1.3185 1.2985 1.1895	0.0258 0.0001 0.0007 0.0002 0.0001 0.0000 0.0015 0.0176 0.0006 0.0000 0.0000 0.0000 0.0000 0.0013 0.0016 0.0000 0.0001 0.0005 0.0000 0.0001 0.0011 0.0028 0.0493 0.1399 0.0836 0.0017 0.0020 0.0400 0.0867 0.0934 0.0900 0.0924 0.0990 0.1031 0.0997	0.1870 0.0003 0.0041 0.0015 0.0005 0.0001 0.1246 0.1900 0.0077 0.0001 0.0000 0.0000 0.0000 0.0240 0.0049 0.0001 0.0003 0.0040 0.0000 0.0011 0.0045 0.0045 0.1167 0.4104 0.5243 0.0104 0.0051 0.1216 0.3374 0.4459 0.4657 0.4718 0.4615 0.4123 0.3354
6	[CLS] bortset fra illusionen om demokrati kunne den ikke give noget reelt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1802 0.7043 0.0018 0.5460 0.0493 0.0011 0.4602 0.0063 0.0001 0.0000 0.0000 0.0001 0.0001 0.0000 0.0001 0.0244 0.2793 0.4930 0.4689 0.3130 0.1856 0.1177 0.0806 0.0633 0.0612 0.0741 0.1053 0.1580 0.2243 0.2809 0.3069 0.3001 0.2730 0.2412 0.2155	0.6486 2.1579 0.0172 1.6632 0.3084 0.0109 0.9580 0.0461 0.0007 0.0002 0.0003 0.0008 0.0012 0.0001 0.0009 0.1457 0.9240 1.4165 1.4207 1.0799 0.7353 0.5278 0.4084 0.3513 0.3538 0.4208 0.5601 0.7564 0.9441 1.0456 1.0458 0.9824 0.8959 0.8132 0.7503	0.0104 0.2028 0.0014 0.1243 0.0260 0.0009 0.0424 0.0019 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0027 0.0343 0.0764 0.0773 0.0563 0.0359 0.0254 0.0215 0.0215 0.0252 0.0338 0.0487 0.0678 0.0830 0.0865 0.0790 0.0666 0.0548 0.0459 0.0404	0.1808 0.8128 0.0024 0.6335 0.0594 0.0012 0.4725 0.0062 0.0001 0.0000 0.0000 0.0001 0.0001 0.0000 0.0001 0.0251 0.3075 0.5931 0.5628 0.3634 0.2079 0.1288 0.0875 0.0686 0.0679 0.0836 0.1195 0.1782 0.2485 0.3046 0.3265 0.3148 0.2836 0.2490 0.2216
7	[CLS] det kunne den ikke helt objektivt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1987 0.0031 0.0009 0.0012 0.0007 0.0007 0.0001 0.0000 0.0000 0.0008 0.0324 0.2291 0.3327 0.3711 0.2001 0.1018 0.0982 0.1266 0.1588 0.1783 0.1857 0.1927 0.2058 0.2240 0.2422 0.2543 0.2566 0.2492 0.2361 0.2228 0.2127 0.2072 0.2056 0.2063 0.2074	0.6946 0.0261 0.0086 0.0104 0.0061 0.0056 0.0007 0.0000 0.0001 0.0079 0.1745 0.7471 1.1909 1.1873 0.8178 0.5016 0.4766 0.5598 0.6512 0.7192 0.7653 0.8078 0.8561 0.8994 0.9193 0.9079 0.8726 0.8274 0.7843 0.7510 0.7309 0.7233 0.7244 0.7291 0.7330	0.0102 0.0011 0.0005 0.0003 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0028 0.0233 0.0611 0.0648 0.0507 0.0352 0.0300 0.0308 0.0348 0.0413 0.0491 0.0575 0.0652 0.0698 0.0690 0.0632 0.0550 0.0472 0.0415 0.0381 0.0368 0.0369 0.0377 0.0384 0.0389	0.2025 0.0034 0.0010 0.0013 0.0007 0.0007 0.0001 0.0000 0.0000 0.0009 0.0334 0.2437 0.3854 0.4418 0.2689 0.1537 0.1374 0.1564 0.1814 0.1954 0.2037 0.2133 0.2278 0.2454 0.2607 0.2688 0.2674 0.2573 0.2425 0.2281 0.2177 0.2121 0.2104 0.2110 0.2120
8	[CLS] det var slet ikke pa grund af apparatets lænker. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 -100 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1733 0.0031 0.0009 0.0007 0.0002 0.0000 0.0000 0.0000 0.0009 0.0008 0.0061 0.0003 0.0000 0.0000 0.0002 0.0027 0.0127 0.0186 0.0128 0.0081 0.0075 0.0097 0.0148 0.0245 0.0411 0.0665 0.1004 0.1371 0.1678 0.1858 0.1907 0.1872 0.1816 0.1784 0.1796	0.6316 0.0254 0.0087 0.0066 0.0021 0.0001 0.0003 0.0000 0.0076 0.0070 0.0401 0.0030 0.0000 0.0000 0.0018 0.0239 0.0945 0.1302 0.0945 0.0628 0.0578 0.0715 0.1030 0.1584 0.2453 0.3648 0.5038 0.6328 0.7215 0.7582 0.7534 0.7280 0.7008 0.6836 0.6806	0.0102 0.0011 0.0004 0.0002 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0004 0.0001 0.0000 0.0000 0.0001 0.0011 0.0068 0.0106 0.0072 0.0041 0.0032 0.0037 0.0053 0.0089 0.0154 0.0251 0.0369 0.0477 0.0540 0.0547 0.0514 0.0466 0.0424 0.0397 0.0384	0.1728 0.0033 0.0010 0.0008 0.0002 0.0000 0.0000 0.0000 0.0009 0.0009 0.0064 0.0003 0.0000 0.0000 0.0002 0.0031 0.0162 0.0254 0.0173 0.0102 0.0088 0.0109 0.0163 0.0266 0.0453 0.0743 0.1126 0.1532 0.1853 0.2019 0.2040 0.1976 0.1897 0.1850 0.1853
9	[CLS] illusioner er farlige. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.1944 0.1288 0.0029 0.0002 0.0007 0.0000 0.0003 0.0108 0.0187 0.0175 0.0108 0.0073 0.0074 0.0104 0.0183 0.0343 0.0592 0.0878 0.1137 0.1345 0.1517 0.1676 0.1829 0.1973 0.2094 0.2179 0.2216 0.2213 0.2186 0.2156 0.2138 0.2138 0.2152 0.2169 0.2180	0.6969 0.6359 0.0260 0.0026 0.0070 0.0006 0.0032 0.0775 0.1261 0.1224 0.0810 0.0582 0.0587 0.0797 0.1285 0.2151 0.3314 0.4494 0.5463 0.6199 0.6778 0.7253 0.7620 0.7845 0.7914 0.7850 0.7704 0.7532 0.7383 0.7287 0.7258 0.7289 0.7357 0.7433 0.7491	0.0102 0.0399 0.0022 0.0003 0.0003 0.0000 0.0001 0.0028 0.0072 0.0083 0.0055 0.0039 0.0039 0.0053 0.0085 0.0141 0.0215 0.0293 0.0364 0.0425 0.0480 0.0526 0.0555 0.0556 0.0532 0.0489 0.0443 0.0404 0.0377 0.0362 0.0358 0.0362 0.0369 0.0378 0.0385	0.2036 0.1412 0.0039 0.0003 0.0008 0.0001 0.0003 0.0112 0.0192 0.0179 0.0110 0.0076 0.0078 0.0115 0.0212 0.0408 0.0702 0.1018 0.1276 0.1490 0.1678 0.1841 0.1986 0.2111 0.2209 0.2269 0.2287 0.2269 0.2232 0.2197 0.2177 0.2179 0.2194 0.2214 0.2227
