batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9143	0.0733	16.8237	0.0257	0.2209	0.9982	15.7083	0.4610	-0.1834	-0.2406	0.4610	-0.1834	-0.2406	0.4610	-0.1834	-0.2406	0.4610	-0.1834	-0.2406	16.8988	0.0282	0.1774	0.9975	16.3339	0.0356	-0.0377	-0.4154	0.0356	-0.0377	-0.4154	0.0356	-0.0377	-0.4154	0.0356	-0.0377	-0.4154	0.7696	0.9623	0.7696	0.9623	0.7696	0.9623	0.7696	0.9623
272	0.8944	0.1120	16.6382	0.0144	0.1893	0.9981	9.7203	0.4800	-0.2462	-0.3818	0.4800	-0.2462	-0.3818	0.4800	-0.2462	-0.3818	0.4800	-0.2462	-0.3818	16.7427	0.0162	0.1353	0.9970	12.1276	0.0255	-0.1171	-0.5031	0.0255	-0.1171	-0.5031	0.0255	-0.1171	-0.5031	0.0255	-0.1171	-0.5031	0.8603	0.9729	0.8603	0.9729	0.8603	0.9729	0.8603	0.9729
408	0.8852	0.1621	16.6088	0.0117	0.1411	0.9981	8.0807	0.4825	-0.2785	-0.4055	0.4825	-0.2785	-0.4055	0.4825	-0.2785	-0.4055	0.4825	-0.2785	-0.4055	16.7269	0.0143	0.1287	0.9975	10.8565	0.0264	-0.3039	-0.5575	0.0264	-0.3039	-0.5575	0.0264	-0.3039	-0.5575	0.0264	-0.3039	-0.5575	0.7770	0.9498	0.7770	0.9498	0.7770	0.9498	0.7770	0.9498
544	0.9261	0.1894	16.4877	0.0076	0.1684	0.9967	5.3940	0.5108	-0.2934	-0.4097	0.5108	-0.2934	-0.4097	0.5108	-0.2934	-0.4097	0.5108	-0.2934	-0.4097	16.5775	0.0108	0.1509	0.9955	7.8820	0.1018	-0.2890	-0.5469	0.1018	-0.2890	-0.5469	0.1018	-0.2890	-0.5469	0.1018	-0.2890	-0.5469	0.6695	0.9244	0.6695	0.9244	0.6695	0.9244	0.6695	0.9244
680	0.9168	0.2001	16.5248	0.0089	0.1633	0.9978	6.1609	0.5095	-0.2542	-0.3931	0.5095	-0.2542	-0.3931	0.5095	-0.2542	-0.3931	0.5095	-0.2542	-0.3931	16.5979	0.0108	0.1262	0.9950	8.0448	0.1039	-0.2013	-0.5298	0.1039	-0.2013	-0.5298	0.1039	-0.2013	-0.5298	0.1039	-0.2013	-0.5298	0.6885	0.9319	0.6885	0.9319	0.6885	0.9319	0.6885	0.9319
816	0.9144	0.2037	16.5140	0.0082	0.1631	0.9969	5.7359	0.5137	-0.2224	-0.3738	0.5137	-0.2224	-0.3738	0.5137	-0.2224	-0.3738	0.5137	-0.2224	-0.3738	16.5728	0.0096	0.1448	0.9936	7.1510	0.1227	-0.0671	-0.5171	0.1227	-0.0671	-0.5171	0.1227	-0.0671	-0.5171	0.1227	-0.0671	-0.5171	0.6535	0.9284	0.6535	0.9284	0.6535	0.9284	0.6535	0.9284
952	0.9289	0.2208	16.4541	0.0061	0.1956	0.9949	4.3487	0.5292	-0.2191	-0.3563	0.5292	-0.2191	-0.3563	0.5292	-0.2191	-0.3563	0.5292	-0.2191	-0.3563	16.4974	0.0071	0.1689	0.9911	5.4205	0.1645	-0.0886	-0.5009	0.1645	-0.0886	-0.5009	0.1645	-0.0886	-0.5009	0.1645	-0.0886	-0.5009	0.5249	0.9010	0.5249	0.9010	0.5249	0.9010	0.5249	0.9010
1088	0.9245	0.2362	16.4819	0.0071	0.1866	0.9958	4.9183	0.5239	-0.2005	-0.3405	0.5239	-0.2005	-0.3405	0.5239	-0.2005	-0.3405	0.5239	-0.2005	-0.3405	16.5250	0.0081	0.1589	0.9909	5.8731	0.1671	-0.0154	-0.4890	0.1671	-0.0154	-0.4890	0.1671	-0.0154	-0.4890	0.1671	-0.0154	-0.4890	0.5207	0.9025	0.5207	0.9025	0.5207	0.9025	0.5207	0.9025
1224	0.9224	0.2425	16.4897	0.0074	0.1903	0.9961	5.0601	0.5220	-0.1847	-0.3259	0.5220	-0.1847	-0.3259	0.5220	-0.1847	-0.3259	0.5220	-0.1847	-0.3259	16.5329	0.0085	0.1641	0.9911	5.9163	0.1738	-0.0281	-0.4680	0.1738	-0.0281	-0.4680	0.1738	-0.0281	-0.4680	0.1738	-0.0281	-0.4680	0.5160	0.9034	0.5160	0.9034	0.5160	0.9034	0.5160	0.9034
1360	0.9307	0.2492	16.4429	0.0056	0.1945	0.9953	4.1835	0.5353	-0.1941	-0.3188	0.5353	-0.1941	-0.3188	0.5353	-0.1941	-0.3188	0.5353	-0.1941	-0.3188	16.4768	0.0066	0.1726	0.9893	4.9240	0.1986	-0.0531	-0.4618	0.1986	-0.0531	-0.4618	0.1986	-0.0531	-0.4618	0.1986	-0.0531	-0.4618	0.4397	0.8784	0.4397	0.8784	0.4397	0.8784	0.4397	0.8784
