batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
425	0.0085	0.0003	77.9494	0.0001	0.0140	0.8298	129.0153	0.0074	0.0101	0.0422	0.0040	0.0136	-0.0652	79.9863	0.0001	0.0001	0.0000	129.0000	-0.3699	-0.4810	-0.7293	-0.2830	0.0704	0.1354	0.2252	0.5078	0.2251	0.5208	0.2154	0.4836	0.2186	0.4966	0.2087	0.4442	0.2091	0.4836
850	0.0085	0.0002	77.9483	0.0002	0.0117	0.8537	126.5980	0.0553	0.0844	0.0870	0.0270	0.0788	0.1111	79.9850	0.0001	0.0001	0.0000	126.3407	-0.3164	-0.5330	-0.5986	0.0285	-0.3686	-0.3475	0.1907	0.4613	0.1936	0.4634	0.1940	0.4656	0.1973	0.4618	0.2298	0.4939	0.2233	0.4941
1275	0.0500	0.0102	77.9039	0.0006	0.0395	0.8693	76.1864	0.2770	0.2824	0.2838	0.2368	0.1278	0.2115	79.9537	0.0003	0.0003	0.0000	86.0081	-0.5237	-0.6806	-0.6858	-0.3635	-0.2356	-0.4094	0.3257	0.6588	0.3268	0.6639	0.3243	0.6641	0.3226	0.6446	0.2813	0.6140	0.3035	0.6498
1700	0.1170	0.0690	77.8101	0.0013	0.1084	0.8662	53.9622	0.2505	0.2796	0.2458	0.2125	0.1588	0.2572	79.8833	0.0008	0.0008	0.0000	68.5282	-0.3488	-0.5584	-0.6110	-0.2307	-0.0796	-0.2911	0.3246	0.6415	0.3812	0.7015	0.3809	0.7092	0.3032	0.6136	0.3142	0.6598	0.3650	0.7090
2125	0.2756	0.1961	77.6726	0.0017	0.1717	0.8469	30.3943	0.3230	0.3608	0.3022	0.3074	0.1912	0.2879	79.7672	0.0015	0.0015	0.0000	43.8881	-0.6640	-0.7098	-0.5505	-0.4720	-0.0355	-0.2981	0.3056	0.6142	0.3675	0.6944	0.3869	0.7409	0.2966	0.6137	0.3279	0.6731	0.3825	0.7187
2550	0.4259	0.3218	77.5534	0.0017	0.1867	0.8511	21.0469	0.4654	0.4553	0.3628	0.4410	0.2563	0.3386	79.7175	0.0019	0.0019	0.0000	35.4889	-0.6649	-0.7473	-0.6328	-0.4936	0.0186	-0.3000	0.3480	0.6748	0.4136	0.7287	0.4439	0.7750	0.3387	0.6760	0.3800	0.7249	0.4572	0.7786
2975	0.5145	0.4036	77.4813	0.0017	0.1922	0.8562	17.2500	0.5415	0.5174	0.4124	0.5139	0.3550	0.4247	79.7051	0.0019	0.0019	0.0000	31.9657	-0.6559	-0.7290	-0.6366	-0.4885	-0.0185	-0.3193	0.4284	0.7461	0.4712	0.7859	0.4809	0.8038	0.3972	0.7383	0.3755	0.7242	0.4899	0.7992
3400	0.5736	0.4532	77.4729	0.0017	0.1822	0.8608	16.9151	0.5939	0.5775	0.4393	0.5655	0.3614	0.4458	79.7214	0.0018	0.0018	0.0000	32.8518	-0.5922	-0.6994	-0.6417	-0.4215	-0.0386	-0.3450	0.4597	0.7640	0.5025	0.8122	0.5333	0.8391	0.4249	0.7625	0.3645	0.7252	0.5049	0.8196
3825	0.5889	0.4536	77.4551	0.0018	0.1889	0.8682	18.1057	0.6171	0.5964	0.4452	0.5922	0.4146	0.4765	79.7402	0.0017	0.0017	0.0000	36.7087	-0.5498	-0.6539	-0.6261	-0.4071	0.0487	-0.3447	0.5094	0.8009	0.5538	0.8432	0.5649	0.8519	0.4750	0.8002	0.3729	0.7419	0.5274	0.8446
4250	0.6009	0.4680	77.4718	0.0017	0.1868	0.8699	18.1335	0.6288	0.6200	0.4798	0.5963	0.4030	0.5025	79.7416	0.0017	0.0017	0.0000	36.9294	-0.5467	-0.6335	-0.6197	-0.4095	0.0605	-0.3321	0.4850	0.7962	0.5405	0.8315	0.5733	0.8521	0.4542	0.7911	0.3875	0.7376	0.5444	0.8437
