batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.8738	0.0835	17.2237	0.0400	0.0866	0.9998	19.0000	0.2160	-0.1240	-0.0738	0.1837	-0.1450	-0.1029	0.1304	-0.1695	-0.1492	0.2159	-0.0645	-0.0446	17.2078	0.0408	0.0732	0.9996	19.0000	0.2224	-0.0697	-0.1026	0.2002	-0.0557	-0.1053	0.1584	0.0623	-0.0500	0.2215	0.0969	-0.0504	0.1211	0.4241	0.1578	0.5283	0.2503	0.6837	0.1219	0.4252
272	0.9156	0.1014	17.1999	0.0409	0.0883	0.9999	19.0000	0.2945	-0.1829	-0.1743	0.2802	-0.2195	-0.1698	0.2470	-0.2011	-0.1962	0.2894	-0.1844	-0.1632	17.1861	0.0410	0.0753	1.0000	19.0000	0.2866	-0.0904	-0.1325	0.2842	-0.0969	-0.0693	0.2455	-0.0329	-0.0939	0.2839	-0.1118	-0.1123	0.1794	0.5855	0.1789	0.5765	0.2515	0.6834	0.1544	0.5352
408	0.9067	0.1238	17.1957	0.0401	0.1022	1.0000	19.0000	0.3186	-0.1951	-0.1554	0.3115	-0.1429	-0.1424	0.2757	-0.2053	-0.1770	0.3191	-0.1166	-0.1276	17.1787	0.0407	0.0901	1.0000	19.0000	0.3239	-0.1018	-0.1575	0.3182	-0.0101	-0.1667	0.2871	-0.0680	-0.1882	0.3229	-0.0061	-0.1390	0.1197	0.4067	0.1184	0.4047	0.1480	0.5025	0.1128	0.3752
544	0.9034	0.1339	17.1906	0.0397	0.1042	0.9999	19.0000	0.3631	-0.1518	-0.1414	0.3570	-0.1477	-0.1344	0.3113	-0.1641	-0.1330	0.3616	-0.1452	-0.1317	17.1726	0.0402	0.0825	1.0000	19.0000	0.3637	-0.0728	-0.1206	0.3632	-0.0732	-0.1377	0.3193	-0.0329	-0.1368	0.3643	-0.0237	-0.1149	0.1085	0.3510	0.1070	0.3430	0.1172	0.3980	0.1060	0.3353
680	0.9225	0.1334	17.1837	0.0404	0.0933	0.9995	19.0000	0.3976	-0.2039	-0.1693	0.3948	-0.1880	-0.1554	0.3532	-0.1699	-0.1391	0.3951	-0.1805	-0.1504	17.1663	0.0411	0.0793	1.0000	19.0000	0.3909	-0.0794	-0.0921	0.3894	-0.0496	-0.0978	0.3550	-0.0522	-0.1022	0.3891	-0.0868	-0.0974	0.1057	0.3331	0.1034	0.3173	0.1071	0.3410	0.1051	0.3284
816	0.9229	0.1435	17.1828	0.0404	0.0970	0.9995	19.0000	0.4201	-0.2505	-0.2121	0.4173	-0.2468	-0.2115	0.3662	-0.2266	-0.1984	0.4174	-0.2402	-0.2023	17.1661	0.0408	0.0796	0.9996	19.0000	0.4074	-0.0855	-0.1053	0.4057	-0.0601	-0.1123	0.3642	-0.0513	-0.0969	0.4047	-0.0925	-0.1039	0.1141	0.3833	0.1109	0.3646	0.1170	0.3942	0.1157	0.3915
952	0.9256	0.1492	17.1818	0.0405	0.0964	0.9995	19.0000	0.4450	-0.2311	-0.1788	0.4430	-0.2197	-0.1735	0.3873	-0.2047	-0.1632	0.4422	-0.2081	-0.1660	17.1651	0.0410	0.0860	0.9996	19.0000	0.4266	-0.0612	-0.0910	0.4252	-0.0643	-0.1068	0.3806	-0.0651	-0.1029	0.4246	-0.0713	-0.0879	0.1076	0.3449	0.1049	0.3283	0.1088	0.3515	0.1065	0.3387
1088	0.9285	0.1522	17.1811	0.0406	0.0974	0.9995	19.0000	0.4513	-0.2229	-0.2108	0.4492	-0.2327	-0.2144	0.3874	-0.2213	-0.2118	0.4471	-0.2278	-0.2076	17.1648	0.0410	0.0832	1.0000	19.0000	0.4392	-0.0386	-0.0645	0.4365	-0.0671	-0.0864	0.3885	-0.0877	-0.0886	0.4333	-0.0417	-0.0754	0.1187	0.4098	0.1157	0.3949	0.1231	0.4271	0.1193	0.4137
1224	0.9207	0.1629	17.1831	0.0403	0.1093	0.9991	19.0000	0.4580	-0.1956	-0.1890	0.4545	-0.2047	-0.1899	0.3928	-0.2090	-0.1925	0.4536	-0.1851	-0.1801	17.1661	0.0408	0.0858	1.0000	19.0000	0.4375	-0.0329	-0.0649	0.4350	-0.0539	-0.0816	0.3877	-0.0566	-0.0697	0.4349	-0.0478	-0.0605	0.1086	0.3534	0.1063	0.3380	0.1104	0.3628	0.1071	0.3435
1360	0.9269	0.1546	17.1815	0.0405	0.0982	0.9993	19.0000	0.4688	-0.2273	-0.2387	0.4664	-0.2446	-0.2511	0.4028	-0.2646	-0.2637	0.4641	-0.2216	-0.2374	17.1655	0.0409	0.0833	0.9996	19.0000	0.4522	0.0434	-0.0232	0.4506	0.0022	-0.0452	0.4031	-0.0206	-0.0386	0.4496	0.0215	-0.0241	0.1349	0.4784	0.1334	0.4730	0.1446	0.5057	0.1324	0.4689
