batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9065	0.0796	17.2223	0.0417	0.0863	0.9998	19.0000	0.1993	-0.2091	-0.1929	0.1786	-0.2173	-0.2245	0.1257	-0.2136	-0.2056	0.2030	-0.1760	-0.1868	17.2077	0.0418	0.0734	1.0000	19.0000	0.2158	-0.0851	-0.0645	0.2052	-0.1061	-0.1228	0.1331	-0.1461	-0.1474	0.2158	-0.1202	-0.0895	0.1732	0.5665	0.1885	0.5967	0.2425	0.6937	0.1673	0.5427
272	0.9211	0.0897	17.2031	0.0415	0.0878	1.0000	19.0000	0.2608	-0.2004	-0.2300	0.2519	-0.2291	-0.2358	0.2066	-0.1949	-0.2242	0.2603	-0.2322	-0.2531	17.1895	0.0417	0.0754	1.0000	19.0000	0.2651	-0.1294	-0.2136	0.2620	-0.1031	-0.2215	0.2123	-0.0899	-0.1807	0.2603	-0.1592	-0.2123	0.2039	0.6420	0.1968	0.6372	0.2207	0.6684	0.1908	0.6154
408	0.8908	0.1208	17.2067	0.0400	0.1007	1.0000	19.0000	0.3151	-0.2535	-0.2317	0.2949	-0.2630	-0.2645	0.2201	-0.2171	-0.2625	0.3130	-0.2161	-0.2254	17.1890	0.0406	0.0866	1.0000	19.0000	0.3098	-0.1763	-0.2083	0.3047	-0.1162	-0.1833	0.2422	-0.0846	-0.1899	0.3158	-0.1298	-0.1785	0.1227	0.4247	0.1281	0.4367	0.1672	0.5291	0.1178	0.3977
544	0.8978	0.1403	17.1994	0.0399	0.1150	1.0000	19.0000	0.3515	-0.2461	-0.2505	0.3365	-0.2527	-0.2702	0.2815	-0.2705	-0.3031	0.3480	-0.2390	-0.2591	17.1821	0.0403	0.0937	1.0000	19.0000	0.3512	-0.1553	-0.2465	0.3431	-0.1825	-0.2583	0.2954	-0.1425	-0.2399	0.3497	-0.1724	-0.2535	0.1235	0.4312	0.1245	0.4300	0.1594	0.5261	0.1239	0.4299
680	0.8566	0.1592	17.2008	0.0379	0.1480	1.0000	19.0000	0.3703	-0.2358	-0.2979	0.3574	-0.2603	-0.2951	0.2968	-0.2925	-0.3286	0.3708	-0.2305	-0.2906	17.1841	0.0378	0.1018	1.0000	19.0000	0.3648	-0.2004	-0.2680	0.3540	-0.1934	-0.2807	0.2977	-0.2057	-0.2969	0.3631	-0.2399	-0.2842	0.1306	0.4627	0.1327	0.4676	0.1704	0.5535	0.1292	0.4576
816	0.8992	0.1663	17.1900	0.0395	0.1455	0.9998	19.0000	0.4065	-0.2688	-0.2934	0.3950	-0.2655	-0.2916	0.3122	-0.2939	-0.3214	0.4049	-0.2610	-0.2894	17.1734	0.0396	0.0956	1.0000	19.0000	0.3980	-0.2614	-0.2474	0.3882	-0.2390	-0.2750	0.3141	-0.2662	-0.2842	0.3943	-0.2649	-0.2535	0.1291	0.4572	0.1272	0.4489	0.1444	0.5044	0.1319	0.4677
952	0.9224	0.1765	17.1850	0.0404	0.1243	0.9998	19.0000	0.4259	-0.2454	-0.2421	0.4210	-0.2402	-0.2516	0.3587	-0.2590	-0.2636	0.4227	-0.2324	-0.2441	17.1681	0.0407	0.0901	1.0000	19.0000	0.4160	-0.2303	-0.3114	0.4116	-0.3206	-0.3303	0.3469	-0.3355	-0.3504	0.4134	-0.2513	-0.3189	0.1144	0.3884	0.1107	0.3671	0.1176	0.3992	0.1132	0.3811
1088	0.9284	0.1793	17.1832	0.0407	0.1252	0.9995	19.0000	0.4448	-0.2595	-0.2648	0.4409	-0.2606	-0.2766	0.3789	-0.2638	-0.2814	0.4414	-0.2470	-0.2626	17.1670	0.0406	0.0892	1.0000	19.0000	0.4375	-0.2364	-0.3175	0.4351	-0.3171	-0.3285	0.3692	-0.3254	-0.3461	0.4336	-0.2596	-0.3259	0.1296	0.4614	0.1266	0.4457	0.1364	0.4692	0.1298	0.4605
1224	0.9264	0.2029	17.1840	0.0406	0.1344	0.9997	19.0000	0.4534	-0.2143	-0.2354	0.4494	-0.2176	-0.2476	0.3837	-0.2300	-0.2497	0.4506	-0.2178	-0.2350	17.1674	0.0406	0.0945	0.9996	19.0000	0.4376	-0.3346	-0.3118	0.4340	-0.3311	-0.3425	0.3628	-0.3171	-0.3430	0.4347	-0.3101	-0.3215	0.1209	0.4202	0.1189	0.4092	0.1293	0.4398	0.1212	0.4202
1360	0.9372	0.1962	17.1810	0.0410	0.1292	0.9994	19.0000	0.4631	-0.2342	-0.2369	0.4602	-0.2422	-0.2541	0.3729	-0.2573	-0.2727	0.4588	-0.2351	-0.2369	17.1653	0.0407	0.0808	0.9996	19.0000	0.4510	-0.2697	-0.2715	0.4477	-0.2877	-0.2890	0.3609	-0.2768	-0.3118	0.4499	-0.2693	-0.2772	0.1469	0.5269	0.1453	0.5166	0.1586	0.5393	0.1471	0.5250
