batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.8806	0.0798	17.2224	0.0404	0.0836	1.0000	19.0000	0.2084	-0.2097	-0.2135	0.1896	-0.2234	-0.2304	0.1293	-0.1889	-0.2131	0.2140	-0.1825	-0.1910	17.2065	0.0410	0.0729	1.0000	19.0000	0.2311	-0.0066	-0.0360	0.2154	-0.0798	-0.1294	0.1648	-0.1123	-0.1842	0.2144	-0.0544	-0.0811	0.1300	0.4592	0.1414	0.4983	0.1734	0.5670	0.1257	0.4409
272	0.9051	0.0892	17.2033	0.0406	0.0934	0.9999	19.0000	0.2627	-0.2561	-0.2903	0.2552	-0.2939	-0.3216	0.2109	-0.2733	-0.2983	0.2633	-0.2626	-0.2891	17.1884	0.0405	0.0741	1.0000	19.0000	0.2728	-0.0890	-0.2281	0.2565	-0.1482	-0.2421	0.2105	-0.1368	-0.2535	0.2671	-0.0930	-0.2136	0.1734	0.5750	0.1799	0.5899	0.2199	0.6582	0.1641	0.5593
408	0.8943	0.1080	17.1991	0.0397	0.1018	0.9999	19.0000	0.3092	-0.2462	-0.2744	0.3024	-0.2516	-0.2756	0.2567	-0.2559	-0.2758	0.3096	-0.2340	-0.2719	17.1823	0.0403	0.0788	0.9996	19.0000	0.3048	-0.1289	-0.2215	0.3016	-0.1140	-0.2189	0.2591	-0.1311	-0.1895	0.3078	-0.1430	-0.2268	0.1271	0.4498	0.1324	0.4719	0.1522	0.5232	0.1308	0.4670
544	0.9039	0.1259	17.1912	0.0400	0.0998	1.0000	19.0000	0.3446	-0.2487	-0.2245	0.3388	-0.2557	-0.2211	0.2939	-0.2626	-0.2372	0.3444	-0.2437	-0.2282	17.1729	0.0405	0.0766	1.0000	19.0000	0.3363	-0.0759	-0.1482	0.3351	-0.1088	-0.1684	0.2930	-0.0820	-0.1544	0.3384	-0.1241	-0.1592	0.1054	0.3325	0.1071	0.3441	0.1170	0.3995	0.1075	0.3474
680	0.9165	0.1257	17.1858	0.0403	0.0970	0.9999	19.0000	0.3794	-0.2263	-0.2265	0.3759	-0.2254	-0.2274	0.3254	-0.2332	-0.2263	0.3777	-0.2068	-0.2148	17.1684	0.0409	0.0823	1.0000	19.0000	0.3813	0.0246	-0.1254	0.3791	0.0083	-0.1596	0.3310	0.0079	-0.1346	0.3799	0.0158	-0.1232	0.1124	0.3776	0.1106	0.3663	0.1183	0.4079	0.1129	0.3781
816	0.9209	0.1339	17.1840	0.0404	0.1080	0.9995	19.0000	0.4072	-0.2203	-0.1989	0.4032	-0.2235	-0.2118	0.3442	-0.2435	-0.2306	0.4048	-0.2294	-0.2032	17.1667	0.0409	0.0795	1.0000	19.0000	0.4012	-0.0596	-0.1482	0.3985	-0.0377	-0.1715	0.3423	-0.0803	-0.1610	0.3991	-0.0557	-0.1474	0.1096	0.3600	0.1094	0.3578	0.1169	0.3982	0.1090	0.3552
952	0.9267	0.1376	17.1818	0.0406	0.1019	0.9993	19.0000	0.4213	-0.2073	-0.2062	0.4186	-0.2144	-0.2114	0.3544	-0.2325	-0.2216	0.4183	-0.2019	-0.1954	17.1654	0.0411	0.0784	1.0000	19.0000	0.4212	-0.0675	-0.0978	0.4186	-0.0689	-0.1285	0.3509	-0.0636	-0.1461	0.4176	-0.0654	-0.0996	0.1173	0.4017	0.1144	0.3865	0.1171	0.3981	0.1154	0.3899
1088	0.9278	0.1473	17.1825	0.0407	0.1046	0.9992	19.0000	0.4393	-0.1907	-0.2013	0.4360	-0.2089	-0.2170	0.3674	-0.2278	-0.2235	0.4349	-0.1883	-0.1999	17.1659	0.0410	0.0772	0.9988	19.0000	0.4339	-0.0189	-0.0553	0.4318	-0.0430	-0.0943	0.3635	-0.0601	-0.1346	0.4306	-0.0285	-0.0596	0.1182	0.4029	0.1157	0.3912	0.1179	0.4038	0.1187	0.4036
1224	0.9232	0.1552	17.1834	0.0405	0.1171	0.9991	19.0000	0.4499	-0.2036	-0.2039	0.4463	-0.2227	-0.2197	0.3799	-0.2485	-0.2421	0.4457	-0.2033	-0.2044	17.1667	0.0408	0.0846	0.9992	19.0000	0.4413	-0.0561	-0.0798	0.4385	-0.0579	-0.1061	0.3749	-0.0917	-0.1276	0.4404	-0.0465	-0.0961	0.1207	0.4184	0.1182	0.4063	0.1251	0.4377	0.1194	0.4114
1360	0.9294	0.1593	17.1812	0.0407	0.1080	0.9991	19.0000	0.4527	-0.2150	-0.2044	0.4503	-0.2249	-0.2230	0.3782	-0.2468	-0.2452	0.4479	-0.2156	-0.2042	17.1648	0.0410	0.0836	0.9992	19.0000	0.4535	-0.0281	-0.0570	0.4515	-0.0316	-0.0912	0.3770	-0.0680	-0.1202	0.4508	-0.0307	-0.0649	0.1229	0.4239	0.1201	0.4118	0.1269	0.4378	0.1235	0.4248
