batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9119	0.0777	17.2216	0.0420	0.0839	1.0000	19.0000	0.2287	-0.1728	-0.1595	0.2037	-0.2014	-0.2130	0.1233	-0.2036	-0.2123	0.2236	-0.1417	-0.1511	17.2073	0.0423	0.0737	1.0000	19.0000	0.2407	0.0373	-0.1184	0.2093	-0.1478	-0.1645	0.1316	-0.0557	-0.1285	0.2324	-0.0535	-0.0978	0.1901	0.6029	0.2507	0.6974	0.3469	0.7943	0.1724	0.5782
272	0.9219	0.0873	17.2080	0.0417	0.0824	1.0000	19.0000	0.3039	-0.1818	-0.2192	0.2873	-0.1836	-0.2210	0.2011	-0.1817	-0.2022	0.3002	-0.1673	-0.1978	17.1944	0.0420	0.0749	1.0000	19.0000	0.2904	-0.0197	-0.1956	0.2716	-0.0728	-0.1912	0.2059	-0.0658	-0.1776	0.2852	-0.0965	-0.1820	0.1949	0.6264	0.2121	0.6532	0.3117	0.7548	0.1756	0.5855
408	0.8586	0.1159	17.2184	0.0390	0.1111	1.0000	19.0000	0.3141	-0.2103	-0.1788	0.2880	-0.1976	-0.2020	0.1991	-0.2324	-0.2565	0.3082	-0.2037	-0.1966	17.2028	0.0389	0.0796	0.9996	19.0000	0.3219	-0.0667	-0.2491	0.3009	-0.1285	-0.2404	0.2261	-0.0478	-0.1882	0.3272	-0.0956	-0.1991	0.1298	0.4574	0.1365	0.4751	0.2137	0.6154	0.1267	0.4451
544	0.8694	0.1396	17.2090	0.0389	0.1342	1.0000	19.0000	0.3544	-0.2423	-0.2555	0.3327	-0.2492	-0.2623	0.2604	-0.2763	-0.3077	0.3503	-0.2359	-0.2568	17.1942	0.0388	0.0953	1.0000	19.0000	0.3651	-0.2022	-0.2754	0.3430	-0.2127	-0.2987	0.2787	-0.1417	-0.2851	0.3629	-0.2105	-0.2846	0.1529	0.5238	0.1655	0.5461	0.2441	0.6549	0.1361	0.4786
680	0.8866	0.1645	17.2003	0.0394	0.1492	1.0000	19.0000	0.4038	-0.2592	-0.2892	0.3874	-0.2613	-0.2779	0.3158	-0.2870	-0.2909	0.4021	-0.2450	-0.2718	17.1843	0.0392	0.0964	1.0000	19.0000	0.4052	-0.2241	-0.2842	0.3886	-0.1899	-0.2904	0.3247	-0.1360	-0.2868	0.4029	-0.2035	-0.2820	0.1343	0.4699	0.1433	0.4931	0.1839	0.5819	0.1331	0.4652
816	0.8839	0.1883	17.1970	0.0390	0.1551	1.0000	19.0000	0.4442	-0.2545	-0.2716	0.4283	-0.2548	-0.2781	0.3465	-0.2592	-0.2856	0.4427	-0.2514	-0.2720	17.1811	0.0384	0.0934	1.0000	19.0000	0.4154	-0.1531	-0.3175	0.3991	-0.1877	-0.3241	0.3240	-0.2206	-0.3193	0.4146	-0.1575	-0.3167	0.1427	0.4922	0.1487	0.5033	0.1970	0.5789	0.1407	0.4854
952	0.8818	0.2068	17.1965	0.0387	0.1611	1.0000	19.0000	0.4550	-0.2599	-0.2546	0.4400	-0.2566	-0.2630	0.3610	-0.2685	-0.2817	0.4534	-0.2643	-0.2564	17.1807	0.0386	0.1074	1.0000	19.0000	0.4324	-0.2329	-0.2925	0.4155	-0.2491	-0.3158	0.3418	-0.1689	-0.3373	0.4314	-0.2285	-0.2917	0.1390	0.4826	0.1423	0.4951	0.1706	0.5611	0.1374	0.4793
1088	0.9133	0.2226	17.1896	0.0400	0.1510	1.0000	19.0000	0.4758	-0.2439	-0.2600	0.4661	-0.2476	-0.2716	0.3856	-0.2670	-0.2898	0.4727	-0.2352	-0.2611	17.1735	0.0399	0.0976	1.0000	19.0000	0.4542	-0.1026	-0.2531	0.4443	-0.1333	-0.2825	0.3645	-0.1145	-0.3105	0.4529	-0.1096	-0.2566	0.1320	0.4653	0.1329	0.4705	0.1518	0.5263	0.1298	0.4578
1224	0.8993	0.2248	17.1904	0.0394	0.1682	0.9999	19.0000	0.4698	-0.2556	-0.2853	0.4592	-0.2720	-0.3019	0.3858	-0.2884	-0.3235	0.4676	-0.2540	-0.2887	17.1753	0.0389	0.1130	1.0000	19.0000	0.4329	-0.2364	-0.2746	0.4226	-0.1829	-0.2833	0.3586	-0.1338	-0.2917	0.4316	-0.2303	-0.2794	0.1602	0.5520	0.1641	0.5589	0.1893	0.6027	0.1614	0.5538
1360	0.9362	0.2387	17.1835	0.0409	0.1323	0.9998	19.0000	0.4848	-0.2892	-0.3141	0.4793	-0.2964	-0.3220	0.3909	-0.2999	-0.3195	0.4809	-0.2776	-0.3090	17.1676	0.0408	0.1005	0.9996	19.0000	0.4635	-0.1377	-0.2360	0.4589	-0.1759	-0.2675	0.3711	-0.1776	-0.2829	0.4613	-0.1491	-0.2408	0.1325	0.4732	0.1314	0.4651	0.1433	0.4994	0.1300	0.4638
1496	0.9224	0.2616	17.1865	0.0404	0.1787	0.9993	19.0000	0.4817	-0.2494	-0.2723	0.4729	-0.2531	-0.2793	0.3821	-0.2679	-0.2773	0.4789	-0.2534	-0.2742	17.1702	0.0401	0.1007	0.9996	19.0000	0.4515	-0.1583	-0.2838	0.4445	-0.1535	-0.2965	0.3590	-0.1570	-0.2873	0.4494	-0.1465	-0.2816	0.1312	0.4696	0.1318	0.4674	0.1451	0.5048	0.1318	0.4716
1632	0.9099	0.2441	17.1883	0.0398	0.1804	0.9995	19.0000	0.4862	-0.2394	-0.2753	0.4738	-0.2624	-0.2998	0.3800	-0.2873	-0.3164	0.4837	-0.2490	-0.2797	17.1720	0.0394	0.1144	0.9996	19.0000	0.4508	-0.0947	-0.2557	0.4411	-0.0570	-0.2649	0.3623	-0.0342	-0.2579	0.4493	-0.0961	-0.2632	0.1358	0.4887	0.1361	0.4867	0.1535	0.5406	0.1343	0.4834
1768	0.9036	0.2417	17.1891	0.0395	0.1848	0.9992	19.0000	0.4833	-0.2512	-0.2741	0.4698	-0.2513	-0.2928	0.3696	-0.2778	-0.3041	0.4812	-0.2387	-0.2740	17.1731	0.0394	0.1271	1.0000	19.0000	0.4500	-0.1526	-0.2596	0.4364	-0.1877	-0.2750	0.3398	-0.1789	-0.2952	0.4473	-0.1259	-0.2636	0.1412	0.5004	0.1424	0.5022	0.1579	0.5461	0.1415	0.5009
1904	0.8945	0.2247	17.1889	0.0390	0.1874	0.9994	19.0000	0.4815	-0.2482	-0.2618	0.4693	-0.2312	-0.2576	0.3770	-0.2351	-0.2387	0.4789	-0.2457	-0.2616	17.1725	0.0388	0.1321	0.9992	19.0000	0.4595	-0.1496	-0.2904	0.4494	-0.1281	-0.3009	0.3589	-0.1294	-0.2623	0.4582	-0.1338	-0.2912	0.1293	0.4556	0.1252	0.4352	0.1258	0.4353	0.1294	0.4563
2040	0.9376	0.2573	17.1832	0.0410	0.1525	0.9997	19.0000	0.4986	-0.3227	-0.3624	0.4915	-0.3248	-0.3753	0.3837	-0.3489	-0.3814	0.4928	-0.3181	-0.3653	17.1675	0.0407	0.1053	1.0000	19.0000	0.4718	-0.2377	-0.3202	0.4649	-0.2877	-0.3482	0.3657	-0.3031	-0.3548	0.4658	-0.2474	-0.3228	0.1496	0.5323	0.1497	0.5268	0.1662	0.5657	0.1493	0.5314
2176	0.8891	0.2344	17.1883	0.0387	0.1773	0.9995	19.0000	0.4872	-0.2580	-0.2757	0.4746	-0.2754	-0.3094	0.3615	-0.2878	-0.3152	0.4851	-0.2516	-0.2766	17.1725	0.0386	0.1290	0.9996	19.0000	0.4470	-0.1487	-0.2846	0.4371	-0.1526	-0.3105	0.3305	-0.1588	-0.3333	0.4461	-0.1281	-0.2855	0.1504	0.5292	0.1504	0.5308	0.1539	0.5412	0.1498	0.5289
2312	0.9236	0.2760	17.1847	0.0403	0.1667	0.9995	19.0000	0.4941	-0.2795	-0.3415	0.4854	-0.3024	-0.3580	0.3603	-0.3218	-0.3521	0.4908	-0.2778	-0.3398	17.1692	0.0399	0.1118	0.9996	19.0000	0.4625	-0.2250	-0.2855	0.4560	-0.1860	-0.2978	0.3455	-0.2154	-0.3145	0.4616	-0.1921	-0.2877	0.1601	0.5593	0.1537	0.5406	0.1492	0.5229	0.1564	0.5495
