	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap	variance	mutual_information
0	[CLS] to kendte russiske historikere andronik mirganjan og igor klamkin tror ikke, at rusland kan udvikles uden en'jernnæve '. [SEP] [PAD] [PAD]	-100 18 18 1 18 9 -100 -100 16 -100 -100 -100 18 9 -100 16 -100 18 18 18 18 0 -100 18 18 18 18 18 18 -100 18 18 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.5299 0.5152 0.5265 0.7055 0.5585 0.5553 0.4367 0.5140 0.4538 0.5140 0.4206 0.5138 0.5089 0.5300 0.5140 0.5268 0.5240 0.4808 0.5140 0.5300 0.3581 0.5140 0.5306 0.5137 0.4186 0.5140 0.5140 0.5302 0.5140 0.5234 0.5140 0.5310 0.4907 0.3237 0.5140	1.9096 1.9420 1.8821 2.1498 2.0273 2.0509 1.5589 1.9388 1.6311 1.9388 1.5975 1.7479 1.8309 1.8557 1.9095 1.8852 1.9549 1.7405 1.8594 1.9131 1.3428 1.9388 1.9084 1.9193 1.4725 1.9388 1.9388 1.9106 1.9390 1.8863 1.9388 1.9121 1.8437 1.2773 1.9388	0.2465 0.2703 0.2342 0.2511 0.2822 0.2938 0.0817 0.2695 0.1093 0.2695 0.1049 0.2695 0.2211 0.2054 0.2695 0.2469 0.2766 0.1388 0.2695 0.2468 0.0660 0.2695 0.2455 0.2666 0.0528 0.2695 0.2695 0.2469 0.2696 0.2388 0.2695 0.2471 0.2487 0.0545 0.2695	0.6695 0.6290 0.6714 0.8825 0.6760 0.6770 0.5527 0.6272 0.5769 0.6272 0.5299 0.5928 0.6213 0.6433 0.6151 0.6581 0.6453 0.6103 0.5862 0.6604 0.4341 0.6272 0.6709 0.6454 0.5430 0.6272 0.6273 0.6698 0.6273 0.6627 0.6272 0.6707 0.6197 0.3888 0.6272	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0003 0.0000 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0004 -0.0000 0.0015 -0.0000 0.0271 0.0292 0.0033 0.0126 0.0000 0.0017 0.0001 0.0075 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000
1	[CLS] de hævder, at ruslands vej til demokrati gar gennem diktatur. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 0 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.5300 0.4413 0.5140 0.5300 0.3574 0.5140 0.5297 0.5367 0.5140 0.5300 0.5162 0.5140 0.5300 0.1730 0.5140 0.5201 0.5172 0.4864 0.5140 0.5294 0.5264 0.4495 0.5140 0.5299 0.5276 0.4476 0.5140 0.5299 0.5276 0.4475 0.5140 0.5300 0.5276 0.4475 0.5140	1.9101 1.5282 1.9388 1.9101 1.3643 1.9388 1.9085 1.7476 1.9388 1.9101 1.6711 1.9388 1.9100 0.8168 1.9388 1.8657 1.9457 1.7039 1.9388 1.9067 1.9651 1.5851 1.9388 1.9098 1.9671 1.5789 1.9388 1.9098 1.9671 1.5785 1.9388 1.9098 1.9671 1.5783 1.9388	0.2468 0.0622 0.2695 0.2468 0.0661 0.2695 0.2461 0.0972 0.2695 0.2468 0.1037 0.2695 0.2467 0.0546 0.2695 0.2300 0.2705 0.1533 0.2695 0.2451 0.2743 0.0946 0.2695 0.2466 0.2747 0.0913 0.2695 0.2466 0.2747 0.0911 0.2695 0.2466 0.2747 0.0911 0.2695	0.6695 0.5780 0.6272 0.6695 0.4523 0.6272 0.6694 0.6810 0.6272 0.6695 0.6868 0.6272 0.6695 0.2193 0.6272 0.6636 0.6329 0.6213 0.6272 0.6693 0.6474 0.5706 0.6272 0.6695 0.6489 0.5701 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489 0.5700 0.6272	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0001 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000
2	[CLS] i en af deres artikler hedder det :'i et autoritært regime lagdeles samfundet og forskellige interesser modnes. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.4776 0.5143 0.5145 0.4285 0.5140 0.5300 0.5112 0.5301 0.4650 0.5140 0.5300 0.4419 0.5140 0.5298 0.4943 0.5140 0.5300 0.5159 0.5140 0.5300 0.5010 0.5140 0.4138 0.5140 0.5055 0.5143 0.5068 0.5142 0.5206 0.5174 0.4883 0.5146 0.5181 0.5216 0.4636	1.8692 1.9391 1.8786 1.4994 1.9388 1.9101 1.8444 1.9762 1.6735 1.9388 1.9100 1.5440 1.9388 1.9090 1.6204 1.9388 1.9101 1.7269 1.9388 1.9101 1.6601 1.9388 1.5000 1.9388 1.8062 1.9391 1.8109 1.9391 1.8489 1.9428 1.7734 1.9405 1.8466 1.9504 1.6976	0.2702 0.2695 0.2468 0.0624 0.2695 0.2468 0.2341 0.2770 0.1457 0.2695 0.2467 0.0698 0.2695 0.2463 0.0761 0.2695 0.2468 0.1067 0.2695 0.2468 0.1133 0.2695 0.1132 0.2695 0.2122 0.2696 0.1949 0.2695 0.2305 0.2709 0.1550 0.2695 0.2411 0.2732 0.1131	0.6087 0.6273 0.6569 0.5359 0.6272 0.6695 0.6478 0.6480 0.5880 0.6272 0.6695 0.5715 0.6272 0.6695 0.6644 0.6272 0.6695 0.6416 0.6272 0.6695 0.6789 0.6272 0.5409 0.6272 0.6426 0.6276 0.6496 0.6276 0.6618 0.6309 0.6358 0.6287 0.6542 0.6362 0.6037	0.0002 0.0000 0.0001 0.0003 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0001 0.0000 0.0002	0.0135 0.0000 0.0035 0.0236 -0.0000 -0.0000 0.0000 0.0000 0.0002 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 0.0001 -0.0000 0.0002 0.0000 0.0011 0.0000 0.0007 0.0001 0.0113 0.0000 0.0018 0.0002 0.0215
3	[CLS] og nar deres repræsentanter er parate til at ga i struben pa hinanden, sa stopper en jernnæve'det. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.4782 0.5140 0.5300 0.5167 0.4948 0.5140 0.5300 0.5141 0.5311 0.4318 0.5140 0.5271 0.4277 0.5140 0.4458 0.5140 0.5253 0.5142 0.5172 0.5140 0.5282 0.5140 0.5288 0.1630 0.5140 0.5218 0.5183 0.4804 0.5140 0.5296 0.5270 0.4483 0.5140 0.5299 0.5276	1.6951 1.9388 1.9101 1.9470 1.7650 1.9388 1.9101 1.9389 1.9122 1.5230 1.9388 1.8987 1.5267 1.9388 1.5879 1.9388 1.8736 1.9394 1.8490 1.9388 1.9036 1.9387 1.9032 0.7841 1.9388 1.8728 1.9479 1.6839 1.9388 1.9079 1.9660 1.5813 1.9388 1.9098 1.9671	0.1528 0.2695 0.2468 0.2721 0.1837 0.2695 0.2468 0.2695 0.2472 0.0687 0.2695 0.2425 0.0742 0.2695 0.0974 0.2695 0.2287 0.2696 0.2218 0.2695 0.2446 0.2695 0.2434 0.0583 0.2695 0.2326 0.2709 0.1438 0.2695 0.2457 0.2745 0.0927 0.2695 0.2466 0.2747	0.6178 0.6272 0.6695 0.6302 0.6312 0.6272 0.6695 0.6273 0.6711 0.5608 0.6272 0.6663 0.5463 0.6272 0.5718 0.6272 0.6670 0.6275 0.6596 0.6272 0.6674 0.6272 0.6683 0.2049 0.6272 0.6649 0.6346 0.6112 0.6272 0.6694 0.6481 0.5701 0.6272 0.6695 0.6489	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 -0.0000 0.0000 -0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0001 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000
4	[CLS] pa den made skabes hele tiden betingelserne for en harmonisering af interesser og følgelig for demokratiske reformer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 -100 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.5140 0.5174 0.5280 0.5147 0.5247 0.5140 0.5116 0.5191 0.4693 0.5140 0.5300 0.4840 0.5140 0.5084 0.5386 0.5140 0.5300 0.5813 0.6532 0.5922 0.5141 0.5302 0.1754 0.5140 0.5211 0.5177 0.4840 0.5140 0.5295 0.5267 0.4489 0.5140 0.5299 0.5276 0.4476	1.9388 1.9489 1.8459 1.9416 1.7801 1.9388 1.8192 1.9494 1.7233 1.9388 1.9099 1.6681 1.9388 1.8362 1.9284 1.9388 1.9101 2.0547 2.0833 2.0634 1.9390 1.9111 0.8284 1.9388 1.8689 1.9464 1.6970 1.9388 1.9072 1.9655 1.5835 1.9388 1.9098 1.9671 1.5789	0.2695 0.2722 0.2054 0.2702 0.1583 0.2695 0.2151 0.2737 0.1552 0.2695 0.2467 0.1090 0.2695 0.2209 0.2559 0.2695 0.2468 0.2830 0.2364 0.2750 0.2695 0.2470 0.0539 0.2695 0.2312 0.2706 0.1494 0.2695 0.2454 0.2744 0.0937 0.2695 0.2466 0.2747 0.0913	0.6272 0.6311 0.6740 0.6281 0.6600 0.6272 0.6477 0.6351 0.5824 0.6272 0.6696 0.6050 0.6272 0.6438 0.6838 0.6272 0.6695 0.7197 0.7749 0.7014 0.6274 0.6698 0.2243 0.6272 0.6644 0.6335 0.6181 0.6272 0.6694 0.6477 0.5704 0.6272 0.6695 0.6489 0.5701	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	-0.0000 0.0000 0.0000 0.0000 0.0006 0.0000 0.0025 0.0002 0.0226 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0009 -0.0000 0.0000 0.0000 0.0002 0.0024 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0001 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000
5	[CLS] og de tilføjede :'netop fordi vi end ikke har et kim af civilt samfund, var vi imod folkekongressen. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.4778 0.5140 0.5300 0.5106 0.3963 0.5140 0.5300 0.4647 0.5140 0.5265 0.4085 0.5140 0.5300 0.4750 0.5140 0.3961 0.5140 0.5295 0.3363 0.5140 0.5300 0.5140 0.5288 0.4434 0.5140 0.5299 0.4965 0.3355 0.5140 0.5292 0.5262 0.4476 0.5140 0.5299 0.5275	1.6942 1.9388 1.9101 1.9465 1.4447 1.9388 1.9101 1.5843 1.9388 1.9802 1.4838 1.9388 1.9101 1.6113 1.9388 1.4717 1.9388 1.9070 1.2910 1.9388 1.9101 1.9389 1.9072 1.5151 1.9388 1.9100 1.8640 1.3030 1.9388 1.9062 1.9644 1.5796 1.9388 1.9098 1.9670	0.1524 0.2695 0.2468 0.2778 0.0627 0.2695 0.2468 0.0742 0.2695 0.2802 0.0816 0.2695 0.2468 0.0870 0.2695 0.0879 0.2695 0.2454 0.0564 0.2695 0.2468 0.2695 0.2464 0.0544 0.2695 0.2467 0.2541 0.0519 0.2695 0.2452 0.2743 0.0921 0.2695 0.2466 0.2747	0.6172 0.6272 0.6695 0.6191 0.5103 0.6272 0.6695 0.6125 0.6272 0.6436 0.5234 0.6272 0.6695 0.6301 0.6272 0.5104 0.6272 0.6691 0.4351 0.6272 0.6695 0.6272 0.6684 0.5841 0.6272 0.6694 0.6250 0.4037 0.6272 0.6692 0.6469 0.5687 0.6272 0.6695 0.6488	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0001 -0.0000 0.0000 0.0000 -0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000
6	[CLS] bortset fra illusionen om demokrati kunne den ikke give noget reelt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.5300 0.5144 0.5336 0.5329 0.4088 0.5140 0.5239 0.4121 0.5174 0.4562 0.5140 0.5293 0.5375 0.4449 0.5140 0.5298 0.5275 0.4457 0.5140 0.5300 0.5276 0.4472 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276 0.4474 0.5140	1.9101 1.9399 1.9153 1.9774 1.4836 1.9388 1.8867 1.5711 1.9497 1.6171 1.9388 1.9003 2.0072 1.5337 1.9388 1.9087 1.9671 1.5729 1.9388 1.9098 1.9671 1.5777 1.9388 1.9098 1.9671 1.5781 1.9388 1.9098 1.9671 1.5782 1.9388 1.9098 1.9671 1.5783 1.9388	0.2468 0.2697 0.2471 0.2791 0.0735 0.2695 0.2378 0.1768 0.2724 0.1199 0.2695 0.2419 0.2863 0.0630 0.2695 0.2461 0.2747 0.0896 0.2695 0.2466 0.2747 0.0909 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747 0.0910 0.2695	0.6695 0.6278 0.6751 0.6536 0.5241 0.6272 0.6620 0.5355 0.6319 0.5791 0.6272 0.6708 0.6570 0.5904 0.6272 0.6695 0.6488 0.5681 0.6272 0.6695 0.6489 0.5697 0.6272 0.6695 0.6489 0.5699 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489 0.5700 0.6272	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 0.0001 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000
7	[CLS] det kunne den ikke helt objektivt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.5140 0.5140 0.5300 0.5114 0.5143 0.5261 0.4135 0.5140 0.5299 0.5277 0.4458 0.5140 0.5300 0.5276 0.4471 0.5140 0.5300 0.5276 0.4473 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276 0.4474	1.9388 1.9388 1.9101 1.8434 1.9396 1.8813 1.5054 1.9388 1.9098 1.9675 1.5726 1.9388 1.9098 1.9671 1.5773 1.9388 1.9098 1.9671 1.5780 1.9388 1.9098 1.9671 1.5782 1.9388 1.9098 1.9671 1.5783 1.9388 1.9098 1.9671 1.5783 1.9388 1.9098 1.9671 1.5783	0.2695 0.2695 0.2468 0.2193 0.2697 0.2323 0.0940 0.2695 0.2467 0.2749 0.0887 0.2695 0.2466 0.2747 0.0907 0.2695 0.2466 0.2747 0.0909 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747 0.0910	0.6272 0.6272 0.6695 0.6430 0.6276 0.6683 0.5240 0.6272 0.6694 0.6492 0.5688 0.6272 0.6695 0.6489 0.5696 0.6272 0.6695 0.6489 0.5699 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489 0.5700	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	-0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0002 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000
8	[CLS] det var slet ikke pa grund af apparatets lænker. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 -100 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.4780 0.5140 0.5300 0.4426 0.5140 0.5300 0.4305 0.5140 0.4753 0.5140 0.5300 0.5028 0.5140 0.5249 0.5211 0.4604 0.5140 0.5299 0.5276 0.4467 0.5140 0.5300 0.5276 0.4473 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276	1.6946 1.9388 1.9102 1.5692 1.9388 1.9101 1.5047 1.9388 1.6593 1.9388 1.9097 1.6706 1.9388 1.8869 1.9534 1.6243 1.9388 1.9096 1.9671 1.5763 1.9388 1.9098 1.9671 1.5779 1.9388 1.9098 1.9671 1.5782 1.9388 1.9098 1.9671 1.5783 1.9388 1.9098 1.9671	0.1526 0.2695 0.2468 0.0898 0.2695 0.2468 0.0589 0.2695 0.1196 0.2695 0.2465 0.0854 0.2695 0.2379 0.2721 0.1137 0.2695 0.2466 0.2747 0.0905 0.2695 0.2466 0.2747 0.0909 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747	0.6176 0.6272 0.6696 0.5623 0.6272 0.6695 0.5639 0.6272 0.6141 0.6272 0.6697 0.6437 0.6272 0.6650 0.6389 0.5783 0.6272 0.6695 0.6489 0.5692 0.6272 0.6695 0.6489 0.5698 0.6272 0.6695 0.6489 0.5699 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0001 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000
9	[CLS] illusioner er farlige. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.5300 0.5316 0.4248 0.5140 0.5300 0.1718 0.5140 0.5177 0.5161 0.4937 0.5140 0.5289 0.5251 0.4533 0.5140 0.5299 0.5276 0.4477 0.5140 0.5299 0.5276 0.4475 0.5140 0.5300 0.5276 0.4475 0.5140 0.5300 0.5276 0.4474 0.5140 0.5300 0.5276 0.4474 0.5140	1.9101 1.9777 1.4850 1.9388 1.9101 0.8130 1.9388 1.8561 1.9433 1.7305 1.9388 1.9037 1.9627 1.5966 1.9388 1.9097 1.9671 1.5792 1.9388 1.9098 1.9671 1.5786 1.9388 1.9098 1.9671 1.5784 1.9388 1.9098 1.9671 1.5783 1.9388 1.9098 1.9671 1.5783 1.9388	0.2468 0.2797 0.0567 0.2695 0.2468 0.0552 0.2695 0.2265 0.2701 0.1658 0.2695 0.2437 0.2738 0.1004 0.2695 0.2466 0.2747 0.0914 0.2695 0.2466 0.2747 0.0911 0.2695 0.2466 0.2747 0.0911 0.2695 0.2466 0.2747 0.0910 0.2695 0.2466 0.2747 0.0910 0.2695	0.6695 0.6510 0.5575 0.6272 0.6695 0.2172 0.6272 0.6617 0.6311 0.6329 0.6272 0.6692 0.6457 0.5724 0.6272 0.6695 0.6489 0.5701 0.6272 0.6695 0.6489 0.5701 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489 0.5700 0.6272 0.6695 0.6489 0.5700 0.6272	0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0001 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0000
