batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.9076	0.0793	17.2217	0.0415	0.0827	0.9998	19.0000	0.2349	-0.2162	-0.2106	0.2311	-0.1928	-0.1785	0.1825	-0.1872	-0.1836	0.2381	-0.1839	-0.1837	17.2074	0.0420	0.0726	1.0000	19.0000	0.2545	-0.0636	-0.1197	0.2387	-0.1368	-0.1820	0.2041	-0.2294	-0.2215	0.2578	-0.1088	-0.1798	0.1612	0.5643	0.1692	0.5687	0.1930	0.6052	0.1594	0.5552
272	0.9233	0.0896	17.2022	0.0415	0.0912	0.9995	19.0000	0.2944	-0.2180	-0.2374	0.2829	-0.1883	-0.2166	0.2455	-0.1825	-0.1917	0.2881	-0.1416	-0.2076	17.1883	0.0417	0.0758	1.0000	19.0000	0.2906	-0.1504	-0.2487	0.2934	-0.1947	-0.2645	0.2485	-0.2553	-0.2965	0.2931	-0.1298	-0.2364	0.1935	0.6139	0.2061	0.6407	0.2359	0.6715	0.1753	0.5867
408	0.8771	0.1264	17.2085	0.0392	0.1115	0.9999	19.0000	0.3280	-0.1840	-0.1903	0.3108	-0.2191	-0.1910	0.2601	-0.1960	-0.1730	0.3251	-0.1858	-0.1840	17.1915	0.0396	0.0815	1.0000	19.0000	0.3520	-0.1781	-0.1895	0.3372	-0.2316	-0.2031	0.2872	-0.1228	-0.2443	0.3525	-0.2140	-0.2035	0.1188	0.4100	0.1221	0.4249	0.1481	0.5089	0.1173	0.4018
544	0.8968	0.1493	17.1989	0.0398	0.1296	0.9999	19.0000	0.3719	-0.2356	-0.2579	0.3618	-0.2644	-0.2683	0.3122	-0.2561	-0.2767	0.3679	-0.2230	-0.2690	17.1833	0.0396	0.0853	1.0000	19.0000	0.3795	-0.1272	-0.1925	0.3685	-0.1496	-0.2399	0.3164	-0.1557	-0.2575	0.3793	-0.1825	-0.2276	0.1360	0.4898	0.1453	0.5160	0.1841	0.5999	0.1356	0.4844
680	0.8718	0.1560	17.1986	0.0385	0.1467	0.9999	19.0000	0.3907	-0.2653	-0.2748	0.3835	-0.2605	-0.2652	0.3275	-0.2542	-0.2659	0.3900	-0.2301	-0.2659	17.1816	0.0389	0.0935	0.9996	19.0000	0.4014	-0.1921	-0.2061	0.3873	-0.1706	-0.2338	0.3239	-0.1531	-0.2561	0.3991	-0.1925	-0.2206	0.1215	0.4220	0.1257	0.4374	0.1526	0.5160	0.1216	0.4197
816	0.9003	0.1712	17.1906	0.0396	0.1539	1.0000	19.0000	0.4159	-0.2822	-0.2894	0.4098	-0.2643	-0.2852	0.3548	-0.2670	-0.2784	0.4140	-0.2775	-0.2912	17.1746	0.0394	0.0916	0.9992	19.0000	0.4178	-0.2338	-0.2281	0.4075	-0.2395	-0.2425	0.3500	-0.1912	-0.2614	0.4156	-0.2316	-0.2246	0.1397	0.4873	0.1411	0.4874	0.1711	0.5546	0.1356	0.4712
952	0.9258	0.1731	17.1849	0.0406	0.1375	0.9999	19.0000	0.4453	-0.2537	-0.2513	0.4414	-0.2378	-0.2560	0.3831	-0.2509	-0.2481	0.4421	-0.2421	-0.2491	17.1683	0.0408	0.0796	0.9988	19.0000	0.4435	-0.1750	-0.2158	0.4376	-0.2009	-0.2500	0.3684	-0.2101	-0.2689	0.4395	-0.1645	-0.2184	0.1200	0.4136	0.1196	0.4086	0.1360	0.4618	0.1189	0.4067
1088	0.9183	0.1777	17.1853	0.0402	0.1486	0.9997	19.0000	0.4469	-0.2309	-0.2306	0.4422	-0.2382	-0.2289	0.3773	-0.2532	-0.2218	0.4435	-0.2245	-0.2285	17.1687	0.0404	0.0913	0.9988	19.0000	0.4514	-0.1785	-0.2044	0.4456	-0.2031	-0.2259	0.3724	-0.2259	-0.2491	0.4482	-0.1925	-0.2092	0.1192	0.4103	0.1194	0.4084	0.1327	0.4463	0.1187	0.4061
1224	0.9176	0.1799	17.1861	0.0402	0.1433	0.9998	19.0000	0.4518	-0.2553	-0.2428	0.4468	-0.2508	-0.2480	0.3831	-0.2745	-0.2449	0.4492	-0.2486	-0.2419	17.1695	0.0404	0.0938	0.9992	19.0000	0.4442	-0.2583	-0.2544	0.4391	-0.2404	-0.2570	0.3724	-0.2175	-0.2711	0.4421	-0.2772	-0.2566	0.1183	0.4023	0.1189	0.4026	0.1323	0.4503	0.1164	0.3924
1360	0.9312	0.1901	17.1828	0.0407	0.1413	0.9997	19.0000	0.4596	-0.2994	-0.3020	0.4563	-0.2848	-0.3026	0.3880	-0.2810	-0.2929	0.4559	-0.2877	-0.3011	17.1670	0.0408	0.0917	0.9988	19.0000	0.4611	-0.2149	-0.2618	0.4574	-0.2325	-0.2798	0.3881	-0.2329	-0.2961	0.4577	-0.2298	-0.2693	0.1364	0.4780	0.1370	0.4752	0.1530	0.5109	0.1355	0.4718
