batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
136	0.8808	0.0830	17.2243	0.0401	0.0819	1.0000	19.0000	0.2201	-0.2033	-0.1558	0.1854	-0.1642	-0.1890	0.1180	-0.1821	-0.1689	0.2129	-0.1818	-0.1357	17.2087	0.0415	0.0681	1.0000	19.0000	0.2185	-0.1535	-0.2513	0.2097	-0.2399	-0.2811	0.1517	-0.2439	-0.2399	0.2227	-0.0469	-0.2377	0.1416	0.4866	0.2102	0.5950	0.2506	0.6784	0.1347	0.4711
272	0.9126	0.0986	17.2127	0.0414	0.0881	1.0000	19.0000	0.2903	-0.1969	-0.1890	0.2756	-0.2105	-0.2047	0.2083	-0.2029	-0.1804	0.2888	-0.1695	-0.1927	17.1975	0.0416	0.0735	1.0000	19.0000	0.2815	-0.2711	-0.2675	0.2593	-0.2864	-0.2680	0.1890	-0.1956	-0.2649	0.2790	-0.2000	-0.2693	0.1460	0.4990	0.1522	0.5196	0.1858	0.5631	0.1330	0.4617
408	0.8626	0.1255	17.2157	0.0388	0.1091	1.0000	19.0000	0.3529	-0.2218	-0.2414	0.3321	-0.2509	-0.2573	0.2532	-0.2472	-0.2661	0.3513	-0.2302	-0.2492	17.1996	0.0391	0.0923	0.9996	19.0000	0.3340	-0.1535	-0.2478	0.3198	-0.2044	-0.2886	0.2448	-0.2263	-0.3132	0.3347	-0.1154	-0.2640	0.1369	0.4652	0.1560	0.5023	0.2069	0.6211	0.1362	0.4655
544	0.8666	0.1543	17.2085	0.0386	0.1328	1.0000	19.0000	0.3780	-0.2927	-0.2896	0.3541	-0.2995	-0.3070	0.2870	-0.3013	-0.3213	0.3739	-0.2635	-0.2990	17.1920	0.0388	0.1030	1.0000	19.0000	0.3625	-0.2039	-0.3386	0.3469	-0.2930	-0.3452	0.2907	-0.2658	-0.3868	0.3635	-0.2088	-0.3281	0.1298	0.4552	0.1340	0.4644	0.1608	0.5348	0.1301	0.4537
680	0.8765	0.1633	17.2012	0.0388	0.1416	1.0000	19.0000	0.4134	-0.3007	-0.2716	0.3948	-0.3061	-0.2685	0.3263	-0.3083	-0.2780	0.4115	-0.3056	-0.2717	17.1842	0.0394	0.1057	1.0000	19.0000	0.4003	-0.1820	-0.3518	0.3823	-0.2333	-0.3702	0.3191	-0.2680	-0.3978	0.3991	-0.2180	-0.3465	0.1188	0.4073	0.1192	0.4077	0.1337	0.4630	0.1179	0.4029
816	0.8934	0.1930	17.1955	0.0393	0.1492	1.0000	19.0000	0.4401	-0.2664	-0.2930	0.4271	-0.2886	-0.2991	0.3526	-0.3083	-0.2987	0.4388	-0.2687	-0.2970	17.1792	0.0393	0.1060	1.0000	19.0000	0.4203	-0.2175	-0.3246	0.4055	-0.2070	-0.3382	0.3423	-0.2513	-0.3592	0.4195	-0.2101	-0.3272	0.1268	0.4431	0.1271	0.4409	0.1416	0.4857	0.1244	0.4330
952	0.8707	0.2121	17.1971	0.0382	0.1695	0.9999	19.0000	0.4508	-0.2772	-0.2792	0.4328	-0.3243	-0.2904	0.3489	-0.3277	-0.3187	0.4491	-0.2863	-0.2826	17.1807	0.0384	0.1127	1.0000	19.0000	0.4158	-0.1982	-0.3351	0.4013	-0.2697	-0.3544	0.3355	-0.2728	-0.4013	0.4150	-0.1965	-0.3373	0.1265	0.4409	0.1290	0.4510	0.1482	0.5152	0.1260	0.4386
1088	0.9159	0.2162	17.1889	0.0401	0.1527	0.9999	19.0000	0.4728	-0.2659	-0.2806	0.4639	-0.2947	-0.2937	0.3830	-0.3096	-0.3050	0.4700	-0.2634	-0.2808	17.1719	0.0405	0.0956	1.0000	19.0000	0.4407	-0.2561	-0.3548	0.4326	-0.3044	-0.3855	0.3651	-0.3039	-0.4096	0.4399	-0.2741	-0.3548	0.1233	0.4269	0.1223	0.4226	0.1331	0.4664	0.1212	0.4182
1224	0.9136	0.2293	17.1896	0.0401	0.1701	0.9998	19.0000	0.4817	-0.2465	-0.2854	0.4724	-0.2705	-0.2881	0.3956	-0.2798	-0.2841	0.4787	-0.2530	-0.2867	17.1731	0.0400	0.1040	1.0000	19.0000	0.4479	-0.2228	-0.3044	0.4385	-0.2434	-0.3382	0.3675	-0.2697	-0.3684	0.4470	-0.2184	-0.3026	0.1268	0.4438	0.1239	0.4307	0.1257	0.4374	0.1254	0.4386
1360	0.9177	0.2328	17.1868	0.0401	0.1659	0.9995	19.0000	0.4874	-0.2690	-0.3047	0.4793	-0.2934	-0.3149	0.3952	-0.2969	-0.3180	0.4834	-0.2682	-0.3070	17.1704	0.0401	0.1055	0.9996	19.0000	0.4519	-0.3053	-0.3154	0.4441	-0.3294	-0.3241	0.3644	-0.3417	-0.3991	0.4485	-0.2982	-0.3175	0.1340	0.4656	0.1306	0.4533	0.1341	0.4724	0.1338	0.4621
