batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
381	0.0487	0.0406	6.6584	0.0127	0.1959	0.7467	12.4764	-0.0005	-0.0635	0.0006	0.0022	-0.0293	0.0151	-0.0012	-0.0918	-0.0286	0.0014	-0.0594	0.0146	-0.0066	-0.0715	0.0166	0.0009	-0.0500	0.0081	6.6685	0.0127	0.1990	0.7507	12.4988	-0.0035	-0.0407	0.0134	0.0008	-0.0423	-0.0015	-0.0116	-0.0466	-0.0327	0.0057	-0.0373	-0.0039	-0.0069	-0.0346	0.0106	0.0080	-0.0101	0.0155	0.6126	0.5081	0.6262	0.5256	0.6078	0.5091	0.6232	0.5237	0.6069	0.4919	0.6178	0.5192
762	0.0568	0.0453	6.6608	0.0121	0.2005	0.7669	12.5164	0.0051	-0.0282	0.0097	-0.0016	-0.0744	-0.0004	-0.0057	-0.0716	-0.0688	-0.0002	-0.0611	-0.0304	0.0055	-0.0546	0.0043	0.0056	-0.0530	-0.0274	6.6703	0.0122	0.1933	0.7727	12.5240	0.0072	-0.0183	0.0011	0.0112	-0.0406	0.0274	-0.0037	-0.0582	-0.0487	0.0050	-0.0239	0.0175	-0.0031	-0.0173	0.0107	0.0048	-0.0235	0.0024	0.6178	0.5102	0.6096	0.5092	0.6069	0.5028	0.6149	0.5084	0.6254	0.5190	0.5998	0.5019
1143	0.0544	0.0425	6.6613	0.0120	0.1974	0.7678	12.5173	0.0021	-0.0825	-0.0084	0.0002	-0.0501	0.0025	0.0063	-0.0544	-0.0085	0.0048	-0.0808	-0.0277	-0.0026	-0.0115	0.0254	0.0009	-0.0594	-0.0388	6.6691	0.0122	0.1959	0.7663	12.4944	0.0030	-0.0522	0.0165	0.0084	-0.0405	-0.0143	-0.0080	-0.0428	-0.0171	0.0014	-0.0355	0.0267	0.0044	-0.0624	0.0025	0.0014	-0.0193	0.0159	0.6286	0.5367	0.6195	0.5085	0.6142	0.5124	0.5981	0.4960	0.6062	0.5023	0.6139	0.5036
1524	0.0564	0.0434	6.6604	0.0122	0.2039	0.7590	12.4954	-0.0012	-0.0318	0.0171	-0.0116	-0.0535	-0.0132	0.0016	-0.0709	-0.0065	-0.0035	-0.0680	-0.0071	-0.0033	-0.0513	-0.0037	0.0003	-0.0535	0.0241	6.6699	0.0120	0.1930	0.7722	12.5046	0.0004	-0.0276	0.0041	-0.0013	-0.0309	0.0104	-0.0066	-0.0418	-0.0217	0.0019	-0.0440	0.0121	-0.0011	-0.0160	0.0071	0.0033	-0.0394	0.0046	0.6283	0.5188	0.6144	0.5028	0.6156	0.5077	0.6208	0.5183	0.6046	0.4988	0.5916	0.4848
1905	0.0552	0.0432	6.6610	0.0122	0.1948	0.7666	12.5083	-0.0037	-0.0696	-0.0131	-0.0060	-0.0609	0.0100	-0.0031	-0.0574	0.0047	-0.0006	-0.0631	-0.0552	-0.0010	-0.0530	0.0116	-0.0063	-0.0540	-0.0050	6.6687	0.0121	0.2027	0.7700	12.5043	-0.0011	-0.0384	-0.0003	-0.0004	-0.0489	-0.0202	-0.0032	-0.0497	-0.0299	0.0042	-0.0193	-0.0016	-0.0064	-0.0121	-0.0154	0.0044	-0.0351	0.0460	0.6293	0.5200	0.6109	0.5114	0.6220	0.5194	0.6061	0.4994	0.6064	0.5018	0.6144	0.5063
2286	0.0533	0.0423	6.6601	0.0121	0.1951	0.7676	12.5034	-0.0045	-0.0371	0.0126	0.0085	0.0301	0.0260	0.0075	-0.0615	0.0071	0.0029	-0.0415	-0.0250	-0.0057	-0.0434	-0.0121	-0.0039	-0.0594	-0.0118	6.6693	0.0122	0.1942	0.7673	12.4966	-0.0009	-0.0354	-0.0037	0.0013	-0.0148	0.0162	-0.0008	-0.0364	-0.0298	-0.0042	-0.0419	-0.0094	0.0073	-0.0194	0.0257	0.0032	-0.0383	-0.0123	0.6140	0.5110	0.6190	0.5167	0.6234	0.5194	0.6228	0.5208	0.5946	0.4924	0.6213	0.5051
2667	0.0575	0.0446	6.6601	0.0123	0.1981	0.7700	12.4988	-0.0001	-0.0430	0.0081	0.0006	-0.0460	-0.0011	0.0050	-0.0266	0.0270	0.0008	-0.0550	-0.0067	-0.0040	-0.0492	0.0196	-0.0011	-0.0578	-0.0217	6.6697	0.0121	0.1985	0.7679	12.5077	0.0030	-0.0430	0.0189	-0.0049	-0.0230	0.0243	-0.0064	-0.0520	-0.0624	-0.0038	-0.0500	0.0107	0.0001	-0.0424	-0.0037	-0.0032	-0.0023	0.0119	0.5918	0.4955	0.6083	0.5093	0.6214	0.5255	0.6135	0.5106	0.5960	0.4979	0.6171	0.5179
3048	0.0552	0.0425	6.6600	0.0124	0.1884	0.7675	12.5019	-0.0098	-0.0465	-0.0184	-0.0032	-0.0519	0.0361	-0.0004	-0.0433	-0.0004	-0.0008	-0.0174	0.0104	-0.0041	-0.0684	-0.0184	0.0027	-0.0536	0.0117	6.6684	0.0121	0.1959	0.7662	12.4940	-0.0012	-0.0332	0.0133	0.0031	-0.0356	-0.0080	-0.0017	-0.0509	-0.0213	0.0051	-0.0291	-0.0057	0.0039	-0.0200	-0.0106	-0.0033	-0.0249	-0.0020	0.5941	0.4875	0.6060	0.5066	0.6355	0.5362	0.6215	0.5202	0.6042	0.5061	0.6196	0.5198
3429	0.0578	0.0447	6.6597	0.0123	0.1979	0.7634	12.5039	0.0091	-0.0444	0.0128	-0.0068	-0.0437	-0.0226	0.0021	-0.0332	0.0320	0.0027	-0.0282	0.0021	-0.0041	-0.0507	-0.0156	0.0077	-0.0373	-0.0034	6.6697	0.0121	0.1979	0.7624	12.4936	0.0033	-0.0316	-0.0100	-0.0011	-0.0354	-0.0031	-0.0034	-0.0754	-0.0382	0.0080	-0.0213	0.0231	0.0064	-0.0339	0.0005	-0.0022	-0.0422	0.0043	0.6096	0.5069	0.6200	0.5209	0.6288	0.5371	0.6206	0.5213	0.6154	0.5132	0.6186	0.5116
3810	0.0576	0.0445	6.6613	0.0120	0.1940	0.7670	12.5104	-0.0025	-0.0666	-0.0316	-0.0093	-0.0739	-0.0387	-0.0003	-0.0483	0.0005	-0.0024	-0.0673	-0.0012	0.0030	-0.0694	0.0097	-0.0033	-0.0689	-0.0002	6.6681	0.0123	0.1976	0.7608	12.4914	-0.0029	-0.0128	0.0069	-0.0020	-0.0266	0.0076	-0.0072	-0.0211	-0.0309	-0.0000	-0.0444	-0.0103	-0.0058	-0.0310	-0.0067	-0.0035	-0.0392	-0.0144	0.6144	0.5126	0.6084	0.4958	0.6264	0.5254	0.5967	0.4938	0.6017	0.4961	0.6126	0.4952
4191	0.0569	0.0445	6.6604	0.0122	0.1947	0.7700	12.4922	-0.0001	-0.0503	0.0128	0.0002	-0.0409	0.0152	0.0083	-0.0279	0.0167	-0.0063	-0.0372	0.0188	-0.0001	-0.0459	-0.0019	-0.0072	-0.0485	0.0013	6.6701	0.0120	0.1912	0.7682	12.5005	0.0064	0.0040	0.0227	-0.0078	-0.0537	-0.0241	-0.0016	-0.0502	-0.0361	0.0033	-0.0246	0.0203	-0.0026	-0.0500	-0.0152	-0.0008	-0.0382	0.0023	0.6336	0.5347	0.6149	0.5134	0.6272	0.5293	0.6325	0.5301	0.6149	0.5171	0.6089	0.4969
4572	0.0509	0.0396	6.6608	0.0122	0.1995	0.7609	12.4987	-0.0011	-0.0513	0.0227	-0.0047	-0.0554	0.0159	0.0050	-0.0485	0.0248	-0.0042	-0.0570	0.0127	-0.0024	-0.0469	0.0083	-0.0002	-0.0654	-0.0173	6.6700	0.0122	0.2005	0.7666	12.5058	0.0031	-0.0398	-0.0049	-0.0008	-0.0404	-0.0138	-0.0031	-0.0309	-0.0235	0.0082	-0.0354	-0.0376	0.0021	-0.0377	-0.0110	-0.0008	-0.0453	-0.0161	0.6185	0.5189	0.6065	0.5078	0.6216	0.5244	0.6070	0.5016	0.6024	0.4989	0.6041	0.5029
4953	0.0572	0.0450	6.6608	0.0122	0.2028	0.7641	12.5074	0.0005	-0.0533	-0.0162	-0.0060	-0.0746	-0.0099	0.0005	-0.0528	-0.0048	-0.0087	-0.0637	-0.0057	0.0044	-0.0471	0.0135	0.0021	-0.0692	-0.0185	6.6682	0.0124	0.1954	0.7676	12.4974	-0.0037	-0.0403	0.0114	-0.0006	-0.0400	0.0235	-0.0104	-0.0449	-0.0134	0.0040	-0.0273	-0.0071	0.0024	-0.0523	-0.0178	-0.0061	-0.0522	-0.0144	0.6356	0.5295	0.6172	0.5120	0.6348	0.5287	0.6141	0.5092	0.5987	0.4877	0.6017	0.4957
5334	0.0543	0.0430	6.6616	0.0121	0.1884	0.7610	12.5093	0.0009	-0.0646	0.0050	-0.0034	-0.0325	-0.0224	0.0004	-0.0312	0.0072	-0.0050	-0.0669	-0.0114	0.0044	-0.0606	-0.0109	-0.0030	-0.0625	0.0070	6.6698	0.0121	0.1929	0.7629	12.5015	0.0019	-0.0496	0.0148	-0.0012	-0.0310	0.0156	-0.0097	-0.0527	-0.0357	-0.0012	-0.0214	0.0116	0.0048	-0.0418	-0.0256	-0.0020	-0.0225	-0.0013	0.6233	0.5226	0.6193	0.5174	0.6341	0.5395	0.6089	0.5051	0.6026	0.5050	0.6033	0.4967
5715	0.0536	0.0424	6.6596	0.0122	0.2032	0.7647	12.4902	-0.0067	-0.0450	-0.0120	-0.0050	-0.0315	-0.0049	-0.0006	-0.0464	0.0166	-0.0081	-0.0278	0.0093	-0.0002	-0.0861	-0.0330	-0.0009	-0.0523	-0.0014	6.6694	0.0120	0.1937	0.7693	12.5051	-0.0011	-0.0335	-0.0034	0.0020	-0.0126	-0.0004	-0.0064	-0.0409	-0.0181	0.0014	-0.0475	-0.0091	0.0028	-0.0391	-0.0200	0.0000	-0.0136	0.0058	0.5972	0.4926	0.6034	0.5056	0.6253	0.5248	0.6083	0.5047	0.5896	0.4844	0.6013	0.4942
