batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.4518	0.2045	6.8137	0.0262	0.1542	1.0000	16.0000	0.1991	0.0895	-0.1492	0.1645	-0.0194	-0.1745	0.1205	-0.0694	-0.1218	0.1970	0.0696	-0.1311	6.8266	0.0250	0.1585	1.0000	16.0000	0.1437	0.0444	-0.1091	0.1174	0.0033	-0.1350	0.0750	-0.0122	-0.0732	0.1412	0.0422	-0.1016	0.6579	0.5446	0.6344	0.5255	0.5676	0.4612	0.6590	0.5526
762	0.4909	0.2565	6.8100	0.0268	0.1746	1.0000	16.0000	0.2280	0.0868	-0.1699	0.1963	-0.0034	-0.2227	0.1489	-0.0710	-0.1731	0.2136	0.0600	-0.2101	6.8235	0.0248	0.1590	1.0000	16.0000	0.1696	0.0866	-0.1577	0.1438	0.0061	-0.1842	0.1007	-0.0330	-0.1626	0.1592	0.0592	-0.1599	0.6674	0.5735	0.6680	0.5625	0.6330	0.5416	0.6619	0.5600
1143	0.5184	0.2825	6.8069	0.0281	0.1937	1.0000	16.0000	0.2420	0.0573	-0.2068	0.2162	-0.0148	-0.2551	0.1721	-0.0690	-0.2074	0.2152	-0.0067	-0.2340	6.8205	0.0261	0.1817	1.0000	16.0000	0.1783	0.0838	-0.1858	0.1527	-0.0437	-0.2269	0.1177	-0.0667	-0.1968	0.1607	0.0529	-0.2012	0.6483	0.5696	0.6579	0.5666	0.6577	0.5769	0.6534	0.5743
1524	0.5430	0.3088	6.8029	0.0294	0.2038	1.0000	16.0000	0.2567	0.0959	-0.2164	0.2261	-0.0034	-0.2686	0.1786	-0.0471	-0.2205	0.2471	0.0190	-0.2556	6.8163	0.0278	0.2106	1.0000	16.0000	0.1842	0.1066	-0.1728	0.1607	-0.0239	-0.2361	0.1252	-0.0814	-0.2169	0.1748	0.0296	-0.2098	0.6206	0.5406	0.6326	0.5513	0.6424	0.5659	0.6192	0.5332
1905	0.5690	0.3477	6.8016	0.0305	0.2032	1.0000	16.0000	0.2764	0.0727	-0.2482	0.2475	-0.0135	-0.2926	0.1915	-0.0543	-0.2376	0.2556	0.0603	-0.2106	6.8152	0.0289	0.2024	1.0000	16.0000	0.1952	0.0917	-0.2040	0.1784	-0.0103	-0.2520	0.1370	-0.0489	-0.2216	0.1600	-0.0677	-0.2511	0.6344	0.5592	0.6440	0.5628	0.6572	0.5790	0.6897	0.6227
2286	0.5904	0.3844	6.7995	0.0318	0.2169	1.0000	16.0000	0.2825	0.0210	-0.2919	0.2528	-0.0321	-0.3290	0.1955	-0.0679	-0.2692	0.2617	0.0574	-0.2383	6.8134	0.0298	0.2029	1.0000	16.0000	0.1955	0.0527	-0.2452	0.1791	-0.0294	-0.2824	0.1379	-0.0592	-0.2399	0.1717	-0.0474	-0.2738	0.6517	0.5787	0.6473	0.5711	0.6658	0.5911	0.6871	0.6232
2667	0.6130	0.4100	6.7966	0.0327	0.2283	1.0000	16.0000	0.2887	0.0297	-0.3042	0.2607	-0.0516	-0.3496	0.1986	-0.0865	-0.2963	0.2757	0.0251	-0.2760	6.8106	0.0309	0.2181	1.0000	16.0000	0.1988	0.0574	-0.2550	0.1770	-0.0430	-0.3111	0.1336	-0.0870	-0.2745	0.1727	-0.0874	-0.2886	0.6521	0.5779	0.6506	0.5783	0.6729	0.6018	0.7304	0.6577
3048	0.6250	0.4342	6.7952	0.0331	0.2380	1.0000	16.0000	0.2893	-0.0205	-0.3688	0.2648	-0.0887	-0.3868	0.2044	-0.1118	-0.3273	0.2774	0.0153	-0.3311	6.8096	0.0312	0.2371	1.0000	16.0000	0.1969	-0.0197	-0.3324	0.1804	-0.0706	-0.3518	0.1380	-0.0951	-0.3013	0.1772	-0.1193	-0.3529	0.6580	0.5877	0.6532	0.5796	0.6727	0.5986	0.6969	0.6288
3429	0.6499	0.4562	6.7922	0.0345	0.2592	1.0000	16.0000	0.3026	0.0035	-0.3427	0.2723	-0.0682	-0.3782	0.2090	-0.0926	-0.3037	0.2905	0.0126	-0.3142	6.8065	0.0325	0.2417	1.0000	16.0000	0.2039	0.0366	-0.3061	0.1790	-0.0209	-0.3420	0.1370	-0.0525	-0.2713	0.1839	-0.0716	-0.3368	0.6614	0.5875	0.6587	0.5833	0.6747	0.5991	0.6850	0.6221
3810	0.6583	0.4571	6.7884	0.0350	0.2880	1.0000	16.0000	0.3133	0.0231	-0.3179	0.2903	-0.0897	-0.3818	0.2137	-0.1340	-0.3253	0.3029	0.0002	-0.3136	6.8030	0.0329	0.2748	1.0000	16.0000	0.2136	-0.0019	-0.2917	0.1925	-0.1070	-0.3570	0.1380	-0.1360	-0.3109	0.1948	-0.1236	-0.3451	0.6825	0.6068	0.6880	0.6124	0.7067	0.6323	0.7386	0.6651
4191	0.6723	0.4826	6.7867	0.0354	0.3026	1.0000	16.0000	0.3151	0.0117	-0.3198	0.2913	-0.0706	-0.3805	0.2238	-0.1007	-0.3035	0.3108	0.0097	-0.3127	6.8011	0.0334	0.2914	1.0000	16.0000	0.2141	0.0145	-0.2822	0.1914	-0.0842	-0.3476	0.1439	-0.1070	-0.2877	0.2023	-0.0881	-0.3179	0.6743	0.5948	0.6806	0.6068	0.7005	0.6299	0.7429	0.6680
4572	0.6846	0.5088	6.7901	0.0359	0.3123	1.0000	16.0000	0.2996	-0.0909	-0.4301	0.2757	-0.1216	-0.4376	0.2175	-0.1374	-0.3493	0.2958	-0.0603	-0.4202	6.8048	0.0331	0.3016	1.0000	16.0000	0.1980	-0.1091	-0.3916	0.1794	-0.1444	-0.4109	0.1365	-0.1383	-0.3389	0.1882	-0.1763	-0.4048	0.6685	0.6031	0.6756	0.6044	0.6950	0.6232	0.6764	0.6043
4953	0.6900	0.5191	6.7886	0.0362	0.3109	1.0000	16.0000	0.3113	-0.0339	-0.3652	0.2805	-0.0495	-0.3783	0.2174	-0.0487	-0.2195	0.3080	-0.0129	-0.3551	6.8033	0.0336	0.2980	1.0000	16.0000	0.2152	-0.0224	-0.3168	0.1877	-0.0345	-0.3334	0.1396	-0.0371	-0.2104	0.2037	-0.0976	-0.3470	0.6618	0.5988	0.6680	0.6003	0.6827	0.6080	0.6910	0.6167
5334	0.6945	0.5266	6.7892	0.0364	0.3384	1.0000	16.0000	0.2922	-0.1179	-0.4456	0.2692	-0.1303	-0.4508	0.2202	-0.1291	-0.3573	0.2898	-0.0971	-0.4401	6.8039	0.0338	0.3117	1.0000	16.0000	0.1935	-0.1238	-0.4008	0.1750	-0.1522	-0.4133	0.1381	-0.1350	-0.3440	0.1884	-0.1620	-0.4153	0.6681	0.6029	0.6708	0.6023	0.6873	0.6144	0.6689	0.6009
5715	0.7028	0.5363	6.7883	0.0369	0.3409	1.0000	16.0000	0.2946	-0.0740	-0.4235	0.2736	-0.0951	-0.4275	0.2132	-0.0873	-0.2828	0.2916	-0.0689	-0.4206	6.8033	0.0342	0.3189	1.0000	16.0000	0.1959	-0.0584	-0.3884	0.1804	-0.0928	-0.3946	0.1352	-0.0914	-0.2884	0.1868	-0.1159	-0.4027	0.6754	0.6157	0.6841	0.6151	0.6995	0.6228	0.7039	0.6320
6096	0.7026	0.5226	6.7855	0.0368	0.3281	1.0000	16.0000	0.3040	-0.0321	-0.3596	0.2864	-0.0704	-0.3712	0.2144	-0.0830	-0.2226	0.3018	-0.0190	-0.3514	6.8004	0.0343	0.3063	1.0000	16.0000	0.2062	-0.0553	-0.3338	0.1936	-0.0655	-0.3563	0.1379	-0.0759	-0.2414	0.1946	-0.1351	-0.3515	0.6649	0.6102	0.6838	0.6203	0.6975	0.6223	0.7214	0.6472
6477	0.7039	0.5369	6.7876	0.0369	0.3404	1.0000	16.0000	0.2877	-0.1235	-0.4473	0.2712	-0.1381	-0.4526	0.2182	-0.1330	-0.3369	0.2862	-0.1163	-0.4468	6.8025	0.0341	0.3252	1.0000	16.0000	0.1932	-0.1227	-0.4024	0.1799	-0.1419	-0.4160	0.1380	-0.1223	-0.3282	0.1895	-0.1454	-0.4088	0.6649	0.6062	0.6715	0.6077	0.6866	0.6148	0.6708	0.6081
6858	0.7119	0.5424	6.7864	0.0374	0.3485	1.0000	16.0000	0.2954	-0.1123	-0.4125	0.2714	-0.1268	-0.4199	0.2092	-0.1066	-0.2808	0.2927	-0.1011	-0.4099	6.8016	0.0347	0.3348	1.0000	16.0000	0.2023	-0.1005	-0.3757	0.1791	-0.1071	-0.3942	0.1306	-0.0913	-0.2837	0.1976	-0.1187	-0.3858	0.6763	0.6177	0.6823	0.6192	0.6933	0.6199	0.6783	0.6173
