batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
136	0.9272	0.0641	16.8507	0.0270	0.2521	0.9989	15.6460	0.5474	-0.1025	-0.0552	0.4411	-0.1030	-0.0362	0.3922	-0.0994	-0.0191	0.4625	-0.0945	-0.0512	-0.2630	-0.1215	-0.0973	-0.2562	-0.1296	-0.1107	16.8381	0.0273	0.1842	0.9969	15.7577	0.5469	-0.0206	-0.0333	0.4321	-0.0425	0.0022	0.3877	-0.1000	0.0241	0.4676	-0.0504	-0.0487	-0.2605	-0.1952	-0.1987	-0.2442	-0.1197	-0.1535	0.1833	0.6262	0.1989	0.6560	0.1741	0.6064	0.1599	0.5744	0.1665	0.5724	0.1598	0.5600
272	0.9272	0.0641	16.7770	0.0238	0.2728	0.9977	14.2800	0.5517	-0.1367	-0.0432	0.5254	-0.1438	-0.0510	0.4980	-0.1385	-0.0390	0.5288	-0.1255	-0.0234	-0.2081	-0.0951	-0.0724	-0.1939	-0.0930	-0.0701	16.7646	0.0241	0.2051	0.9961	14.4872	0.5436	0.0261	0.0614	0.5170	0.0215	0.0654	0.4905	0.0000	0.0456	0.5147	0.0202	0.0667	-0.1939	-0.1285	-0.1289	-0.1757	-0.1496	-0.1649	0.1803	0.6112	0.1960	0.6438	0.1993	0.6544	0.1539	0.5504	0.1768	0.5592	0.1799	0.5743
408	0.9272	0.0641	16.8234	0.0258	0.2626	0.9983	14.1380	0.5438	-0.1050	-0.0502	0.2602	-0.1073	-0.0752	0.1730	-0.1298	-0.0451	0.4356	-0.0902	-0.0156	-0.1217	-0.0925	-0.0534	-0.1091	-0.1077	-0.0741	16.8074	0.0258	0.1922	0.9977	14.2635	0.5509	-0.0281	0.0145	0.2632	0.0390	0.0649	0.1735	0.0741	0.0588	0.4616	-0.0575	-0.0132	-0.1389	-0.1154	-0.1180	-0.1286	-0.1285	-0.1364	0.1326	0.4682	0.1624	0.5506	0.1645	0.5838	0.1190	0.4119	0.1996	0.5943	0.1928	0.5875
544	0.9272	0.0641	16.8308	0.0261	0.2567	0.9977	13.4562	0.5553	-0.1004	-0.0294	0.1872	-0.1131	-0.0926	0.0748	-0.1188	-0.0750	0.4381	-0.0657	0.0123	-0.0456	-0.1021	-0.0651	-0.0300	-0.1077	-0.0798	16.8133	0.0261	0.1766	0.9981	13.5970	0.5385	-0.0408	-0.0294	0.2109	-0.0421	0.0224	0.0992	0.0171	0.0452	0.4499	-0.0526	-0.0434	-0.0830	-0.0482	-0.0504	-0.0562	-0.0417	-0.0618	0.1206	0.4226	0.1609	0.5488	0.1867	0.6279	0.1177	0.4089	0.1733	0.5598	0.1827	0.5852
680	0.9273	0.0659	16.7903	0.0244	0.2959	0.9975	12.5607	0.5572	-0.1013	-0.0236	0.4427	-0.0948	-0.0634	0.3724	-0.1079	-0.0566	0.4598	-0.0129	0.0114	-0.1971	-0.0857	-0.0527	-0.1797	-0.1066	-0.0720	16.7738	0.0244	0.2046	0.9965	12.7291	0.5493	-0.0925	0.0794	0.4612	-0.0281	0.1382	0.3899	0.0180	0.1132	0.4832	-0.0987	0.0618	-0.2401	-0.0667	-0.0846	-0.2203	-0.0754	-0.1000	0.1258	0.4479	0.1691	0.5813	0.1855	0.6218	0.1083	0.3535	0.1555	0.5147	0.1731	0.5492
816	0.9270	0.0641	16.8220	0.0257	0.2529	0.9980	12.5521	0.5526	-0.0631	0.0009	0.1702	-0.0935	-0.0696	0.0365	-0.1019	-0.0538	0.3716	-0.0162	0.0379	-0.0081	-0.0310	0.0038	0.0001	-0.0430	-0.0113	16.8043	0.0257	0.1860	0.9957	12.6399	0.5331	0.0623	0.0667	0.1855	0.0158	0.1500	0.0626	0.0789	0.1537	0.3521	0.0649	0.0404	-0.0517	-0.0211	-0.0553	-0.0400	-0.0162	-0.0263	0.1200	0.4195	0.1454	0.5100	0.1614	0.5665	0.1134	0.3835	0.1643	0.5446	0.1828	0.5783
952	0.9200	0.0663	16.8277	0.0256	0.2210	0.9981	12.0301	0.5429	-0.0184	0.0559	0.0803	-0.1257	-0.0725	-0.0699	-0.0962	-0.1110	0.4616	-0.0387	0.0449	0.0334	-0.0612	-0.0282	0.0496	-0.0668	-0.0415	16.8090	0.0258	0.1858	0.9973	12.1820	0.5306	-0.0250	0.0004	0.1034	-0.0897	0.0838	-0.0456	-0.0702	0.1149	0.3527	0.0145	0.0430	-0.0029	-0.1373	-0.1443	0.0166	-0.0816	-0.1189	0.1157	0.3971	0.2038	0.6264	0.2112	0.6717	0.3482	0.6505	0.1453	0.5023	0.1489	0.5129
1088	0.9259	0.0649	16.8055	0.0249	0.2537	0.9980	12.0064	0.5373	-0.0681	0.0225	0.2831	-0.0917	-0.0351	0.1870	-0.0825	-0.0442	0.4128	-0.1006	-0.0158	-0.0988	-0.0371	0.0017	-0.0841	-0.0495	-0.0120	16.7878	0.0250	0.1892	0.9977	12.0753	0.5119	0.0513	0.0548	0.3048	0.0575	0.0404	0.2036	0.0925	0.0211	0.2005	0.0982	0.0276	-0.1575	-0.0921	-0.1184	-0.1419	-0.0899	-0.1083	0.1177	0.4089	0.1585	0.5634	0.1704	0.5982	0.4645	0.8068	0.1160	0.3972	0.1234	0.4295
1224	0.9272	0.0641	16.7857	0.0242	0.2585	0.9982	11.7301	0.5542	-0.1381	-0.0567	0.4889	-0.1334	-0.0619	0.4179	-0.1127	-0.0535	0.3929	-0.1106	-0.0536	-0.2209	-0.0633	-0.0395	-0.2042	-0.0615	-0.0349	16.7704	0.0242	0.1873	0.9969	11.8308	0.5549	0.0816	0.0689	0.4932	0.0636	0.0513	0.4273	0.0662	0.0219	0.3910	0.0575	0.0925	-0.2511	-0.0127	-0.0456	-0.2283	-0.0461	-0.0750	0.1401	0.4904	0.1540	0.5361	0.1631	0.5807	0.1367	0.4809	0.1575	0.5349	0.1737	0.5444
1360	0.9267	0.0673	16.7894	0.0243	0.2440	0.9978	11.3590	0.5608	-0.1307	-0.0461	0.4723	-0.1223	-0.0558	0.4068	-0.1203	-0.0366	0.3622	-0.1189	-0.0490	-0.2259	-0.1158	-0.0893	-0.2013	-0.1239	-0.1017	16.7745	0.0243	0.1996	0.9973	11.3949	0.5591	0.0577	0.1004	0.4745	0.0061	0.0991	0.4057	-0.0539	0.1009	0.3666	0.0158	0.1105	-0.2380	0.0110	-0.0075	-0.2176	0.0132	0.0004	0.1424	0.5054	0.1527	0.5394	0.1646	0.5884	0.1295	0.4622	0.2129	0.6440	0.2164	0.6377
