batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
381	0.2722	0.0268	6.7275	0.0219	0.1970	0.9995	15.0000	0.0198	0.0120	-0.0385	-0.0524	-0.0964	-0.1203	-0.0614	-0.1103	-0.1335	0.0347	0.0795	0.0491	-0.0018	-0.0470	-0.0063	0.0043	-0.0645	-0.0233	6.7385	0.0214	0.2095	0.9976	15.0000	0.0076	0.0147	-0.0095	-0.0308	-0.0456	-0.0310	-0.0386	-0.0632	-0.0480	0.0212	0.0448	0.0215	-0.0010	-0.0117	0.0029	0.0071	-0.0295	0.0106	0.5136	0.3701	0.5160	0.3648	0.5161	0.3721	0.5232	0.3875	0.6360	0.5406	0.6264	0.5332
762	0.2886	0.0404	6.6789	0.0221	0.2260	0.9985	13.9962	0.0599	0.0722	0.0461	-0.0630	-0.0970	-0.1302	-0.0818	-0.1213	-0.1654	0.0766	0.1217	0.0874	-0.0005	-0.0223	0.0406	0.0033	-0.0498	0.0113	6.6888	0.0214	0.2461	0.9942	13.9946	0.0407	0.0419	0.0252	-0.0266	-0.0388	-0.0248	-0.0405	-0.0578	-0.0449	0.0561	0.0719	0.0513	0.0074	-0.0310	0.0000	-0.0031	-0.0090	0.0323	0.5071	0.3741	0.5102	0.3592	0.5148	0.3682	0.4990	0.3698	0.6437	0.5462	0.6009	0.5076
1143	0.3746	0.0721	6.6541	0.0255	0.2604	0.9971	12.8684	0.0837	0.1024	-0.0359	0.0036	-0.0693	-0.1614	-0.0092	-0.1043	-0.1794	0.0777	0.1231	-0.0560	-0.0008	-0.0407	0.0255	0.0085	-0.0329	0.0087	6.6617	0.0246	0.2731	0.9899	12.8089	0.0636	0.0318	-0.0041	0.0287	-0.0218	-0.0459	0.0203	-0.0401	-0.0557	0.0600	0.0599	-0.0113	-0.0012	-0.0110	0.0192	0.0074	-0.0027	0.0189	0.4923	0.3576	0.5067	0.3698	0.5121	0.3778	0.4962	0.3661	0.6250	0.5301	0.6001	0.4895
1524	0.3702	0.0699	6.6100	0.0249	0.2890	0.9963	11.9561	0.0398	0.0995	-0.1267	0.0086	0.0132	-0.1597	-0.0034	-0.0674	-0.1746	0.0381	0.1222	-0.1441	0.0234	0.0530	0.0958	0.0294	0.0168	0.0366	6.6136	0.0243	0.3031	0.9858	11.8836	0.0284	0.0259	-0.0665	0.0234	-0.0078	-0.0735	0.0238	-0.0301	-0.0685	0.0314	0.0530	-0.0745	0.0128	0.0384	0.0559	0.0155	-0.0091	0.0096	0.5209	0.4102	0.5257	0.4121	0.5175	0.3956	0.5549	0.4483	0.5966	0.4868	0.5839	0.4822
1905	0.3724	0.0709	6.5814	0.0244	0.3069	0.9939	11.4529	0.0511	0.1067	-0.1137	0.0257	0.0828	-0.1299	0.0090	-0.0076	-0.1474	0.0556	0.1342	-0.1320	0.0441	0.0838	0.1167	0.0451	0.0225	0.0438	6.5823	0.0238	0.3256	0.9813	11.3486	0.0318	0.0218	-0.0642	0.0230	0.0077	-0.0676	0.0224	-0.0310	-0.0680	0.0384	0.0536	-0.0634	0.0305	0.0301	0.0380	0.0250	0.0075	0.0050	0.5532	0.4468	0.5448	0.4379	0.5199	0.4043	0.5850	0.4681	0.5832	0.4912	0.5603	0.4557
2286	0.3771	0.0728	6.5693	0.0239	0.3077	0.9921	11.0967	0.0849	0.1187	-0.1008	0.0479	0.1037	-0.1127	0.0291	0.0410	-0.1274	0.0967	0.1522	-0.1224	0.0646	0.0884	0.1194	0.0569	0.0456	0.0384	6.5692	0.0233	0.3313	0.9785	10.9305	0.0537	0.0320	-0.0570	0.0320	0.0054	-0.0612	0.0277	-0.0341	-0.0687	0.0689	0.0768	-0.0516	0.0559	0.0163	0.0237	0.0401	0.0019	-0.0103	0.5837	0.4637	0.5652	0.4558	0.5267	0.4153	0.6057	0.4733	0.5710	0.4657	0.5591	0.4457
2667	0.3814	0.0745	6.5633	0.0235	0.3121	0.9866	10.5861	0.1349	0.1320	-0.0876	0.0734	0.1144	-0.1015	0.0471	0.0688	-0.1119	0.1438	0.1690	-0.1125	0.0689	0.0770	0.1109	0.0681	0.0534	0.0588	6.5631	0.0230	0.3348	0.9722	10.4059	0.0944	0.0482	-0.0474	0.0456	0.0083	-0.0591	0.0337	-0.0390	-0.0699	0.1085	0.1063	-0.0420	0.0685	0.0090	0.0194	0.0527	-0.0137	-0.0171	0.6075	0.4698	0.5861	0.4660	0.5363	0.4276	0.6195	0.4752	0.5647	0.4678	0.5654	0.4701
3048	0.3843	0.0757	6.5587	0.0231	0.3210	0.9846	10.2970	0.1699	0.1434	-0.0758	0.0994	0.1230	-0.0988	0.0603	0.0846	-0.1026	0.1716	0.1825	-0.1025	0.0641	0.0619	0.0908	0.0714	0.0432	0.0702	6.5590	0.0226	0.3376	0.9709	10.1074	0.1250	0.0669	-0.0402	0.0631	0.0158	-0.0575	0.0386	-0.0361	-0.0732	0.1328	0.1352	-0.0346	0.0602	-0.0101	-0.0131	0.0535	-0.0181	-0.0299	0.6217	0.4726	0.6077	0.4728	0.5505	0.4415	0.6247	0.4765	0.5708	0.4714	0.5739	0.4698
3429	0.3913	0.0884	6.5561	0.0228	0.3223	0.9859	10.1035	0.1947	0.1596	-0.0534	0.1277	0.1345	-0.0922	0.0758	0.0968	-0.0899	0.1902	0.1963	-0.0855	0.0630	0.0589	0.0762	0.0725	0.0486	0.0751	6.5570	0.0223	0.3331	0.9711	9.9161	0.1472	0.0952	-0.0298	0.0855	0.0231	-0.0568	0.0460	-0.0284	-0.0768	0.1520	0.1681	-0.0258	0.0622	-0.0010	-0.0185	0.0600	-0.0172	-0.0369	0.6261	0.4735	0.6189	0.4761	0.5617	0.4497	0.6261	0.4770	0.5808	0.4885	0.5831	0.4801
3810	0.4121	0.1218	6.5513	0.0225	0.3163	0.9864	9.9177	0.2115	0.1772	-0.0295	0.1462	0.1447	-0.0867	0.0893	0.1047	-0.0783	0.2005	0.2011	-0.0666	0.0568	0.0478	0.0546	0.0787	0.0404	0.0591	6.5530	0.0221	0.3360	0.9709	9.7405	0.1624	0.1238	-0.0202	0.1000	0.0236	-0.0579	0.0531	-0.0219	-0.0817	0.1554	0.1706	-0.0264	0.0517	-0.0144	-0.0345	0.0611	-0.0222	-0.0386	0.6280	0.4745	0.6249	0.4785	0.5702	0.4552	0.6225	0.4724	0.5787	0.4839	0.5932	0.4914
