batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
381	0.2725	0.0271	6.6873	0.0231	0.2307	0.9987	14.6940	-0.0512	-0.1580	-0.1374	-0.0887	-0.1938	-0.1799	-0.0935	-0.1909	-0.1864	0.0120	-0.0172	-0.0391	0.0754	0.0584	0.1571	0.0705	0.0578	0.1486	6.6972	0.0226	0.2521	0.9969	14.6235	-0.0314	-0.0151	-0.0360	-0.0429	-0.0505	-0.0463	-0.0469	-0.0515	-0.0506	0.0032	0.0262	-0.0276	0.0581	0.0565	0.0766	0.0552	0.0559	0.0693	0.5135	0.3687	0.5112	0.3654	0.5119	0.3668	0.5074	0.3715	0.6827	0.6011	0.6906	0.6066
762	0.3513	0.0724	6.6716	0.0244	0.2420	0.9968	12.4499	0.1014	0.0331	-0.0100	-0.0385	-0.1771	-0.1705	-0.0508	-0.1839	-0.1829	0.1216	0.0417	0.0042	0.0906	0.0906	0.2388	0.0834	0.1188	0.2172	6.6813	0.0238	0.2644	0.9906	12.3946	0.0695	0.0482	0.0153	-0.0008	-0.0343	-0.0402	-0.0103	-0.0395	-0.0471	0.0830	0.0455	0.0281	0.0573	0.0923	0.1518	0.0623	0.1209	0.1229	0.4959	0.3679	0.5066	0.3612	0.5087	0.3635	0.4903	0.3597	0.6183	0.5465	0.6472	0.5859
1143	0.3780	0.0740	6.6403	0.0255	0.2615	0.9942	11.5947	0.0930	0.0521	-0.0563	0.0062	-0.1492	-0.1536	-0.0063	-0.1597	-0.1667	0.0764	0.0691	-0.1037	0.0200	0.0764	0.2261	0.0488	0.0755	0.2357	6.6474	0.0245	0.2830	0.9818	11.5259	0.0620	-0.0002	-0.0376	0.0253	-0.0366	-0.0606	0.0196	-0.0332	-0.0511	0.0488	0.0205	-0.0698	-0.0095	0.0734	0.1194	0.0218	0.0758	0.1360	0.5060	0.3854	0.5087	0.3779	0.5070	0.3670	0.5318	0.4242	0.6055	0.4914	0.6025	0.4910
1524	0.3791	0.0746	6.6128	0.0256	0.2720	0.9928	11.3901	0.0584	0.0489	-0.1223	0.0311	-0.0101	-0.1433	0.0045	-0.1431	-0.1542	0.0542	0.0660	-0.1496	0.0011	0.1888	0.2378	0.0322	0.1826	0.2401	6.6183	0.0251	0.3109	0.9792	11.2975	0.0330	-0.0296	-0.0950	0.0174	-0.0453	-0.0947	0.0129	-0.0529	-0.0755	0.0301	-0.0106	-0.0958	-0.0193	0.1536	0.1203	0.0126	0.1552	0.1300	0.5565	0.4563	0.5388	0.4360	0.5132	0.3893	0.5901	0.4765	0.5992	0.4805	0.5983	0.4793
1905	0.3830	0.0763	6.5997	0.0254	0.2835	0.9929	11.3306	0.0822	0.0363	-0.1532	0.0568	0.0254	-0.1541	0.0411	-0.0485	-0.1620	0.0596	0.0471	-0.1722	0.0079	0.1631	0.2401	0.0256	0.1664	0.2395	6.6056	0.0247	0.3133	0.9794	11.2304	0.0519	-0.0334	-0.1133	0.0332	-0.0564	-0.1152	0.0247	-0.0680	-0.1102	0.0419	-0.0172	-0.1069	-0.0125	0.1379	0.1193	0.0112	0.1394	0.1189	0.5982	0.4838	0.5798	0.4756	0.5339	0.4279	0.6146	0.4883	0.6094	0.4913	0.6057	0.4891
2286	0.3896	0.0790	6.6026	0.0248	0.2848	0.9945	11.5421	0.1242	0.0797	-0.1785	0.1001	0.0080	-0.1812	0.0868	-0.0185	-0.1779	0.1231	0.0819	-0.1909	0.0126	0.1322	0.2312	0.0179	0.1318	0.2295	6.6097	0.0242	0.3116	0.9825	11.4444	0.0851	-0.0253	-0.1233	0.0639	-0.0646	-0.1275	0.0509	-0.0751	-0.1358	0.0834	-0.0140	-0.1174	-0.0088	0.1218	0.0686	0.0003	0.1158	0.0601	0.6294	0.4966	0.6113	0.4920	0.5639	0.4651	0.6352	0.4966	0.6453	0.5460	0.6439	0.5462
2667	0.3964	0.0853	6.6009	0.0256	0.2836	0.9962	11.8203	0.1466	0.0594	-0.1977	0.1168	0.0526	-0.2011	0.1079	0.0176	-0.1875	0.1708	0.0815	-0.2083	-0.0257	0.0878	0.2326	-0.0021	0.0837	0.2304	6.6096	0.0248	0.2993	0.9844	11.7963	0.1027	-0.0502	-0.1414	0.0776	-0.0288	-0.1392	0.0683	-0.0584	-0.1523	0.1172	-0.0187	-0.1336	-0.0110	-0.0317	0.0237	0.0026	-0.1006	0.0136	0.6511	0.5047	0.6323	0.5003	0.5928	0.4870	0.6521	0.5029	0.6893	0.5844	0.6861	0.5805
3048	0.4042	0.0887	6.6132	0.0264	0.2846	0.9962	11.9289	0.1675	0.0600	-0.2226	0.1393	0.0505	-0.2228	0.1210	0.0253	-0.2032	0.1908	0.0874	-0.2279	-0.1216	0.0806	0.2014	-0.0499	0.0818	0.2189	6.6233	0.0262	0.2908	0.9846	11.9139	0.1110	-0.0038	-0.1492	0.0902	0.0116	-0.1522	0.0728	-0.0076	-0.1697	0.1270	0.0175	-0.1422	-0.0631	-0.0715	0.0738	-0.0116	-0.0834	0.0698	0.6210	0.4991	0.6213	0.4997	0.6135	0.4969	0.6174	0.4943	0.6894	0.5741	0.6832	0.5703
3429	0.4090	0.0901	6.6334	0.0272	0.2726	0.9970	12.9038	0.1743	0.0265	-0.2394	0.1486	0.0507	-0.2415	0.1357	0.0306	-0.2157	0.1979	0.0794	-0.2410	-0.1610	0.0091	-0.0028	-0.1258	0.0113	0.0650	6.6449	0.0272	0.2793	0.9933	12.8882	0.1131	-0.0210	-0.1555	0.0961	-0.0157	-0.1692	0.0861	-0.0217	-0.1872	0.1277	-0.0013	-0.1380	-0.0891	-0.1152	0.0380	-0.0618	-0.1057	0.0357	0.5941	0.4675	0.6085	0.4876	0.6096	0.4912	0.5849	0.4582	0.6785	0.5639	0.6770	0.5582
3810	0.4117	0.0912	6.6547	0.0278	0.2569	0.9977	13.7513	0.1899	0.0836	-0.2411	0.1579	0.0703	-0.2492	0.1375	0.0562	-0.2155	0.2156	0.0901	-0.2438	-0.1698	0.0025	-0.1084	-0.1418	0.0116	-0.0544	6.6671	0.0280	0.2714	0.9959	13.7032	0.1222	-0.0023	-0.1500	0.1043	-0.0136	-0.1775	0.0914	-0.0186	-0.1973	0.1376	0.0072	-0.1313	-0.0947	-0.1000	0.0207	-0.0749	-0.0902	0.0362	0.5751	0.4393	0.5890	0.4639	0.6001	0.4810	0.5698	0.4309	0.6634	0.5438	0.6666	0.5419
