	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
0	[CLS] to kendte russiske historikere andronik mirganjan og igor klamkin tror ikke, at rusland kan udvikles uden en'jernnæve '. [SEP] [PAD] [PAD]	-100 18 18 1 18 9 -100 -100 16 -100 -100 -100 18 9 -100 16 -100 18 18 18 18 0 -100 18 18 18 18 18 18 -100 18 18 -100 -100 -100	18 3 3 3 13 13 13 18 16 16 18 18 18 18 18 18 18 18 18 18 18 6 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0032 0.1718 0.0641 0.5484 0.4732 0.3602 0.1965 0.3519 0.4365 0.5587 0.0784 0.4868 0.0004 0.0007 0.0206 0.0175 0.2442 0.0658 0.0014 0.0000 0.0017 0.1271 0.5302 0.0014 0.0039 0.0036 0.0004 0.0003 0.0806 0.0051 0.0002 0.0002 0.0205 0.0003 0.0011	0.0247 0.6704 0.3299 1.9526 1.7556 1.2838 0.7754 1.4838 1.5124 1.1630 0.3490 1.0472 0.0041 0.0068 0.1122 0.1008 0.6953 0.3057 0.0123 0.0000 0.0130 0.4545 1.1035 0.0120 0.0288 0.0281 0.0040 0.0025 0.3023 0.0376 0.0023 0.0022 0.1350 0.0027 0.0091	0.0002 0.0157 0.0178 0.2053 0.2022 0.0908 0.0386 0.1720 0.1201 0.0356 0.0130 0.0205 0.0001 0.0001 0.0008 0.0014 0.0120 0.0097 0.0005 0.0000 0.0000 0.0023 0.0155 0.0002 0.0003 0.0003 0.0000 0.0000 0.0008 0.0005 0.0000 0.0000 0.0050 0.0001 0.0000	0.0032 0.1711 0.0659 0.6250 0.5747 0.4955 0.2417 0.4321 0.4934 0.5673 0.0790 0.4884 0.0004 0.0008 0.0216 0.0180 0.2465 0.0671 0.0014 0.0000 0.0018 0.1301 0.5485 0.0014 0.0041 0.0048 0.0008 0.0005 0.1564 0.0084 0.0003 0.0002 0.0294 0.0003 0.0011
1	[CLS] de hævder, at ruslands vej til demokrati gar gennem diktatur. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 0 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 6 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0029 0.2535 0.1785 0.0000 0.0011 0.3387 0.1170 0.3086 0.0002 0.1629 0.0010 0.0002 0.0007 0.0000 0.0013 0.0000 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002	0.0226 0.9405 0.8452 0.0002 0.0106 0.9953 0.5105 0.8971 0.0017 0.5601 0.0092 0.0022 0.0070 0.0001 0.0122 0.0004 0.0016 0.0022 0.0024 0.0020 0.0016 0.0014 0.0014 0.0014 0.0014 0.0015 0.0015 0.0016 0.0017 0.0017 0.0017 0.0017 0.0017 0.0017 0.0016	0.0002 0.0309 0.0686 0.0000 0.0002 0.0196 0.0196 0.0230 0.0000 0.0016 0.0001 0.0000 0.0001 0.0000 0.0003 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0030 0.2670 0.1948 0.0000 0.0012 0.3420 0.1198 0.3117 0.0002 0.1632 0.0011 0.0002 0.0008 0.0000 0.0016 0.0000 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
2	[CLS] i en af deres artikler hedder det :'i et autoritært regime lagdeles samfundet og forskellige interesser modnes. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0023 0.0159 0.0034 0.0034 0.0052 0.0036 0.0006 0.0003 0.0001 0.0001 0.0003 0.0008 0.2304 0.0101 0.0061 0.0011 0.0574 0.0001 0.0000 0.0001 0.0023 0.0279 0.2975 0.0006 0.0380 0.0005 0.0004 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0180 0.1046 0.0290 0.0289 0.0413 0.0288 0.0051 0.0032 0.0009 0.0006 0.0034 0.0078 0.7348 0.0702 0.0416 0.0094 0.2525 0.0006 0.0000 0.0010 0.0177 0.1421 0.8638 0.0057 0.2176 0.0051 0.0035 0.0017 0.0012 0.0009 0.0008 0.0007 0.0008 0.0009 0.0010	0.0001 0.0019 0.0009 0.0008 0.0012 0.0007 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0227 0.0027 0.0009 0.0001 0.0039 0.0000 0.0000 0.0000 0.0002 0.0012 0.0106 0.0001 0.0034 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0023 0.0170 0.0036 0.0041 0.0056 0.0037 0.0006 0.0004 0.0001 0.0001 0.0004 0.0009 0.2348 0.0108 0.0064 0.0012 0.0591 0.0001 0.0000 0.0001 0.0024 0.0297 0.3805 0.0007 0.0505 0.0005 0.0004 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
3	[CLS] og nar deres repræsentanter er parate til at ga i struben pa hinanden, sa stopper en jernnæve'det. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0021 0.0001 0.0007 0.0022 0.0018 0.0005 0.0009 0.0000 0.0011 0.0487 0.0705 0.0002 0.0083 0.0002 0.0051 0.0000 0.0019 0.0001 0.0001 0.0004 0.0001 0.0000 0.0028 0.0000 0.0018 0.0002 0.0012 0.0011 0.0007 0.0004 0.0003 0.0002 0.0002 0.0002 0.0001	0.0172 0.0011 0.0070 0.0182 0.0161 0.0043 0.0088 0.0005 0.0102 0.2661 0.3995 0.0017 0.0522 0.0019 0.0365 0.0000 0.0151 0.0010 0.0006 0.0039 0.0009 0.0003 0.0224 0.0002 0.0163 0.0021 0.0096 0.0086 0.0063 0.0039 0.0027 0.0020 0.0018 0.0016 0.0015	0.0001 0.0000 0.0001 0.0003 0.0007 0.0001 0.0003 0.0000 0.0002 0.0060 0.0271 0.0001 0.0005 0.0000 0.0005 0.0000 0.0001 0.0000 0.0000 0.0001 0.0000 0.0000 0.0003 0.0000 0.0005 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0021 0.0001 0.0007 0.0022 0.0018 0.0005 0.0010 0.0000 0.0013 0.0516 0.0815 0.0002 0.0085 0.0002 0.0052 0.0000 0.0019 0.0001 0.0001 0.0004 0.0001 0.0000 0.0029 0.0000 0.0021 0.0002 0.0012 0.0011 0.0007 0.0004 0.0003 0.0002 0.0002 0.0002 0.0002
4	[CLS] pa den made skabes hele tiden betingelserne for en harmonisering af interesser og følgelig for demokratiske reformer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 -100 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0043 0.0772 0.0119 0.0218 0.0879 0.3217 0.0651 0.0936 0.0570 0.0014 0.0010 0.1660 0.0175 0.0016 0.1701 0.0001 0.0042 0.0072 0.0000 0.0007 0.0002 0.0000 0.0000 0.0137 0.0026 0.0054 0.0029 0.0014 0.0007 0.0004 0.0002 0.0001 0.0001 0.0001 0.0001	0.0311 0.3446 0.0888 0.1381 0.4645 1.3162 0.3941 0.4727 0.3454 0.0137 0.0105 0.6505 0.1180 0.0138 0.6153 0.0007 0.0307 0.0485 0.0002 0.0063 0.0020 0.0002 0.0003 0.0853 0.0189 0.0343 0.0208 0.0114 0.0062 0.0037 0.0022 0.0015 0.0011 0.0010 0.0010	0.0002 0.0054 0.0051 0.0056 0.0298 0.1211 0.0393 0.0299 0.0274 0.0008 0.0007 0.0295 0.0050 0.0002 0.0056 0.0000 0.0001 0.0003 0.0000 0.0000 0.0000 0.0000 0.0000 0.0006 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000	0.0044 0.0795 0.0154 0.0348 0.1044 0.4177 0.0756 0.1071 0.0759 0.0019 0.0012 0.2838 0.0261 0.0027 0.2109 0.0001 0.0050 0.0083 0.0000 0.0007 0.0002 0.0000 0.0000 0.0143 0.0026 0.0054 0.0029 0.0014 0.0007 0.0004 0.0002 0.0001 0.0001 0.0001 0.0001
5	[CLS] og de tilføjede :'netop fordi vi end ikke har et kim af civilt samfund, var vi imod folkekongressen. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0034 0.0001 0.0172 0.0063 0.0002 0.0002 0.0812 0.0020 0.0076 0.0002 0.0001 0.0000 0.0001 0.1117 0.0100 0.0003 0.0684 0.0696 0.0000 0.0001 0.0423 0.0013 0.0003 0.0003 0.0000 0.0000 0.0011 0.0001 0.0001 0.0001 0.0002 0.0002 0.0001 0.0001 0.0001	0.0253 0.0009 0.1146 0.0488 0.0025 0.0021 0.4095 0.0183 0.0497 0.0019 0.0009 0.0005 0.0008 0.3807 0.0682 0.0036 0.3106 0.3286 0.0001 0.0008 0.1797 0.0120 0.0032 0.0034 0.0002 0.0000 0.0091 0.0012 0.0015 0.0012 0.0017 0.0016 0.0011 0.0008 0.0007	0.0001 0.0000 0.0024 0.0021 0.0001 0.0000 0.0102 0.0009 0.0009 0.0001 0.0000 0.0000 0.0000 0.0022 0.0017 0.0001 0.0023 0.0067 0.0000 0.0000 0.0002 0.0004 0.0001 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0035 0.0001 0.0208 0.0098 0.0003 0.0002 0.1055 0.0027 0.0079 0.0002 0.0001 0.0001 0.0001 0.2179 0.0162 0.0005 0.0694 0.0726 0.0000 0.0001 0.0423 0.0013 0.0003 0.0004 0.0000 0.0000 0.0011 0.0001 0.0001 0.0001 0.0002 0.0002 0.0001 0.0001 0.0001
6	[CLS] bortset fra illusionen om demokrati kunne den ikke give noget reelt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 6 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0029 0.5991 0.0014 0.0739 0.0012 0.0003 0.0426 0.0003 0.0004 0.0001 0.0005 0.0002 0.0004 0.0000 0.0013 0.0005 0.0016 0.0012 0.0009 0.0006 0.0004 0.0003 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0223 1.8513 0.0136 0.3971 0.0123 0.0028 0.2424 0.0032 0.0039 0.0012 0.0054 0.0025 0.0041 0.0000 0.0109 0.0048 0.0133 0.0106 0.0082 0.0056 0.0039 0.0029 0.0024 0.0020 0.0018 0.0016 0.0014 0.0013 0.0012 0.0012 0.0013 0.0013 0.0013 0.0014 0.0014	0.0002 0.1185 0.0008 0.0242 0.0008 0.0001 0.0059 0.0001 0.0002 0.0000 0.0002 0.0001 0.0002 0.0000 0.0001 0.0000 0.0000 0.0001 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0029 0.6638 0.0015 0.0793 0.0014 0.0004 0.0479 0.0003 0.0004 0.0001 0.0006 0.0003 0.0005 0.0000 0.0013 0.0005 0.0016 0.0012 0.0010 0.0006 0.0004 0.0003 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
7	[CLS] det kunne den ikke helt objektivt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0030 0.0896 0.0004 0.0017 0.0004 0.0004 0.0035 0.0001 0.0135 0.0004 0.0004 0.0003 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0233 0.3608 0.0039 0.0155 0.0038 0.0041 0.0271 0.0008 0.0866 0.0038 0.0040 0.0028 0.0023 0.0018 0.0015 0.0013 0.0011 0.0010 0.0010 0.0010 0.0011 0.0011 0.0011 0.0011 0.0012 0.0012 0.0012 0.0013 0.0013 0.0013 0.0014 0.0014 0.0014 0.0014 0.0014	0.0001 0.0063 0.0002 0.0006 0.0001 0.0001 0.0005 0.0000 0.0015 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0031 0.0923 0.0004 0.0021 0.0006 0.0005 0.0037 0.0001 0.0163 0.0004 0.0004 0.0003 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
8	[CLS] det var slet ikke pa grund af apparatets lænker. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 -100 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0029 0.0922 0.0001 0.0956 0.0016 0.0019 0.0126 0.0001 0.0069 0.0068 0.0700 0.0464 0.0001 0.0003 0.0000 0.0002 0.0004 0.0005 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0225 0.3669 0.0009 0.3371 0.0132 0.0155 0.0752 0.0017 0.0495 0.0524 0.3833 0.2728 0.0007 0.0036 0.0005 0.0020 0.0036 0.0043 0.0038 0.0032 0.0028 0.0026 0.0025 0.0024 0.0022 0.0020 0.0018 0.0016 0.0016 0.0015 0.0015 0.0015 0.0015 0.0015 0.0015	0.0002 0.0065 0.0000 0.0022 0.0002 0.0002 0.0010 0.0001 0.0011 0.0024 0.0241 0.0124 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0029 0.0942 0.0001 0.0958 0.0016 0.0019 0.0128 0.0002 0.0075 0.0089 0.0974 0.0617 0.0001 0.0004 0.0000 0.0002 0.0004 0.0005 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
9	[CLS] illusioner er farlige. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0031 0.0305 0.1414 0.0071 0.0013 0.0000 0.0016 0.0001 0.0003 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0234 0.1891 0.7155 0.0468 0.0119 0.0000 0.0144 0.0010 0.0028 0.0023 0.0020 0.0016 0.0013 0.0011 0.0010 0.0009 0.0009 0.0009 0.0010 0.0010 0.0010 0.0011 0.0011 0.0012 0.0012 0.0013 0.0013 0.0013 0.0014 0.0014 0.0014 0.0014 0.0015 0.0015 0.0015	0.0002 0.0078 0.0638 0.0010 0.0004 0.0000 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000	0.0031 0.0319 0.1529 0.0071 0.0013 0.0000 0.0021 0.0001 0.0003 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
