batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
381	0.4507	0.2059	6.8140	0.0262	0.1570	1.0000	16.0000	0.1916	0.0753	-0.1210	0.1588	-0.0314	-0.1564	0.1055	-0.1239	-0.1606	0.1889	0.1064	-0.1093	6.8268	0.0250	0.1523	1.0000	16.0000	0.1356	0.0227	-0.0813	0.1015	-0.0630	-0.1347	0.0516	-0.1027	-0.1502	0.1326	0.0498	-0.0731	0.6524	0.5426	0.6469	0.5306	0.5883	0.4893	0.6617	0.5554
762	0.4903	0.2533	6.8096	0.0273	0.1764	1.0000	16.0000	0.2255	0.1008	-0.1795	0.2039	-0.0156	-0.2279	0.1604	-0.0971	-0.1882	0.2098	0.0502	-0.1943	6.8230	0.0254	0.1634	1.0000	16.0000	0.1669	0.0522	-0.1609	0.1484	-0.0545	-0.1976	0.1008	-0.1414	-0.1885	0.1604	0.0508	-0.1723	0.6618	0.5642	0.6559	0.5547	0.6494	0.5508	0.6471	0.5465
1143	0.5177	0.2909	6.8069	0.0282	0.1940	1.0000	16.0000	0.2409	0.0477	-0.2305	0.2215	-0.0360	-0.2747	0.1822	-0.1003	-0.2228	0.2180	0.0157	-0.2238	6.8205	0.0260	0.1817	1.0000	16.0000	0.1831	0.0861	-0.1788	0.1612	-0.0483	-0.2311	0.1265	-0.1057	-0.2194	0.1669	0.0629	-0.1860	0.6448	0.5581	0.6503	0.5608	0.6693	0.5907	0.6798	0.5983
1524	0.5488	0.3104	6.8020	0.0297	0.2124	1.0000	16.0000	0.2594	0.0734	-0.2318	0.2349	-0.0282	-0.2909	0.1918	-0.0666	-0.2173	0.2431	-0.0095	-0.2477	6.8157	0.0278	0.1948	1.0000	16.0000	0.1940	0.1014	-0.1593	0.1747	-0.0633	-0.2278	0.1397	-0.1350	-0.2137	0.1867	0.0578	-0.1673	0.6458	0.5619	0.6449	0.5604	0.6781	0.6021	0.6569	0.5864
1905	0.5772	0.3564	6.8007	0.0309	0.2086	1.0000	16.0000	0.2717	0.0312	-0.2742	0.2431	-0.0449	-0.3197	0.1969	-0.0714	-0.2470	0.2552	0.0325	-0.2520	6.8147	0.0288	0.1974	1.0000	16.0000	0.1993	0.0496	-0.2129	0.1821	-0.0627	-0.2680	0.1463	-0.1135	-0.2279	0.1684	-0.1047	-0.2514	0.6442	0.5686	0.6427	0.5681	0.6824	0.6134	0.7239	0.6552
2286	0.6002	0.3962	6.7985	0.0319	0.2351	1.0000	16.0000	0.2792	0.0044	-0.3058	0.2472	-0.0682	-0.3444	0.2005	-0.0961	-0.2851	0.2621	0.0403	-0.2646	6.8128	0.0294	0.2149	1.0000	16.0000	0.1980	0.0259	-0.2640	0.1805	-0.0672	-0.2944	0.1446	-0.1370	-0.2519	0.1826	-0.0383	-0.2670	0.6523	0.5799	0.6431	0.5669	0.6815	0.6116	0.6736	0.6038
2667	0.6174	0.4182	6.7963	0.0329	0.2463	1.0000	16.0000	0.2882	-0.0150	-0.3382	0.2576	-0.0765	-0.3669	0.2059	-0.1023	-0.2915	0.2695	0.0102	-0.2861	6.8106	0.0306	0.2251	1.0000	16.0000	0.2010	0.0204	-0.2837	0.1875	-0.0683	-0.3123	0.1486	-0.1199	-0.2423	0.1804	-0.0741	-0.2954	0.6514	0.5797	0.6449	0.5732	0.6821	0.6149	0.6756	0.6095
3048	0.6323	0.4405	6.7948	0.0334	0.2470	1.0000	16.0000	0.2912	-0.0351	-0.3675	0.2627	-0.0933	-0.3919	0.2087	-0.1291	-0.3271	0.2872	-0.0422	-0.3689	6.8091	0.0313	0.2422	1.0000	16.0000	0.1965	0.0016	-0.3112	0.1845	-0.1069	-0.3388	0.1445	-0.1437	-0.2709	0.1815	-0.0720	-0.3132	0.6456	0.5764	0.6438	0.5730	0.6771	0.6028	0.7121	0.6264
3429	0.6445	0.4718	6.7942	0.0337	0.2681	1.0000	16.0000	0.2849	-0.0715	-0.4157	0.2599	-0.1142	-0.4239	0.2106	-0.1343	-0.3492	0.2810	-0.0729	-0.4167	6.8087	0.0306	0.2449	1.0000	16.0000	0.1889	-0.0970	-0.3603	0.1773	-0.1395	-0.3716	0.1431	-0.1511	-0.2872	0.1764	-0.1556	-0.3701	0.6525	0.5817	0.6510	0.5782	0.6798	0.5988	0.6828	0.6017
3810	0.6631	0.4697	6.7869	0.0353	0.2916	1.0000	16.0000	0.3122	0.0144	-0.2859	0.2881	-0.0709	-0.3680	0.2158	-0.1183	-0.2971	0.3042	-0.0101	-0.2775	6.8015	0.0331	0.2699	1.0000	16.0000	0.2144	-0.0101	-0.2907	0.2014	-0.1300	-0.3435	0.1482	-0.1552	-0.2665	0.2002	-0.1004	-0.3266	0.6781	0.6025	0.6830	0.6064	0.6964	0.6127	0.7481	0.6835
