batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_token	id_max_prob_kendalls_tau_max_seq	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_token	id_predictive_entropy_kendalls_tau_max_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_token	id_dempster_shafer_kendalls_tau_max_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_token	id_softmax_gap_kendalls_tau_max_seq	id_softmax_gap_kendalls_tau_seq	id_variance_kendalls_tau_token	id_variance_kendalls_tau_max_seq	id_variance_kendalls_tau_seq	id_mutual_information_kendalls_tau_token	id_mutual_information_kendalls_tau_max_seq	id_mutual_information_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_token	ood_max_prob_kendalls_tau_max_seq	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_token	ood_predictive_entropy_kendalls_tau_max_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_token	ood_dempster_shafer_kendalls_tau_max_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_token	ood_softmax_gap_kendalls_tau_max_seq	ood_softmax_gap_kendalls_tau_seq	ood_variance_kendalls_tau_token	ood_variance_kendalls_tau_max_seq	ood_variance_kendalls_tau_seq	ood_mutual_information_kendalls_tau_token	ood_mutual_information_kendalls_tau_max_seq	ood_mutual_information_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap	aupr_variance	auroc_variance	aupr_mutual_information	auroc_mutual_information
381	0.2721	0.0267	6.6770	0.0232	0.2084	0.9933	14.0308	0.0105	-0.0098	0.0645	0.0101	-0.0097	0.0615	0.0149	-0.0018	0.0609	0.0213	0.0216	0.0746	0.0023	-0.0136	-0.0060	-0.0053	-0.0274	0.0050	6.6901	0.0226	0.2151	0.9897	14.0461	0.0131	0.0228	0.1029	0.0116	0.0326	0.1019	0.0146	0.0332	0.1008	0.0390	0.0296	0.1099	0.0090	-0.0236	-0.0291	-0.0063	-0.0212	0.0232	0.5891	0.4662	0.5936	0.4672	0.5932	0.4677	0.5941	0.4832	0.5588	0.4698	0.5455	0.4322
762	0.2302	0.0367	6.7002	0.0172	0.2056	0.9895	13.6360	-0.0541	-0.0394	-0.0589	-0.0443	-0.0162	-0.0325	-0.0441	-0.0395	-0.0291	0.0186	-0.0340	-0.0177	0.0188	-0.0730	-0.0532	-0.0212	-0.0545	-0.0348	6.7136	0.0173	0.2058	0.9878	13.7201	-0.0220	-0.0751	-0.0300	-0.0118	-0.0043	0.0181	-0.0117	0.0100	0.0227	-0.0207	-0.0681	-0.0894	0.0088	-0.0621	-0.0551	-0.0191	-0.0651	-0.0403	0.5822	0.4716	0.6010	0.4898	0.6032	0.4915	0.6041	0.5289	0.5744	0.4904	0.5752	0.4746
1143	0.2721	0.0267	6.7102	0.0223	0.2023	0.9944	13.8267	0.0531	-0.0240	0.0829	0.0589	-0.0253	0.0725	0.0589	-0.0254	0.0702	-0.0785	-0.0515	-0.0302	-0.0385	-0.0698	-0.0670	0.0166	-0.0842	-0.0199	6.7239	0.0218	0.1855	0.9885	13.8981	0.0529	0.0442	0.1558	0.0546	0.0438	0.1266	0.0544	0.0431	0.1184	-0.0777	-0.0086	-0.0435	-0.0326	0.0207	0.0166	-0.0043	-0.0427	-0.0405	0.6100	0.4862	0.6124	0.4921	0.6123	0.4934	0.5713	0.4724	0.6093	0.5320	0.5699	0.4774
1524	0.2725	0.0271	6.6089	0.0246	0.2696	0.9896	13.5799	-0.0208	-0.0485	0.0917	-0.0279	-0.0087	0.0911	-0.0258	-0.0218	0.0907	-0.0257	-0.0375	0.0338	0.0380	-0.0038	-0.0090	0.0152	0.0222	0.0493	6.6294	0.0241	0.2625	0.9822	13.6644	-0.0070	-0.0365	0.1420	-0.0019	-0.0168	0.1420	-0.0031	-0.0212	0.1426	0.0112	-0.0032	0.1035	0.0192	-0.0293	-0.0186	0.0089	-0.0740	-0.0002	0.6195	0.4951	0.6158	0.4945	0.6164	0.4950	0.6082	0.4675	0.5319	0.4744	0.5857	0.4864
1905	0.2287	0.0329	6.7428	0.0172	0.1589	0.9960	13.9938	0.0147	0.0722	-0.0341	0.0141	0.0064	0.0953	0.0162	0.0542	0.0639	0.0100	0.0232	0.1024	-0.0113	-0.0385	-0.0704	-0.0114	-0.0418	0.0027	6.7553	0.0167	0.1741	0.9924	14.0374	0.0213	0.0270	-0.0179	0.0032	0.0660	0.0585	0.0076	0.0858	0.0403	0.0131	0.0358	0.0563	0.0135	0.0346	0.0146	0.0032	-0.0426	-0.0401	0.5394	0.4286	0.6971	0.6030	0.6977	0.6053	0.6608	0.5527	0.5622	0.4285	0.6050	0.5219
2286	0.2721	0.0267	6.6438	0.0241	0.2759	0.9840	13.7575	-0.0311	0.0359	0.0857	-0.0341	0.0397	0.0610	-0.0273	0.0377	0.0619	-0.0452	0.0349	0.0943	0.0059	-0.0342	-0.0424	0.0027	-0.0609	-0.0227	6.6598	0.0236	0.2824	0.9821	13.8078	-0.0321	-0.1009	0.0590	-0.0316	-0.1030	0.0221	-0.0294	-0.1021	0.0256	-0.0526	0.0202	0.0555	0.0090	-0.0272	-0.0263	0.0120	-0.0510	-0.0353	0.7028	0.6072	0.7048	0.6167	0.7036	0.6175	0.6932	0.5926	0.5624	0.4558	0.6148	0.5415
2667	0.2328	0.0372	6.7393	0.0164	0.1724	0.9972	13.9718	-0.0021	-0.0506	-0.0934	-0.0089	0.0841	0.0630	-0.0027	0.0857	0.0607	0.0127	0.0015	-0.0093	0.0103	-0.0603	-0.0697	-0.0095	-0.0882	-0.0219	6.7525	0.0163	0.1770	0.9926	14.0362	-0.0136	-0.1563	-0.1634	0.0047	0.1832	-0.0203	0.0179	0.1871	-0.0148	0.0302	0.0874	0.0649	-0.0177	-0.1315	-0.1352	-0.0236	-0.1619	-0.0872	0.6469	0.5171	0.6972	0.6351	0.6929	0.6323	0.5511	0.4020	0.6554	0.5468	0.6399	0.5248
3048	0.2235	0.0367	6.6866	0.0207	0.2200	0.9496	13.7362	-0.0749	0.0833	0.0526	-0.0658	0.0851	0.0534	-0.0633	0.0903	0.0528	-0.0695	0.0849	0.0734	0.0148	-0.0930	-0.1215	-0.0217	-0.0973	-0.0308	6.7033	0.0193	0.2190	0.9550	13.8226	-0.0499	0.1757	-0.0202	-0.0317	0.1772	-0.0183	-0.0249	0.1818	-0.0152	-0.0253	0.1818	0.0527	-0.0182	-0.1116	-0.1440	-0.0406	-0.1776	-0.1034	0.6970	0.6302	0.6998	0.6314	0.6961	0.6297	0.6824	0.6228	0.6546	0.5547	0.6463	0.5372
3429	0.2728	0.0273	6.6885	0.0229	0.2145	0.9955	13.8847	0.0332	0.0906	0.1307	0.0369	0.0984	0.0671	0.0426	0.0901	0.0659	0.0111	-0.0719	-0.0071	-0.0255	-0.0326	-0.0564	-0.0136	-0.0682	-0.0480	6.7030	0.0222	0.2238	0.9912	13.9530	0.0449	0.1914	0.1999	0.0564	0.1827	0.0384	0.0471	0.1919	0.0223	0.0371	0.0737	0.1124	-0.0482	-0.1002	-0.1038	-0.0446	-0.1654	-0.1230	0.6247	0.5119	0.6814	0.6209	0.6903	0.6277	0.5933	0.4538	0.6518	0.5386	0.6310	0.5181
3810	0.2264	0.0370	6.6963	0.0207	0.2057	0.9936	13.9017	0.0326	0.0813	0.0716	0.0512	0.0816	0.0731	0.0489	0.0804	0.0744	0.0479	0.0744	0.0998	-0.0121	0.0161	-0.0033	-0.0378	-0.0937	-0.0695	6.7121	0.0195	0.1914	0.9911	13.9632	0.0325	0.1831	-0.0217	0.0704	0.1863	0.0024	0.0733	0.1896	0.0109	0.0645	0.1957	0.1126	-0.0415	-0.0952	-0.1002	-0.0355	-0.1588	-0.0749	0.6914	0.6234	0.6896	0.6208	0.6852	0.6204	0.6479	0.5800	0.6180	0.5031	0.6619	0.5737
