	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
0	[CLS] to kendte russiske historikere andronik mirganjan og igor klamkin tror ikke, at rusland kan udvikles uden en'jernnæve '. [SEP] [PAD] [PAD]	-100 18 18 1 18 9 -100 -100 16 -100 -100 -100 18 9 -100 16 -100 18 18 18 18 0 -100 18 18 18 18 18 18 -100 18 18 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 6 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0139 0.0157 0.0028 0.5119 0.0033 0.0012 0.0035 0.0135 0.2011 0.0231 0.0124 0.0035 0.0000 0.0000 0.0048 0.0005 0.0135 0.0312 0.0006 0.0000 0.0012 0.1725 0.0927 0.0002 0.0001 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.2583 0.0063 0.0004	0.0771 0.0854 0.0231 1.0449 0.0284 0.0106 0.0270 0.0883 0.7425 0.1406 0.0920 0.0289 0.0001 0.0004 0.0358 0.0047 0.0898 0.1875 0.0063 0.0001 0.0100 0.5741 0.4019 0.0017 0.0014 0.0005 0.0001 0.0000 0.0003 0.0006 0.0001 0.0002 0.5821 0.0390 0.0040	0.0001 0.0004 0.0009 0.0468 0.0016 0.0005 0.0009 0.0031 0.0388 0.0079 0.0065 0.0017 0.0000 0.0000 0.0003 0.0001 0.0029 0.0112 0.0004 0.0000 0.0001 0.0072 0.0052 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0005 0.0001 0.0001	0.0146 0.0162 0.0030 0.5379 0.0037 0.0013 0.0037 0.0139 0.2067 0.0249 0.0139 0.0050 0.0000 0.0000 0.0064 0.0007 0.0222 0.0499 0.0008 0.0000 0.0014 0.1917 0.0954 0.0002 0.0001 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.2592 0.0063 0.0005
1	[CLS] de hævder, at ruslands vej til demokrati gar gennem diktatur. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 0 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 6 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0210 0.0473 0.2146 0.0001 0.0058 0.7029 0.0141 0.1278 0.0007 0.2444 0.0764 0.0075 0.0021 0.0000 0.0141 0.0010 0.0004 0.0004 0.0005 0.0006 0.0007 0.0006 0.0004 0.0003 0.0002 0.0003 0.0004 0.0005 0.0007 0.0008 0.0008 0.0008 0.0008 0.0008 0.0008	0.1117 0.2265 0.7637 0.0008 0.0409 1.6697 0.0973 0.4335 0.0060 0.5582 0.2749 0.0490 0.0185 0.0002 0.0821 0.0088 0.0044 0.0040 0.0050 0.0062 0.0066 0.0055 0.0038 0.0027 0.0024 0.0027 0.0036 0.0049 0.0062 0.0070 0.0073 0.0073 0.0073 0.0074 0.0076	0.0006 0.0037 0.0195 0.0000 0.0006 0.0762 0.0038 0.0067 0.0000 0.0003 0.0004 0.0004 0.0005 0.0000 0.0009 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0224 0.0497 0.3400 0.0001 0.0098 0.9228 0.0169 0.1285 0.0007 0.2432 0.0764 0.0077 0.0024 0.0000 0.0148 0.0011 0.0005 0.0005 0.0007 0.0008 0.0009 0.0007 0.0005 0.0003 0.0003 0.0004 0.0005 0.0008 0.0011 0.0013 0.0014 0.0014 0.0013 0.0014 0.0014
2	[CLS] i en af deres artikler hedder det :'i et autoritært regime lagdeles samfundet og forskellige interesser modnes. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0180 0.0117 0.0028 0.0002 0.0009 0.0000 0.0007 0.0005 0.0002 0.0007 0.0055 0.0006 0.0001 0.0000 0.0000 0.0000 0.0000 0.0013 0.0000 0.0062 0.3639 0.0398 0.2520 0.0002 0.0295 0.0007 0.0001 0.0000 0.0000 0.0001 0.0001 0.0002 0.0002 0.0003 0.0004	0.1002 0.0777 0.0219 0.0026 0.0087 0.0003 0.0068 0.0047 0.0019 0.0057 0.0357 0.0060 0.0008 0.0004 0.0002 0.0004 0.0003 0.0118 0.0001 0.0435 0.9494 0.1843 0.6558 0.0022 0.1459 0.0066 0.0015 0.0005 0.0004 0.0007 0.0011 0.0018 0.0025 0.0034 0.0044	0.0005 0.0012 0.0006 0.0001 0.0002 0.0000 0.0001 0.0001 0.0000 0.0000 0.0001 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0000 0.0003 0.0078 0.0017 0.0073 0.0000 0.0018 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001	0.0195 0.0124 0.0030 0.0003 0.0011 0.0000 0.0008 0.0005 0.0002 0.0007 0.0057 0.0007 0.0001 0.0000 0.0000 0.0000 0.0000 0.0021 0.0000 0.0066 0.3752 0.0408 0.2537 0.0002 0.0297 0.0007 0.0001 0.0000 0.0000 0.0001 0.0001 0.0002 0.0003 0.0005 0.0006
3	[CLS] og nar deres repræsentanter er parate til at ga i struben pa hinanden, sa stopper en jernnæve'det. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0172 0.0005 0.0031 0.0008 0.0008 0.0001 0.0001 0.0000 0.0007 0.0017 0.0013 0.0001 0.0002 0.0000 0.0077 0.0000 0.0058 0.0098 0.0005 0.0004 0.0004 0.0000 0.0030 0.0000 0.1086 0.0010 0.0001 0.0000 0.0001 0.0003 0.0004 0.0006 0.0006 0.0006 0.0005	0.0959 0.0046 0.0233 0.0070 0.0076 0.0009 0.0007 0.0002 0.0067 0.0154 0.0126 0.0009 0.0021 0.0005 0.0454 0.0001 0.0367 0.0575 0.0046 0.0044 0.0037 0.0002 0.0248 0.0003 0.3819 0.0085 0.0011 0.0006 0.0013 0.0027 0.0042 0.0054 0.0060 0.0058 0.0054	0.0006 0.0000 0.0004 0.0002 0.0004 0.0000 0.0000 0.0000 0.0001 0.0005 0.0006 0.0000 0.0000 0.0000 0.0001 0.0000 0.0001 0.0004 0.0001 0.0001 0.0001 0.0000 0.0004 0.0000 0.0043 0.0002 0.0001 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001	0.0182 0.0005 0.0032 0.0008 0.0008 0.0001 0.0001 0.0000 0.0008 0.0019 0.0016 0.0001 0.0002 0.0000 0.0077 0.0000 0.0059 0.0098 0.0005 0.0005 0.0004 0.0000 0.0044 0.0000 0.1126 0.0010 0.0001 0.0001 0.0002 0.0003 0.0005 0.0007 0.0008 0.0007 0.0007
4	[CLS] pa den made skabes hele tiden betingelserne for en harmonisering af interesser og følgelig for demokratiske reformer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 -100 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 6 18 6 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0173 0.0143 0.0083 0.0362 0.0398 0.0007 0.0013 0.0021 0.0017 0.0000 0.0000 0.0001 0.0504 0.0017 0.1752 0.0106 0.4468 0.0122 0.0000 0.0061 0.0005 0.0000 0.0000 0.0031 0.0001 0.0001 0.0001 0.0001 0.0002 0.0003 0.0004 0.0004 0.0004 0.0004 0.0004	0.0932 0.0833 0.0623 0.1969 0.2635 0.0076 0.0127 0.0201 0.0166 0.0002 0.0001 0.0014 0.2744 0.0162 0.8134 0.0734 0.8036 0.0792 0.0005 0.0425 0.0051 0.0001 0.0000 0.0259 0.0017 0.0010 0.0007 0.0011 0.0019 0.0029 0.0036 0.0039 0.0040 0.0040 0.0042	0.0005 0.0012 0.0037 0.0074 0.0217 0.0006 0.0008 0.0014 0.0013 0.0000 0.0000 0.0000 0.0066 0.0008 0.0571 0.0027 0.0163 0.0017 0.0000 0.0003 0.0001 0.0000 0.0000 0.0004 0.0001 0.0001 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0176 0.0143 0.0128 0.0656 0.0566 0.0009 0.0017 0.0026 0.0021 0.0000 0.0000 0.0001 0.0563 0.0019 0.1947 0.0111 0.4541 0.0126 0.0001 0.0103 0.0009 0.0000 0.0000 0.0037 0.0002 0.0001 0.0001 0.0001 0.0002 0.0003 0.0004 0.0005 0.0005 0.0006 0.0006
5	[CLS] og de tilføjede :'netop fordi vi end ikke har et kim af civilt samfund, var vi imod folkekongressen. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0185 0.0006 0.0120 0.1013 0.0008 0.0028 0.1706 0.0194 0.0007 0.0000 0.0000 0.0000 0.0000 0.0007 0.0000 0.0000 0.0002 0.0000 0.0000 0.0000 0.0000 0.0001 0.0082 0.0143 0.0458 0.0001 0.0900 0.0015 0.0002 0.0001 0.0003 0.0005 0.0005 0.0004 0.0004	0.1026 0.0057 0.0742 0.3979 0.0079 0.0212 0.5244 0.1157 0.0057 0.0001 0.0000 0.0000 0.0000 0.0060 0.0002 0.0000 0.0017 0.0004 -0.0000 0.0000 0.0001 0.0008 0.0572 0.0944 0.2678 0.0013 0.3449 0.0133 0.0022 0.0015 0.0030 0.0046 0.0048 0.0041 0.0037	0.0005 0.0000 0.0012 0.0081 0.0003 0.0002 0.0038 0.0019 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0011 0.0035 0.0159 0.0001 0.0050 0.0004 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0199 0.0006 0.0132 0.1872 0.0011 0.0048 0.3256 0.0294 0.0012 0.0000 0.0000 0.0000 0.0000 0.0014 0.0000 0.0000 0.0002 0.0000 0.0000 0.0000 0.0000 0.0001 0.0084 0.0147 0.0489 0.0001 0.0905 0.0016 0.0002 0.0001 0.0003 0.0005 0.0006 0.0005 0.0004
6	[CLS] bortset fra illusionen om demokrati kunne den ikke give noget reelt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0199 0.1748 0.0030 0.0701 0.0057 0.0011 0.0252 0.0034 0.0096 0.0026 0.0002 0.0008 0.0002 0.0000 0.0038 0.0001 0.0000 0.0000 0.0001 0.0001 0.0002 0.0002 0.0002 0.0003 0.0004 0.0005 0.0005 0.0006 0.0007 0.0008 0.0008 0.0008 0.0009 0.0009 0.0009	0.1103 0.7576 0.0272 0.3647 0.0479 0.0106 0.1509 0.0268 0.0616 0.0208 0.0017 0.0078 0.0021 0.0000 0.0263 0.0008 0.0003 0.0003 0.0006 0.0011 0.0016 0.0021 0.0026 0.0031 0.0037 0.0044 0.0052 0.0059 0.0065 0.0069 0.0072 0.0075 0.0078 0.0080 0.0083	0.0006 0.0264 0.0018 0.0160 0.0040 0.0008 0.0053 0.0007 0.0008 0.0003 0.0000 0.0001 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001	0.0221 0.2467 0.0038 0.0918 0.0077 0.0013 0.0412 0.0037 0.0105 0.0043 0.0002 0.0012 0.0003 0.0000 0.0040 0.0001 0.0000 0.0000 0.0001 0.0001 0.0002 0.0003 0.0004 0.0005 0.0006 0.0008 0.0009 0.0011 0.0012 0.0013 0.0014 0.0014 0.0014 0.0015 0.0015
7	[CLS] det kunne den ikke helt objektivt. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0218 0.1498 0.0041 0.0054 0.0023 0.0010 0.0011 0.0001 0.3879 0.0191 0.0029 0.0009 0.0016 0.0050 0.0072 0.0049 0.0026 0.0015 0.0012 0.0012 0.0013 0.0015 0.0018 0.0019 0.0019 0.0017 0.0016 0.0014 0.0014 0.0013 0.0013 0.0013 0.0013 0.0013 0.0013	0.1185 0.4813 0.0323 0.0387 0.0184 0.0085 0.0093 0.0008 0.6727 0.0953 0.0206 0.0081 0.0136 0.0352 0.0481 0.0361 0.0214 0.0137 0.0109 0.0105 0.0114 0.0129 0.0145 0.0153 0.0151 0.0142 0.0131 0.0122 0.0117 0.0114 0.0113 0.0113 0.0113 0.0112 0.0111	0.0007 0.0058 0.0008 0.0005 0.0002 0.0001 0.0000 0.0000 0.0002 0.0001 0.0001 0.0001 0.0002 0.0004 0.0006 0.0006 0.0004 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001	0.0241 0.1543 0.0046 0.0060 0.0037 0.0011 0.0011 0.0001 0.3881 0.0191 0.0029 0.0010 0.0026 0.0091 0.0130 0.0083 0.0040 0.0022 0.0017 0.0017 0.0021 0.0026 0.0030 0.0033 0.0032 0.0030 0.0027 0.0024 0.0023 0.0022 0.0022 0.0022 0.0022 0.0022 0.0021
8	[CLS] det var slet ikke pa grund af apparatets lænker. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 -100 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 9 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0229 0.1300 0.0035 0.0096 0.0009 0.0015 0.0882 0.0010 0.0358 0.0558 0.0048 0.0205 0.0019 0.3517 0.0645 0.0044 0.0010 0.0014 0.0022 0.0021 0.0016 0.0011 0.0009 0.0008 0.0008 0.0009 0.0009 0.0010 0.0010 0.0011 0.0011 0.0011 0.0012 0.0012 0.0012	0.1221 0.4445 0.0282 0.0662 0.0080 0.0123 0.3850 0.0093 0.2131 0.3152 0.0391 0.1322 0.0160 1.0428 0.3348 0.0359 0.0095 0.0132 0.0191 0.0183 0.0139 0.0106 0.0087 0.0080 0.0079 0.0082 0.0086 0.0090 0.0093 0.0095 0.0098 0.0099 0.0101 0.0103 0.0105	0.0007 0.0059 0.0006 0.0015 0.0002 0.0002 0.0091 0.0004 0.0115 0.0178 0.0020 0.0047 0.0004 0.0297 0.0100 0.0014 0.0004 0.0004 0.0004 0.0004 0.0004 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001	0.0249 0.1350 0.0042 0.0100 0.0009 0.0015 0.0915 0.0010 0.0378 0.0691 0.0070 0.0266 0.0021 0.3618 0.0662 0.0049 0.0013 0.0017 0.0029 0.0029 0.0022 0.0017 0.0013 0.0012 0.0012 0.0013 0.0014 0.0016 0.0017 0.0018 0.0019 0.0019 0.0020 0.0020 0.0021
9	[CLS] illusioner er farlige. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0215 0.0031 0.0135 0.0287 0.0050 0.0000 0.0383 0.0010 0.0006 0.0007 0.0018 0.0030 0.0032 0.0028 0.0024 0.0022 0.0022 0.0023 0.0024 0.0024 0.0023 0.0021 0.0019 0.0018 0.0016 0.0016 0.0015 0.0015 0.0015 0.0014 0.0014 0.0014 0.0014 0.0014 0.0013	0.1184 0.0261 0.0951 0.1363 0.0358 0.0003 0.1950 0.0092 0.0061 0.0073 0.0158 0.0244 0.0259 0.0225 0.0193 0.0180 0.0180 0.0186 0.0191 0.0189 0.0180 0.0167 0.0155 0.0145 0.0137 0.0132 0.0128 0.0126 0.0123 0.0122 0.0120 0.0118 0.0117 0.0115 0.0114	0.0007 0.0007 0.0056 0.0014 0.0010 0.0000 0.0031 0.0004 0.0004 0.0003 0.0005 0.0006 0.0006 0.0005 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001	0.0241 0.0035 0.0166 0.0290 0.0052 0.0000 0.0406 0.0011 0.0007 0.0009 0.0024 0.0042 0.0049 0.0044 0.0038 0.0036 0.0036 0.0039 0.0041 0.0042 0.0040 0.0036 0.0033 0.0030 0.0028 0.0026 0.0025 0.0025 0.0024 0.0024 0.0023 0.0023 0.0023 0.0022 0.0022
